Company's Daily Share Prices (Closing) and Highest - Lowest price of the date,,,,,,,,,,
Company Id :  AAIC,,Security,Type :  N,Sub Type :  0000,,,,,,
Short Name :  ASIAN ALLIANCE,,,,,,,,,,
Quarter,Date High,High,Date Low,Low,Closing,Trades(No.),Shares(No.),Turnover(Rs.),Last Traded Date,Days Traded
2004-05-24 00:00:00,2004-05-24 00:00:00,10,2004-05-24 00:00:00,10,10,1,100,1000,2004-05-24 00:00:00,1
2004-05-25 00:00:00,2004-05-25 00:00:00,9.5,2004-05-25 00:00:00,9.5,9.5,3,4000,38000,2004-05-25 00:00:00,1
2004-05-26 00:00:00,2004-05-26 00:00:00,9.5,2004-05-26 00:00:00,9.5,9.5,8,7800,74100,2004-05-26 00:00:00,1
2004-06-03 00:00:00,2004-06-03 00:00:00,9.25,2004-06-03 00:00:00,9.25,9.25,3,2500,23125,2004-06-03 00:00:00,1
2004-06-07 00:00:00,2004-06-07 00:00:00,12,2004-06-07 00:00:00,9.5,10.75,28,30900,331300,2004-06-07 00:00:00,1
2004-06-10 00:00:00,2004-06-10 00:00:00,9.5,2004-06-10 00:00:00,9.5,9.5,2,2500,23750,2004-06-10 00:00:00,1
2004-06-11 00:00:00,2004-06-11 00:00:00,10,2004-06-11 00:00:00,10,10,1,2000,20000,2004-06-11 00:00:00,1
2004-06-16 00:00:00,2004-06-16 00:00:00,10,2004-06-16 00:00:00,9,9.25,11,15500,143575,2004-06-16 00:00:00,1
2004-06-18 00:00:00,2004-06-18 00:00:00,9,2004-06-18 00:00:00,9,9,2,1600,14400,2004-06-18 00:00:00,1
2004-06-24 00:00:00,2004-06-24 00:00:00,9.5,2004-06-24 00:00:00,9,9,2,10100,90950,2004-06-24 00:00:00,1
2004-06-25 00:00:00,2004-06-25 00:00:00,10,2004-06-25 00:00:00,9.25,9.25,4,6300,58675,2004-06-25 00:00:00,1
2004-06-28 00:00:00,2004-06-28 00:00:00,12.5,2004-06-28 00:00:00,9.5,11.5,56,77900,872175,2004-06-28 00:00:00,1
2004-06-29 00:00:00,2004-06-29 00:00:00,11.5,2004-06-29 00:00:00,10.75,11.25,8,15800,181125,2004-06-29 00:00:00,1
2004-06-30 00:00:00,2004-06-30 00:00:00,11,2004-06-30 00:00:00,11,11,1,1000,11000,2004-06-30 00:00:00,1
2004-07-05 00:00:00,2004-07-05 00:00:00,10.75,2004-07-05 00:00:00,10.5,10.5,4,3000,31750,2004-07-05 00:00:00,1
2004-07-06 00:00:00,2004-07-06 00:00:00,11,2004-07-06 00:00:00,11,11,2,2000,22000,2004-07-06 00:00:00,1
2004-07-07 00:00:00,2004-07-07 00:00:00,11,2004-07-07 00:00:00,10,10,9,3500,36650,2004-07-07 00:00:00,1
2004-07-08 00:00:00,2004-07-08 00:00:00,11,2004-07-08 00:00:00,11,11,1,300,3300,2004-07-08 00:00:00,1
2004-07-09 00:00:00,2004-07-09 00:00:00,11,2004-07-09 00:00:00,11,11,1,700,7700,2004-07-09 00:00:00,1
2004-07-12 00:00:00,2004-07-12 00:00:00,11.25,2004-07-12 00:00:00,11,11.25,6,7000,78375,2004-07-12 00:00:00,1
2004-07-14 00:00:00,2004-07-14 00:00:00,11.25,2004-07-14 00:00:00,11,11,6,4600,50850,2004-07-14 00:00:00,1
2004-07-15 00:00:00,2004-07-15 00:00:00,11,2004-07-15 00:00:00,11,11,6,11400,125400,2004-07-15 00:00:00,1
2004-07-16 00:00:00,2004-07-16 00:00:00,11.5,2004-07-16 00:00:00,11.25,11.5,3,7200,81300,2004-07-16 00:00:00,1
2004-07-19 00:00:00,2004-07-19 00:00:00,11,2004-07-19 00:00:00,11,11,6,3700,40700,2004-07-19 00:00:00,1
2004-07-20 00:00:00,2004-07-20 00:00:00,11,2004-07-20 00:00:00,10.75,11,14,23900,262775,2004-07-20 00:00:00,1
2004-07-21 00:00:00,2004-07-21 00:00:00,11.75,2004-07-21 00:00:00,11,11.25,116,396900,4438875,2004-07-21 00:00:00,1
2004-07-22 00:00:00,2004-07-22 00:00:00,11.5,2004-07-22 00:00:00,11.25,11.25,13,26500,298875,2004-07-22 00:00:00,1
2004-07-23 00:00:00,2004-07-23 00:00:00,11.5,2004-07-23 00:00:00,11.25,11.25,48,189900,2140925,2004-07-23 00:00:00,1
2004-07-26 00:00:00,2004-07-26 00:00:00,11.5,2004-07-26 00:00:00,10.75,10.75,11,19000,213250,2004-07-26 00:00:00,1
2004-07-27 00:00:00,2004-07-27 00:00:00,11,2004-07-27 00:00:00,11,11,7,12900,141900,2004-07-27 00:00:00,1
2004-07-28 00:00:00,2004-07-28 00:00:00,11,2004-07-28 00:00:00,10.75,11,16,26400,290150,2004-07-28 00:00:00,1
2004-07-29 00:00:00,2004-07-29 00:00:00,11,2004-07-29 00:00:00,10.5,10.5,8,18000,189700,2004-07-29 00:00:00,1
2004-07-30 00:00:00,2004-07-30 00:00:00,11.25,2004-07-30 00:00:00,11,11,6,4000,44500,2004-07-30 00:00:00,1
2004-08-02 00:00:00,2004-08-02 00:00:00,11,2004-08-02 00:00:00,10.5,11,5,7000,76250,2004-08-02 00:00:00,1
2004-08-03 00:00:00,2004-08-03 00:00:00,11.25,2004-08-03 00:00:00,11,11.25,6,13500,151375,2004-08-03 00:00:00,1
2004-08-04 00:00:00,2004-08-04 00:00:00,11.25,2004-08-04 00:00:00,10.75,11,7,23900,262325,2004-08-04 00:00:00,1
2004-08-05 00:00:00,2004-08-05 00:00:00,11,2004-08-05 00:00:00,11,11,3,1600,17600,2004-08-05 00:00:00,1
2004-08-06 00:00:00,2004-08-06 00:00:00,11.75,2004-08-06 00:00:00,11,11.75,66,211000,2451800,2004-08-06 00:00:00,1
2004-08-09 00:00:00,2004-08-09 00:00:00,12.25,2004-08-09 00:00:00,11.5,11.75,58,177000,2111425,2004-08-09 00:00:00,1
2004-08-10 00:00:00,2004-08-10 00:00:00,11.75,2004-08-10 00:00:00,11.25,11.25,9,13000,148000,2004-08-10 00:00:00,1
2004-08-11 00:00:00,2004-08-11 00:00:00,11,2004-08-11 00:00:00,10.5,10.75,7,7800,84150,2004-08-11 00:00:00,1
2004-08-13 00:00:00,2004-08-13 00:00:00,10.75,2004-08-13 00:00:00,10.75,10.75,1,5000,53750,2004-08-13 00:00:00,1
