Daily high low and closing share prices - 2009,,,,,,,,,,
Day,Date High,Low,Date Low,Low,Closing,No. of Trades,No. of Shares,Turnover,Last Traded,Days Traded
2009-05-15 00:00:00,2009-05-15 00:00:00,32.5,2009-05-15 00:00:00,32.5,32.5,1,900,29250,2009-05-15 00:00:00,1
2009-05-18 00:00:00,2009-05-18 00:00:00,38,2009-05-18 00:00:00,33,36.75,40,21100,757125,2009-05-18 00:00:00,1
2009-05-19 00:00:00,2009-05-19 00:00:00,36.75,2009-05-19 00:00:00,34,36,17,16000,565825,2009-05-19 00:00:00,1
2009-05-21 00:00:00,2009-05-21 00:00:00,37,2009-05-21 00:00:00,36,36.75,14,12200,446150,2009-05-21 00:00:00,1
2009-05-22 00:00:00,2009-05-22 00:00:00,39.5,2009-05-22 00:00:00,37.5,38,35,30800,1182100,2009-05-22 00:00:00,1
2009-05-25 00:00:00,2009-05-25 00:00:00,38.25,2009-05-25 00:00:00,38,38,8,8700,330725,2009-05-25 00:00:00,1
2009-05-26 00:00:00,2009-05-26 00:00:00,38,2009-05-26 00:00:00,37,37,6,4100,152200,2009-05-26 00:00:00,1
2009-05-27 00:00:00,2009-05-27 00:00:00,39,2009-05-27 00:00:00,36.75,38.5,12,8800,336400,2009-05-27 00:00:00,1
2009-05-28 00:00:00,2009-05-28 00:00:00,41.5,2009-05-28 00:00:00,39,40,37,18000,720600,2009-05-28 00:00:00,1
2009-05-29 00:00:00,2009-05-29 00:00:00,39.25,2009-05-29 00:00:00,38.75,39,6,4100,160125,2009-05-29 00:00:00,1
2009-06-01 00:00:00,2009-06-01 00:00:00,40,2009-06-01 00:00:00,38.5,39.75,9,9800,382425,2009-06-01 00:00:00,1
2009-06-02 00:00:00,2009-06-02 00:00:00,39,2009-06-02 00:00:00,38.75,38.75,9,2900,112400,2009-06-02 00:00:00,1
2009-06-03 00:00:00,2009-06-03 00:00:00,38.75,2009-06-03 00:00:00,38.5,38.5,8,8300,319750,2009-06-03 00:00:00,1
2009-06-04 00:00:00,2009-06-04 00:00:00,39,2009-06-04 00:00:00,38.75,38.75,6,4000,155500,2009-06-04 00:00:00,1
2009-06-05 00:00:00,2009-06-05 00:00:00,41,2009-06-05 00:00:00,39,40.25,15,16000,641250,2009-06-05 00:00:00,1
2009-06-08 00:00:00,2009-06-08 00:00:00,40,2009-06-08 00:00:00,40,40,2,1000,40000,2009-06-08 00:00:00,1
2009-06-09 00:00:00,2009-06-09 00:00:00,39,2009-06-09 00:00:00,39,39,13,13400,522600,2009-06-09 00:00:00,1
2009-06-10 00:00:00,2009-06-10 00:00:00,39,2009-06-10 00:00:00,39,39,1,700,27300,2009-06-10 00:00:00,1
2009-06-11 00:00:00,2009-06-11 00:00:00,42.25,2009-06-11 00:00:00,40,41.75,44,36200,1493675,2009-06-11 00:00:00,1
2009-06-12 00:00:00,2009-06-12 00:00:00,44.75,2009-06-12 00:00:00,41.5,42,52,55800,2443725,2009-06-12 00:00:00,1
2009-06-15 00:00:00,2009-06-15 00:00:00,41.75,2009-06-15 00:00:00,41,41,3,1200,49750,2009-06-15 00:00:00,1
2009-06-16 00:00:00,2009-06-16 00:00:00,41.5,2009-06-16 00:00:00,40.75,41,5,2700,110675,2009-06-16 00:00:00,1
2009-06-17 00:00:00,2009-06-17 00:00:00,43.5,2009-06-17 00:00:00,42,43,8,2100,89200,2009-06-17 00:00:00,1
2009-06-18 00:00:00,2009-06-18 00:00:00,44,2009-06-18 00:00:00,43,43.75,13,4900,213625,2009-06-18 00:00:00,1
2009-06-19 00:00:00,2009-06-19 00:00:00,44,2009-06-19 00:00:00,43.25,43.5,7,6700,290975,2009-06-19 00:00:00,1
2009-06-22 00:00:00,2009-06-22 00:00:00,43.25,2009-06-22 00:00:00,43.25,43.25,7,4000,173000,2009-06-22 00:00:00,1
2009-06-23 00:00:00,2009-06-23 00:00:00,41.5,2009-06-23 00:00:00,40.5,41,3,2200,90150,2009-06-23 00:00:00,1
2009-06-24 00:00:00,2009-06-24 00:00:00,42,2009-06-24 00:00:00,42,42,1,100,4200,2009-06-24 00:00:00,1
2009-06-25 00:00:00,2009-06-25 00:00:00,42,2009-06-25 00:00:00,42,42,4,3000,126000,2009-06-25 00:00:00,1
2009-06-26 00:00:00,2009-06-26 00:00:00,46.5,2009-06-26 00:00:00,40,45,66,84600,3683425,2009-06-26 00:00:00,1
2009-06-29 00:00:00,2009-06-29 00:00:00,43.5,2009-06-29 00:00:00,40,41,28,47700,1952875,2009-06-29 00:00:00,1
2009-06-30 00:00:00,2009-06-30 00:00:00,42.5,2009-06-30 00:00:00,40,40,39,54300,2218375,2009-06-30 00:00:00,1
2009-07-01 00:00:00,2009-07-01 00:00:00,41,2009-07-01 00:00:00,39.75,40.75,17,217900,8878500,2009-07-01 00:00:00,1
2009-07-02 00:00:00,2009-07-02 00:00:00,42.75,2009-07-02 00:00:00,41.75,42.25,20,28100,1183550,2009-07-02 00:00:00,1
2009-07-03 00:00:00,2009-07-03 00:00:00,41.75,2009-07-03 00:00:00,40,40.5,7,9700,394725,2009-07-03 00:00:00,1
2009-07-07 00:00:00,2009-07-07 00:00:00,41.75,2009-07-07 00:00:00,41.5,41.5,2,300,12475,2009-07-07 00:00:00,1
2009-07-08 00:00:00,2009-07-08 00:00:00,42,2009-07-08 00:00:00,40.5,40.5,12,13200,539775,2009-07-08 00:00:00,1
2009-07-09 00:00:00,2009-07-09 00:00:00,40,2009-07-09 00:00:00,38,40,2,3100,123800,2009-07-09 00:00:00,1
2009-07-10 00:00:00,2009-07-10 00:00:00,40.75,2009-07-10 00:00:00,40,40.5,2,4100,166325,2009-07-10 00:00:00,1
2009-07-15 00:00:00,2009-07-15 00:00:00,40,2009-07-15 00:00:00,39,39.25,3,900,35600,2009-07-15 00:00:00,1
2009-07-16 00:00:00,2009-07-16 00:00:00,42,2009-07-16 00:00:00,39.25,40.75,12,3700,150550,2009-07-16 00:00:00,1
2009-07-17 00:00:00,2009-07-17 00:00:00,41,2009-07-17 00:00:00,40,40.5,2,1500,60700,2009-07-17 00:00:00,1
2009-07-20 00:00:00,2009-07-20 00:00:00,44.75,2009-07-20 00:00:00,42,44,23,18300,809625,2009-07-20 00:00:00,1
2009-07-21 00:00:00,2009-07-21 00:00:00,44,2009-07-21 00:00:00,43,43,3,2000,87000,2009-07-21 00:00:00,1
2009-07-22 00:00:00,2009-07-22 00:00:00,44,2009-07-22 00:00:00,42,44,5,3700,161700,2009-07-22 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2010-01-20 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSING,PRICES,AS AT    20-JAN-,2010          PAGE:,**,
,,,==========,===========,============,========,================,=,,
Company Id,:  CABO,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CARGO B,OAT,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-07-27 00:00:00,2009-07-27 00:00:00,43.5,2009-07-27 00:00:00,41,41,11,3600,151950,2009-07-27 00:00:00,1
2009-07-29 00:00:00,2009-07-29 00:00:00,41,2009-07-29 00:00:00,41,41,1,100,4100,2009-07-29 00:00:00,1
2009-07-31 00:00:00,2009-07-31 00:00:00,41,2009-07-31 00:00:00,41,41,1,1000,41000,2009-07-31 00:00:00,1
2009-08-04 00:00:00,2009-08-04 00:00:00,39.5,2009-08-04 00:00:00,39.5,39.5,1,500,19750,2009-08-04 00:00:00,1
2009-08-06 00:00:00,2009-08-06 00:00:00,44.75,2009-08-06 00:00:00,42,44.5,10,9100,404275,2009-08-06 00:00:00,1
2009-08-07 00:00:00,2009-08-07 00:00:00,48,2009-08-07 00:00:00,43,44.75,67,82400,3794650,2009-08-07 00:00:00,1
2009-08-10 00:00:00,2009-08-10 00:00:00,43.5,2009-08-10 00:00:00,43.5,43.5,2,500,21750,2009-08-10 00:00:00,1
2009-08-11 00:00:00,2009-08-11 00:00:00,44.75,2009-08-11 00:00:00,44,44.5,9,26800,1196525,2009-08-11 00:00:00,1
2009-08-12 00:00:00,2009-08-12 00:00:00,44,2009-08-12 00:00:00,44,44,4,2300,101200,2009-08-12 00:00:00,1
2009-08-13 00:00:00,2009-08-13 00:00:00,43,2009-08-13 00:00:00,43,43,2,700,30100,2009-08-13 00:00:00,1
2009-08-14 00:00:00,2009-08-14 00:00:00,45,2009-08-14 00:00:00,44,45,9,15000,674175,2009-08-14 00:00:00,1
2009-08-18 00:00:00,2009-08-18 00:00:00,48.75,2009-08-18 00:00:00,44,47.75,104,236300,11031825,2009-08-18 00:00:00,1
2009-08-19 00:00:00,2009-08-19 00:00:00,48.5,2009-08-19 00:00:00,46.5,47.75,13,8400,404600,2009-08-19 00:00:00,1
2009-08-20 00:00:00,2009-08-20 00:00:00,48,2009-08-20 00:00:00,48,48,1,1000,48000,2009-08-20 00:00:00,1
2009-08-21 00:00:00,2009-08-21 00:00:00,46.5,2009-08-21 00:00:00,46,46.5,5,1600,74350,2009-08-21 00:00:00,1
2009-08-24 00:00:00,2009-08-24 00:00:00,46,2009-08-24 00:00:00,45,45,5,1500,68500,2009-08-24 00:00:00,1
2009-08-25 00:00:00,2009-08-25 00:00:00,46,2009-08-25 00:00:00,46,46,1,1000,46000,2009-08-25 00:00:00,1
2009-08-26 00:00:00,2009-08-26 00:00:00,46,2009-08-26 00:00:00,46,46,3,2000,92000,2009-08-26 00:00:00,1
2009-08-27 00:00:00,2009-08-27 00:00:00,46,2009-08-27 00:00:00,46,46,11,269200,11883200,2009-08-27 00:00:00,1
2009-08-28 00:00:00,2009-08-28 00:00:00,46,2009-08-28 00:00:00,46,46,3,16400,754400,2009-08-28 00:00:00,1
2009-08-31 00:00:00,2009-08-31 00:00:00,47,2009-08-31 00:00:00,46,46.25,12,22700,1050250,2009-08-31 00:00:00,1
2009-09-01 00:00:00,2009-09-01 00:00:00,51.5,2009-09-01 00:00:00,47,50,100,85200,4261150,2009-09-01 00:00:00,1
2009-09-02 00:00:00,2009-09-02 00:00:00,52,2009-09-02 00:00:00,50,50.25,17,8600,435925,2009-09-02 00:00:00,1
2009-09-03 00:00:00,2009-09-03 00:00:00,51,2009-09-03 00:00:00,49,50,21,121600,5981300,2009-09-03 00:00:00,1
2009-09-07 00:00:00,2009-09-07 00:00:00,51.5,2009-09-07 00:00:00,51.5,51.5,1,200,10300,2009-09-07 00:00:00,1
2009-09-08 00:00:00,2009-09-08 00:00:00,50,2009-09-08 00:00:00,48.5,49,34,25800,1273525,2009-09-08 00:00:00,1
2009-09-09 00:00:00,2009-09-09 00:00:00,54,2009-09-09 00:00:00,49,51.75,65,96400,4964575,2009-09-09 00:00:00,1
2009-09-10 00:00:00,2009-09-10 00:00:00,54.75,2009-09-10 00:00:00,51.5,52.5,39,81000,4275225,2009-09-10 00:00:00,1
2009-09-11 00:00:00,2009-09-11 00:00:00,58,2009-09-11 00:00:00,52.25,55.75,78,107700,6001950,2009-09-11 00:00:00,1
2009-09-14 00:00:00,2009-09-14 00:00:00,60,2009-09-14 00:00:00,57,57,20,12400,736425,2009-09-14 00:00:00,1
2009-09-15 00:00:00,2009-09-15 00:00:00,59.75,2009-09-15 00:00:00,55,55,21,29500,1660125,2009-09-15 00:00:00,1
2009-09-16 00:00:00,2009-09-16 00:00:00,58.5,2009-09-16 00:00:00,54.25,56.75,14,28700,1575425,2009-09-16 00:00:00,1
2009-09-17 00:00:00,2009-09-17 00:00:00,58.25,2009-09-17 00:00:00,56,56,48,80000,4575850,2009-09-17 00:00:00,1
2009-09-18 00:00:00,2009-09-18 00:00:00,56.5,2009-09-18 00:00:00,56,56.5,5,2500,140300,2009-09-18 00:00:00,1
2009-09-22 00:00:00,2009-09-22 00:00:00,54.5,2009-09-22 00:00:00,52,52.5,18,38000,1999200,2009-09-22 00:00:00,1
2009-09-23 00:00:00,2009-09-23 00:00:00,58.5,2009-09-23 00:00:00,55,56,42,31600,1805500,2009-09-23 00:00:00,1
2009-09-24 00:00:00,2009-09-24 00:00:00,58,2009-09-24 00:00:00,57.75,57.75,6,2000,115725,2009-09-24 00:00:00,1
2009-09-25 00:00:00,2009-09-25 00:00:00,58,2009-09-25 00:00:00,55,56,8,2400,133750,2009-09-25 00:00:00,1
2009-09-28 00:00:00,2009-09-28 00:00:00,55,2009-09-28 00:00:00,53.5,53.5,4,3200,175700,2009-09-28 00:00:00,1
2009-09-29 00:00:00,2009-09-29 00:00:00,57,2009-09-29 00:00:00,55,56.25,21,28200,1582400,2009-09-29 00:00:00,1
2009-09-30 00:00:00,2009-09-30 00:00:00,58,2009-09-30 00:00:00,56.25,56.25,17,18700,1063750,2009-09-30 00:00:00,1
2009-10-01 00:00:00,2009-10-01 00:00:00,59.75,2009-10-01 00:00:00,56.25,58.75,14,13000,764475,2009-10-01 00:00:00,1
2009-10-02 00:00:00,2009-10-02 00:00:00,56.5,2009-10-02 00:00:00,56,56,14,13800,774700,2009-10-02 00:00:00,1
2009-10-05 00:00:00,2009-10-05 00:00:00,57.75,2009-10-05 00:00:00,56,56.75,7,2300,131350,2009-10-05 00:00:00,1
2009-10-06 00:00:00,2009-10-06 00:00:00,58.25,2009-10-06 00:00:00,57,57.5,20,70000,3997525,2009-10-06 00:00:00,1
2009-10-07 00:00:00,2009-10-07 00:00:00,57.5,2009-10-07 00:00:00,57.5,57.5,1,25000,1437500,2009-10-07 00:00:00,1
2009-10-08 00:00:00,2009-10-08 00:00:00,56.75,2009-10-08 00:00:00,56,56,6,1900,106975,2009-10-08 00:00:00,1
2009-10-12 00:00:00,2009-10-12 00:00:00,55.5,2009-10-12 00:00:00,54.25,54.5,18,10800,592500,2009-10-12 00:00:00,1
2009-10-13 00:00:00,2009-10-13 00:00:00,53,2009-10-13 00:00:00,52.5,53,15,9200,486525,2009-10-13 00:00:00,1
2009-10-14 00:00:00,2009-10-14 00:00:00,53.75,2009-10-14 00:00:00,52.5,52.5,7,25500,1341600,2009-10-14 00:00:00,1
2009-10-16 00:00:00,2009-10-16 00:00:00,53,2009-10-16 00:00:00,53,53,1,50000,2650000,2009-10-16 00:00:00,1
2009-10-19 00:00:00,2009-10-19 00:00:00,51.5,2009-10-19 00:00:00,50,51.5,18,9300,471825,2009-10-19 00:00:00,1
2009-10-20 00:00:00,2009-10-20 00:00:00,50.75,2009-10-20 00:00:00,50.5,50.5,8,6700,338475,2009-10-20 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2010-01-20 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSING,PRICES,AS AT    20-JAN-,2010          PAGE:,**,
,,,==========,===========,============,========,================,=,,
Company Id,:  CABO,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CARGO B,OAT,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-10-21 00:00:00,2009-10-21 00:00:00,50,2009-10-21 00:00:00,45.5,50,22,9800,469800,2009-10-21 00:00:00,1
2009-10-22 00:00:00,2009-10-22 00:00:00,50,2009-10-22 00:00:00,49.5,49.5,2,1500,74500,2009-10-22 00:00:00,1
2009-10-23 00:00:00,2009-10-23 00:00:00,49.75,2009-10-23 00:00:00,49.75,49.75,3,1600,79600,2009-10-23 00:00:00,1
2009-10-26 00:00:00,2009-10-26 00:00:00,49.5,2009-10-26 00:00:00,49.25,49.5,2,200,9875,2009-10-26 00:00:00,1
2009-10-28 00:00:00,2009-10-28 00:00:00,49.5,2009-10-28 00:00:00,47.5,47.5,7,4600,222500,2009-10-28 00:00:00,1
2009-10-29 00:00:00,2009-10-29 00:00:00,48,2009-10-29 00:00:00,47.5,48,5,6000,287850,2009-10-29 00:00:00,1
2009-10-30 00:00:00,2009-10-30 00:00:00,47.5,2009-10-30 00:00:00,47.5,47.5,3,700,33250,2009-10-30 00:00:00,1
2009-11-03 00:00:00,2009-11-03 00:00:00,47,2009-11-03 00:00:00,47,47,2,1000,47000,2009-11-03 00:00:00,1
2009-11-04 00:00:00,2009-11-04 00:00:00,47,2009-11-04 00:00:00,45,45,12,3700,168200,2009-11-04 00:00:00,1
2009-11-05 00:00:00,2009-11-05 00:00:00,44.25,2009-11-05 00:00:00,44,44,4,700,30850,2009-11-05 00:00:00,1
2009-11-06 00:00:00,2009-11-06 00:00:00,46,2009-11-06 00:00:00,44,45.5,23,14500,654900,2009-11-06 00:00:00,1
2009-11-09 00:00:00,2009-11-09 00:00:00,47,2009-11-09 00:00:00,46.5,46.5,4,3100,145150,2009-11-09 00:00:00,1
2009-11-10 00:00:00,2009-11-10 00:00:00,43.25,2009-11-10 00:00:00,43.25,43.25,1,100,4325,2009-11-10 00:00:00,1
2009-11-11 00:00:00,2009-11-11 00:00:00,44.5,2009-11-11 00:00:00,43.25,43.25,4,3100,134200,2009-11-11 00:00:00,1
2009-11-12 00:00:00,2009-11-12 00:00:00,47,2009-11-12 00:00:00,44.25,46.5,9,8700,402875,2009-11-12 00:00:00,1
2009-11-13 00:00:00,2009-11-13 00:00:00,51,2009-11-13 00:00:00,48,50,25,20300,995150,2009-11-13 00:00:00,1
2009-11-16 00:00:00,2009-11-16 00:00:00,50,2009-11-16 00:00:00,50,50,1,1000,50000,2009-11-16 00:00:00,1
2009-11-17 00:00:00,2009-11-17 00:00:00,49.5,2009-11-17 00:00:00,49,49.25,6,4600,225650,2009-11-17 00:00:00,1
2009-11-20 00:00:00,2009-11-20 00:00:00,47,2009-11-20 00:00:00,47,47,2,500,23500,2009-11-20 00:00:00,1
2009-11-23 00:00:00,2009-11-23 00:00:00,47,2009-11-23 00:00:00,46.5,47,5,4000,187750,2009-11-23 00:00:00,1
2009-11-24 00:00:00,2009-11-24 00:00:00,45.25,2009-11-24 00:00:00,45,45,3,1400,63125,2009-11-24 00:00:00,1
2009-11-25 00:00:00,2009-11-25 00:00:00,44.25,2009-11-25 00:00:00,44.25,44.25,1,1300,57525,2009-11-25 00:00:00,1
2009-11-26 00:00:00,2009-11-26 00:00:00,47.75,2009-11-26 00:00:00,47.75,47.75,1,500,23875,2009-11-26 00:00:00,1
2009-11-27 00:00:00,2009-11-27 00:00:00,50,2009-11-27 00:00:00,48,49.75,11,8700,428125,2009-11-27 00:00:00,1
2009-11-30 00:00:00,2009-11-30 00:00:00,52.5,2009-11-30 00:00:00,49.75,51.25,10,10600,535200,2009-11-30 00:00:00,1
2009-12-02 00:00:00,2009-12-02 00:00:00,52.5,2009-12-02 00:00:00,50,51.5,19,13300,669700,2009-12-02 00:00:00,1
2009-12-03 00:00:00,2009-12-03 00:00:00,53,2009-12-03 00:00:00,52.5,53,4,700,37050,2009-12-03 00:00:00,1
2009-12-07 00:00:00,2009-12-07 00:00:00,53.5,2009-12-07 00:00:00,50.5,52.25,11,13100,693275,2009-12-07 00:00:00,1
2009-12-08 00:00:00,2009-12-08 00:00:00,53,2009-12-08 00:00:00,52,52.75,8,5000,264000,2009-12-08 00:00:00,1
2009-12-09 00:00:00,2009-12-09 00:00:00,53.5,2009-12-09 00:00:00,52,52,9,3600,190475,2009-12-09 00:00:00,1
2009-12-10 00:00:00,2009-12-10 00:00:00,56.25,2009-12-10 00:00:00,53,55.75,77,67100,3689775,2009-12-10 00:00:00,1
2009-12-11 00:00:00,2009-12-11 00:00:00,55,2009-12-11 00:00:00,55,55,2,500,27500,2009-12-11 00:00:00,1
2009-12-14 00:00:00,2009-12-14 00:00:00,55,2009-12-14 00:00:00,54,55,8,29400,1616400,2009-12-14 00:00:00,1
2009-12-15 00:00:00,2009-12-15 00:00:00,55.5,2009-12-15 00:00:00,55.5,55.5,1,100,5550,2009-12-15 00:00:00,1
2009-12-16 00:00:00,2009-12-16 00:00:00,56.75,2009-12-16 00:00:00,55,56.25,20,18600,1042450,2009-12-16 00:00:00,1
2009-12-17 00:00:00,2009-12-17 00:00:00,56,2009-12-17 00:00:00,56,56,4,4000,224000,2009-12-17 00:00:00,1
2009-12-18 00:00:00,2009-12-18 00:00:00,56.75,2009-12-18 00:00:00,56.25,56.5,14,61700,3486400,2009-12-18 00:00:00,1
2009-12-21 00:00:00,2009-12-21 00:00:00,59.75,2009-12-21 00:00:00,57,59.5,70,74700,4327850,2009-12-21 00:00:00,1
2009-12-22 00:00:00,2009-12-22 00:00:00,62,2009-12-22 00:00:00,59.5,60,65,67200,4042875,2009-12-22 00:00:00,1
2009-12-23 00:00:00,2009-12-23 00:00:00,60,2009-12-23 00:00:00,59,59,20,11700,701600,2009-12-23 00:00:00,1
2009-12-24 00:00:00,2009-12-24 00:00:00,60,2009-12-24 00:00:00,58,59.75,8,2500,147050,2009-12-24 00:00:00,1
2009-12-28 00:00:00,2009-12-28 00:00:00,60,2009-12-28 00:00:00,58,58.25,4,5500,325500,2009-12-28 00:00:00,1
2009-12-29 00:00:00,2009-12-29 00:00:00,67,2009-12-29 00:00:00,58.5,66.5,163,160800,10367650,2009-12-29 00:00:00,1
2009-12-30 00:00:00,2009-12-30 00:00:00,69,2009-12-30 00:00:00,67,67.75,62,51200,3482250,2009-12-30 00:00:00,1
Company Id,:  CARE,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  PRINTCA,RE PLC,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-01-19 00:00:00,2009-01-19 00:00:00,65,2009-01-19 00:00:00,65,65,2,200,13000,2009-01-19 00:00:00,1
2009-03-03 00:00:00,2009-03-03 00:00:00,52,2009-03-03 00:00:00,52,52,1,100,5200,2009-03-03 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2010-01-20 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSING,PRICES,AS AT    20-JAN-,2010          PAGE:,**,
,,,==========,===========,============,========,================,=,,
Company Id,:  CARE,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  PRINTCA,RE PLC,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-03-04 00:00:00,2009-03-04 00:00:00,50.5,2009-03-04 00:00:00,50,50.25,3,500,25100,2009-03-04 00:00:00,1
2009-03-23 00:00:00,2009-03-23 00:00:00,50.25,2009-03-23 00:00:00,50.25,50.25,1,100,5025,2009-03-23 00:00:00,1
2009-04-22 00:00:00,2009-04-22 00:00:00,60,2009-04-22 00:00:00,60,60,1,100,6000,2009-04-22 00:00:00,1
2009-04-30 00:00:00,2009-04-30 00:00:00,67,2009-04-30 00:00:00,60,67,4,400,25400,2009-04-30 00:00:00,1
2009-05-28 00:00:00,2009-05-28 00:00:00,60,2009-05-28 00:00:00,60,60,1,100,6000,2009-05-28 00:00:00,1
2009-06-17 00:00:00,2009-06-17 00:00:00,60,2009-06-17 00:00:00,60,60,1,100,6000,2009-06-17 00:00:00,1
2009-06-23 00:00:00,2009-06-23 00:00:00,60,2009-06-23 00:00:00,60,60,1,100,6000,2009-06-23 00:00:00,1
2009-06-30 00:00:00,2009-06-30 00:00:00,60.5,2009-06-30 00:00:00,60,60,3,1300,78150,2009-06-30 00:00:00,1
2009-07-22 00:00:00,2009-07-22 00:00:00,61,2009-07-22 00:00:00,61,61,1,100,6100,2009-07-22 00:00:00,1
2009-08-13 00:00:00,2009-08-13 00:00:00,63,2009-08-13 00:00:00,63,63,1,300,18900,2009-08-13 00:00:00,1
2009-08-19 00:00:00,2009-08-19 00:00:00,67,2009-08-19 00:00:00,67,67,1,200,13400,2009-08-19 00:00:00,1
2009-08-24 00:00:00,2009-08-24 00:00:00,67.5,2009-08-24 00:00:00,67.5,67.5,1,100,6750,2009-08-24 00:00:00,1
2009-09-08 00:00:00,2009-09-08 00:00:00,67,2009-09-08 00:00:00,67,67,1,100,6700,2009-09-08 00:00:00,1
2009-09-18 00:00:00,2009-09-18 00:00:00,67,2009-09-18 00:00:00,67,67,1,100,6700,2009-09-18 00:00:00,1
2009-09-24 00:00:00,2009-09-24 00:00:00,66,2009-09-24 00:00:00,66,66,2,200,13200,2009-09-24 00:00:00,1
2009-10-08 00:00:00,2009-10-08 00:00:00,67.25,2009-10-08 00:00:00,67,67.25,2,1100,73725,2009-10-08 00:00:00,1
2009-10-23 00:00:00,2009-10-23 00:00:00,68.5,2009-10-23 00:00:00,68.5,68.5,1,100,6850,2009-10-23 00:00:00,1
2009-10-26 00:00:00,2009-10-26 00:00:00,68.5,2009-10-26 00:00:00,68.5,68.5,4,2900,198650,2009-10-26 00:00:00,1
2009-10-27 00:00:00,2009-10-27 00:00:00,67.25,2009-10-27 00:00:00,67.25,67.25,1,100,6725,2009-10-27 00:00:00,1
2009-11-10 00:00:00,2009-11-10 00:00:00,67.5,2009-11-10 00:00:00,67.5,67.5,1,500,33750,2009-11-10 00:00:00,1
2009-11-12 00:00:00,2009-11-12 00:00:00,67.25,2009-11-12 00:00:00,67.25,67.25,1,300,20175,2009-11-12 00:00:00,1
2009-11-25 00:00:00,2009-11-25 00:00:00,67.25,2009-11-25 00:00:00,67.25,67.25,1,100,6725,2009-11-25 00:00:00,1
2009-11-27 00:00:00,2009-11-27 00:00:00,67.25,2009-11-27 00:00:00,67.25,67.25,1,500,33625,2009-11-27 00:00:00,1
2009-12-22 00:00:00,2009-12-22 00:00:00,67.25,2009-12-22 00:00:00,67.25,67.25,1,100,6725,2009-12-22 00:00:00,1
2009-12-23 00:00:00,2009-12-23 00:00:00,67.25,2009-12-23 00:00:00,67.25,67.25,1,100,6725,2009-12-23 00:00:00,1
2009-12-24 00:00:00,2009-12-24 00:00:00,67.25,2009-12-24 00:00:00,67.25,67.25,1,100,6725,2009-12-24 00:00:00,1
2009-12-29 00:00:00,2009-12-29 00:00:00,67.25,2009-12-29 00:00:00,67.25,67.25,1,100,6725,2009-12-29 00:00:00,1
Company Id,:  CARG,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  CARGILL,S,,,,,,,,
-----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last Traded,Days Tr
----------,----------,-------------,------------,-----------,------------,--------,----------------,--------------------,------------,-------
2009-01-02 00:00:00,2009-01-02 00:00:00,26,2009-01-02 00:00:00,24,25,33,16200,404375,2009-01-02 00:00:00,1
2009-01-05 00:00:00,2009-01-05 00:00:00,26.5,2009-01-05 00:00:00,23.5,23.75,23,7100,178050,2009-01-05 00:00:00,1
2009-01-06 00:00:00,2009-01-06 00:00:00,23.5,2009-01-06 00:00:00,23,23.25,15,5900,135925,2009-01-06 00:00:00,1
2009-01-08 00:00:00,2009-01-08 00:00:00,23.5,2009-01-08 00:00:00,23.25,23.25,5,1400,32625,2009-01-08 00:00:00,1
2009-01-09 00:00:00,2009-01-09 00:00:00,23.5,2009-01-09 00:00:00,23,23,3,700,16225,2009-01-09 00:00:00,1
