Public Holding 2017 Q2 (DATA as per latest CSE records),,,
QUARTER,COMPANY_NAME,SECURITY,PUBLIC_FLOAT
2017-2,BALANGODA  PLANTATIONS  PLC,BALA.N0000,41.39%
2017-2,BANSEI ROYAL RESORTS HIKKADUWA PLC,BRR.N0000,10%
2017-2,BERUWALA RESORTS PLC,BERU.N0000,11.84%
2017-2,BIMPUTH FINANCE PLC,BLI.N0000,5.88%
2017-2,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.N0000,82.26%
2017-2,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,BLUE.X0000,100%
2017-2,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,10.09%
2017-2,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,21.24%
2017-2,BRAC LANKA FINANCE PLC,NIFL.N0000,0%
2017-2,BROWN & COMPANY PLC,BRWN.N0000,45.32%
2017-2,BROWNS BEACH HOTELS PLC,BBH.N0000,9.2%
2017-2,BROWNS CAPITAL PLC,FLCH.N0000,39.11%
2017-2,BROWNS INVESTMENTS PLC,BIL.N0000,31.68%
2017-2,BUKIT DARAH PLC,BUKI.N0000,23.04%
2017-2,C I C HOLDINGS PLC,CIC.N0000,46.61%
2017-2,C I C HOLDINGS PLC,CIC.X0000,89.06%
2017-2,C M HOLDINGS PLC,COLO.N0000,29.57%
2017-2,C T HOLDINGS PLC,CTHR.N0000,39.2%
2017-2,C T LAND DEVELOPMENT PLC,CTLD.N0000,20.62%
2017-2,C. W. MACKIE PLC,CWM.N0000,12.62%
2017-2,CARGILLS (CEYLON) PLC,CARG.N0000,20.65%
2017-2,CARGO BOAT DEVELOPMENT COMPANY PLC,CABO.N0000,33.49%
2017-2,CARSON CUMBERBATCH PLC,CARS.N0000,14.41%
2017-2,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,59.92%
2017-2,CENTRAL INDUSTRIES PLC,CIND.N0000,46.72%
2017-2,CENTRAL INVESTMENTS AND FINANCE PLC,CIFL.N0000,77.46%
2017-2,CEYLINCO INSURANCE PLC,CINS.N0000,75.53%
2017-2,CEYLINCO INSURANCE PLC,CINS.X0000,43.28%
2017-2,CEYLON AND FOREIGN TRADES PLC,CFT.N0000,16.49%
2017-2,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,16.61%
2017-2,CEYLON COLD STORES PLC,CCS.N0000,18.59%
2017-2,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,.55%
2017-2,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,32.51%
2017-2,CEYLON HOSPITALS PLC,CHL.N0000,23.2%
2017-2,CEYLON HOSPITALS PLC,CHL.X0000,95.22%
2017-2,CEYLON HOTELS CORPORATION PLC,CHOT.N0000,29.43%
2017-2,CEYLON INVESTMENT PLC,CINV.N0000,35.25%
2017-2,CEYLON LEATHER PRODUCTS PLC,CLPL.N0000,4.47%
2017-2,CEYLON PRINTERS PLC,CPRT.N0000,48.38%
2017-2,CEYLON TEA BROKERS PLC,CTBL.N0000,14.89%
2017-2,CEYLON TOBACCO COMPANY PLC,CTC.N0000,15.87%
2017-2,CHEMANEX PLC,CHMX.N0000,36.23%
2017-2,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,49%
2017-2,CHILAW FINANCE PLC,CFL.N0000,9.99%
2017-2,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,86.78%
2017-2,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.X0000,86.78%
2017-2,CITRUS LEISURE PLC,REEF.N0000,58.77%
2017-2,CITY HOUSING & REAL ESTATE COMPANY PLC,CHOU.N0000,47.42%
2017-2,COLOMBO CITY HOLDINGS PLC,PHAR.N0000,33.6%
2017-2,COLOMBO DOCKYARD PLC,DOCK.N0000,48.94%
2017-2,COLOMBO FORT INVESTMENTS PLC,CFI.N0000,22.31%
2017-2,COLOMBO INVESTMENT TRUST PLC,CIT.N0000,11.67%
2017-2,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,27.79%
2017-2,COLOMBO TRUST FINANCE PLC,CALF.N0000,12.4%
2017-2,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,99.79%
2017-2,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,99.79%
2017-2,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,14.52%
2017-2,COMMERCIAL DEVELOPMENT COMPANY PLC,COMD.N0000,5.87%
2017-2,COMMERCIAL LEASING & FINANCE PLC,CLC.N0000,1.08%
2017-2,CONVENIENCE FOODS LANKA PLC,SOY.N0000,28.62%
2017-2,DANKOTUWA PORCELAIN PLC,DPL.N0000,21.75%
2017-2,DFCC BANK PLC,DFCC.N0000,63.4%
2017-2,DIALOG AXIATA PLC,DIAL.N0000,16.68%
2017-2,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,46.55%
2017-2,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,12.82%
2017-2,DIPPED PRODUCTS PLC,DIPD.N0000,41.82%
2017-2,DISTILLERIES COMPANY OF SRI LANKA PLC,DIST.N0000,42.34%
2017-2,DOLPHIN HOTELS PLC,STAF.N0000,25.95%
2017-2,DUNAMIS CAPITAL PLC,CSEC.N0000,23.21%
2017-2,E - CHANNELLING PLC,ECL.N0000,12.41%
2017-2,E B CREASY & COMPANY PLC,EBCR.N0000,25.88%
2017-2,EAST WEST PROPERTIES PLC,EAST.N0000,15.26%
2017-2,EASTERN MERCHANTS PLC,EMER.N0000,26.91%
2017-2,EDEN HOTEL LANKA PLC,EDEN.N0000,26.8%
2017-2,ELPITIYA PLANTATIONS PLC,ELPL.N0000,16.93%
2017-2,ENTRUST SECURITIES PLC,ESL.N0000,10.96%
2017-2,EQUITY TWO PLC,ETWO.N0000,11.17%
2017-2,EXPOLANKA HOLDINGS PLC,EXPO.N0000,25%
2017-2,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,24.93%
2017-2,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,12.57%
2017-2,GESTETNER OF CEYLON PLC,GEST.N0000,15.94%
2017-2,GOOD HOPE PLC,GOOD.N0000,5.48%
2017-2,GUARDIAN CAPITAL PARTNERS PLC,WAPO.N0000,13.77%
2017-2,HAPUGASTENNE PLANTATIONS PLC,HAPU.N0000,10%
2017-2,HARISCHANDRA MILLS PLC,HARI.N0000,42.79%
2017-2,HATTON NATIONAL BANK PLC,HNB.N0000,61%
2017-2,HATTON NATIONAL BANK PLC,HNB.X0000,99%
2017-2,HAYCARB PLC,HAYC.N0000,32.16%
2017-2,HAYLEYS FABRIC PLC,MGT.N0000,36.92%
2017-2,HAYLEYS FIBRE PLC,HEXP.N0000,34.81%
2017-2,HAYLEYS PLC,HAYL.N0000,37.62%
2017-2,HEMAS HOLDINGS PLC,HHL.N0000,35.43%
2017-2,HIKKADUWA BEACH RESORT PLC,CITH.N0000,11.15%
2017-2,HNB ASSURANCE PLC,HASU.N0000,38.66%
2017-2,HORANA PLANTATIONS PLC,HOPL.N0000,51%
2017-2,HOTEL DEVELOPERS (LANKA) PLC,HDEV.N0000,8.4%
2017-2,HOTEL SIGIRIYA PLC,HSIG.N0000,37.36%
2017-2,HOUSING DEVELOPMENT FINANCE CORPORATION BANK OF SL,HDFC.N0000,35.6%
2017-2,HUEJAY INTERNATIONAL INVESTMENTS PLC,HUEJ.N0000,5.38%
2017-2,HUNAS FALLS HOTELS PLC,HUNA.N0000,31.32%
2017-2,HUNTER & COMPANY PLC,HUNT.N0000,29.68%
2017-2,HVA FOODS PLC,HVA.N0000,38.43%
2017-2,INDO-MALAY PLC,INDO.N0000,9.22%
2017-2,INDUSTRIAL ASPHALTS (CEYLON) PLC,ASPH.N0000,29.74%
2017-2,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.N0000,15.12%
2017-2,"J.L.MORISON, SON & JONES (CEYLON) PLC",MORI.X0000,15.12%
2017-2,JANASHAKTHI INSURANCE PLC,JINS.N0000,23.39%
2017-2,JOHN KEELLS HOLDINGS PLC,JKH.N0000,98.49%
2017-2,JOHN KEELLS HOTELS PLC,KHL.N0000,19.64%
2017-2,JOHN KEELLS PLC,JKL.N0000,13.1%
2017-2,KAHAWATTE  PLANTATIONS  PLC,KAHA.N0000,20.48%
2017-2,KALPITIYA BEACH RESORT PLC,CITK.N0000,27.82%
2017-2,KEELLS FOOD PRODUCTS PLC,KFP.N0000,8.38%
2017-2,KEGALLE  PLANTATIONS  PLC,KGAL.N0000,.21%
2017-2,KELANI CABLES PLC,KCAB.N0000,20.2%
2017-2,KELANI TYRES PLC,TYRE.N0000,56.31%
2017-2,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,27.57%
2017-2,KELSEY DEVELOPMENTS PLC,KDL.N0000,16.55%
2017-2,KOTAGALA PLANTATIONS PLC,KOTA.N0000,30.39%
2017-2,KOTMALE HOLDINGS PLC,LAMB.N0000,.49%
2017-2,LAKE HOUSE PRINTERS & PUBLISHERS PLC,LPRT.N0000,30.73%
2017-2,LANKA ALUMINIUM INDUSTRIES PLC,LALU.N0000,49.85%
2017-2,LANKA ASHOK LEYLAND PLC,ASHO.N0000,14.68%
2017-2,LANKA CEMENT PLC,LCEM.N0000,25%
2017-2,LANKA CENTURY INVESTMENTS PLC,GREG.N0000,16.12%
2017-2,LANKA CERAMIC PLC,CERA.N0000,19.53%
2017-2,LANKA IOC PLC,LIOC.N0000,24.88%
2017-2,LANKA MILK FOODS (CWE) PLC,LMF.N0000,34.35%
2017-2,LANKA ORIX LEASING COMPANY PLC,LOLC.N0000,15.5%
2017-2,LANKA TILES PLC,TILE.N0000,29.16%
2017-2,LANKA VENTURES PLC,LVEN.N0000,20.34%
2017-2,LANKA WALLTILE PLC,LWL.N0000,29.23%
2017-2,LANKEM CEYLON PLC,LCEY.N0000,17.21%
2017-2,LANKEM DEVELOPMENTS PLC,LDEV.N0000,32.02%
2017-2,LAUGFS GAS PLC,LGL.N0000,25.23%
2017-2,LAUGFS GAS PLC,LGL.X0000,65.3%
2017-2,LAXAPANA BATTERIES PLC,LITE.N0000,35.05%
2017-2,LB FINANCE PLC,LFIN.N0000,21.96%
2017-2,LEE HEDGES PLC,SHAW.N0000,49%
2017-2,LION BREWERY (CEYLON) PLC,LION.N0000,13.92%
2017-2,LOLC FINANCE PLC,LOFC.N0000,10%
2017-2,LOTUS HYDRO POWER PLC,HPFL.N0000,11.42%
2017-2,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.X0000,100%
2017-2,LUCKY LANKA MILK PROCESSING COMPANY PLC,LLMP.N0000,100%
2017-2,MACKWOODS ENERGY PLC,MEL.N0000,19.73%
2017-2,MADULSIMA  PLANTATIONS  PLC,MADU.N0000,6.51%
2017-2,MAHAWELI REACH HOTELS PLC,MRH.N0000,23.01%
2017-2,MALWATTE VALLEY PLANTATION PLC,MAL.X0000,18.87%
2017-2,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,33.02%
2017-2,MARAWILA  RESORTS  PLC,MARA.N0000,35.43%
2017-2,MASKELIYA PLANTATIONS PLC,MASK.N0000,.17%
2017-2,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,10.87%
2017-2,MERCANTILE SHIPPING COMPANY PLC,MSL.N0000,20.95%
2017-2,MERCHANT BANK OF SRI LANKA & FINANCE PLC,MBSL.N0000,25.5%
2017-2,MILLENNIUM HOUSING DEVELOPERS PLC,MHDL.N0000,16.96%
2017-2,MIRAMAR BEACH HOTELS PLC,MIRA.N0000,29.73%
2017-2,MTD WALKERS PLC,KAPI.N0000,9.1%
2017-2,MULLER & PHIPPS (CEYLON) PLC,MULL.N0000,48.6%
2017-2, MULTI FINANCE  PLC,MFL.N0000,14.33%
2017-2,NAMAL ACUITY VALUE FUND,NAVF.U0000,11.6%
2017-2,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,35.09%
2017-2,NATION LANKA FINANCE PLC,CSF.N0000,23.96%
2017-2,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,89.64%
2017-2,NATIONS TRUST BANK PLC,NTB.N0000,34.84%
2017-2,NAWALOKA HOSPITALS PLC,NHL.N0000,8.61%
2017-2,NESTLE LANKA PLC,NEST.N0000,9.18%
2017-2,ODEL PLC,ODEL.N0000,6.46%
2017-2,OFFICE EQUIPMENT PLC,OFEQ.N0000,.6%
2017-2,ON'ALLY HOLDINGS PLC,ONAL.N0000,.19%
2017-2,ORIENT FINANCE PLC,BFN.N0000,10.19%
2017-2,ORIENT GARMENTS PLC,OGL.N0000,15.18%
2017-2,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,15.65%
2017-2,PALM GARDEN HOTELS PLC,PALM.N0000,10.62%
2017-2,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,54.49%
2017-2,PANASIAN POWER PLC,PAP.N0000,32.2%
2017-2,PARAGON CEYLON PLC,PARA.N0000,.61%
2017-2,PC HOUSE PLC,PCH.N0000,93.54%
2017-2,PC PHARMA PLC,PCP.N0000,98.22%
2017-2,PEGASUS HOTELS OF CEYLON PLC,PEG.N0000,10.01%
2017-2,PELWATTE SUGAR INDUSTRIES PLC,SUGA.N0000,20.71%
2017-2,PEOPLE'S INSURANCE PLC,PINS.N0000,24.94%
2017-2,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,24.89%
2017-2,PEOPLE`S MERCHANT FINANCE  PLC,PMB.N0000,11.3%
2017-2,PIRAMAL GLASS CEYLON PLC,GLAS.N0000,43.54%
2017-2,PRINTCARE PLC,CARE.N0000,42.89%
2017-2,PROPERTY DEVELOPMENT PLC,PDL.N0000,4.44%
2017-2,RADIANT GEMS INTERNATIONAL PLC,RGEM.N0000,95.43%
2017-2,RAIGAM WAYAMBA SALTERNS PLC,RWSL.N0000,14.59%
2017-2,RAMBODA FALLS PLC,RFL.N0000,28.37%
2017-2,REGNIS (LANKA) PLC,REG.N0000,41.16%
2017-2,RENUKA AGRI FOODS PLC,RAL.N0000,30.65%
2017-2,RENUKA CAPITAL PLC,KZOO.N0000,29.61%
2017-2,RENUKA CITY HOTELS PLC.,RENU.N0000,27.92%
2017-2,RENUKA FOODS PLC,COCO.N0000,29.62%
2017-2,RENUKA FOODS PLC,COCO.X0000,68.98%
2017-2,RENUKA HOLDINGS PLC,RHL.N0000,.42%
2017-2,RENUKA HOLDINGS PLC,RHL.X0000,94.14%
2017-2,RESUS ENERGY PLC,HPWR.N0000,37.89%
2017-2,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,.43%
2017-2,RICHARD PIERIS EXPORTS PLC,REXP.N0000,.2%
2017-2,ROYAL CERAMICS LANKA PLC,RCL.N0000,.47%
2017-2,ROYAL PALMS BEACH HOTELS PLC,RPBH.N0000,13.08%
2017-2,S M B LEASING PLC,SEMB.N0000,83.53%
2017-2,S M B LEASING PLC,SEMB.X0000,100%
2017-2,SAMPATH BANK PLC,SAMP.N0000,83.36%
2017-2,SAMSON INTERNATIONAL PLC,SIL.N0000,42.41%
2017-2,SANASA DEVELOPMENT BANK PLC,SDB.N0000,99.99%
2017-2,SATHOSA MOTORS PLC,SMOT.N0000,15.46%
2017-2,SELINSING PLC,SELI.N0000,3.78%
2017-2,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,21.6%
2017-2,SERENDIB ENGINEERING GROUP PLC,IDL.N0000,23.73%
2017-2,SERENDIB HOTELS PLC,SHOT.N0000,20.82%
2017-2,SERENDIB HOTELS PLC,SHOT.X0000,26.64%
2017-2,SERENDIB LAND PLC,SLND.N0000,14.72%
2017-2,SEYLAN BANK PLC,SEYB.N0000,54.27%
2017-2,SEYLAN BANK PLC,SEYB.X0000,55.96%
2017-2,SEYLAN DEVELOPMENTS PLC,CSD.N0000,29.46%
2017-2,SHALIMAR (MALAY) PLC.,SHAL.N0000,.73%
2017-2,SIERRA CABLES PLC,SIRA.N0000,37.55%
2017-2,SIGIRIYA VILLAGE HOTELS PLC,SIGV.N0000,32.6%
2017-2,SINGER (SRI LANKA) PLC,SINS.N0000,20.32%
2017-2,SINGER FINANCE LANKA PLC,SFIN.N0000,19.5%
2017-2,SINGER INDUSTRIES (CEYLON) PLC,SINI.N0000,12.27%
2017-2,SINGHE HOSPITALS PLC,SINH.N0000,25.23%
2017-2,SINHAPUTHRA FINANCE PLC,SFL.N0000,49.71%
2017-2,SOFTLOGIC CAPITAL PLC,SCAP.N0000,25.62%
2017-2,SOFTLOGIC FINANCE PLC,CRL.N0000,29.83%
2017-2,SOFTLOGIC HOLDINGS PLC,SHL.N0000,28.17%
2017-2,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,2.76%
2017-2,SRI LANKA TELECOM PLC,SLTL.N0000,5.52%
2017-2,STANDARD CAPITAL PLC,SING.N0000,39.36%
2017-2,SUMMIT FINANCE PLC,GSF.N0000,24.46%
2017-2,SUNSHINE HOLDINGS PLC,SUN.N0000,7.04%
2017-2,SWADESHI INDUSTRIAL WORKS  PLC,SWAD.N0000,46.44%
2017-2,SWARNAMAHAL FINANCIAL SERVICES PLC,SFS.N0000,10%
2017-2,SWISSTEK (CEYLON) PLC,PARQ.N0000,32.38%
2017-2,TAL LANKA HOTELS PLC,TAJ.N0000,17.24%
2017-2,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,20.27%
2017-2,TANGERINE BEACH HOTELS PLC,TANG.N0000,35.58%
2017-2,TAPROBANE HOLDINGS PLC,TAP.N0000,.79%
2017-2,TEA SMALLHOLDER FACTORIES PLC,TSML.N0000,33.05%
2017-2,TEEJAY LANKA PLC,TJL.N0000,38.13%
2017-2,TESS AGRO PLC,TESS.N0000,.49%
2017-2,TESS AGRO PLC,TESS.X0000,85.17%
2017-2,THE  LIGHTHOUSE  HOTEL  PLC,LHL.N0000,31.44%
2017-2,THE AUTODROME PLC,AUTO.N0000,22.59%
2017-2,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,32.28%
2017-2,THE FINANCE COMPANY PLC,TFC.N0000,63.4%
2017-2,THE FINANCE COMPANY PLC,TFC.X0000,100%
2017-2,THE FORTRESS RESORTS PLC,RHTL.N0000,18.17%
2017-2,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,21.05%
2017-2,THE KINGSBURY PLC,SERV.N0000,38.68%
2017-2,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,16.73%
2017-2,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,10.84%
2017-2,THREE ACRE FARMS PLC,TAFL.N0000,27.79%
2017-2,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,31.42%
2017-2,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,100%
2017-2,TOUCHWOOD INVESTMENTS PLC,TWOD.N0000,90.65%
2017-2,TRADE FINANCE AND INVESTMENTS PLC,TFIL.N0000,.31%
2017-2,TRANS ASIA HOTELS PLC,TRAN.N0000,7.65%
2017-2,UDAPUSSELLAWA  PLANTATIONS PLC,UDPL.N0000,8.11%
2017-2,UNION ASSURANCE PLC,UAL.N0000,6.07%
2017-2,UNION BANK OF COLOMBO PLC,UBC.N0000,21.92%
2017-2,UNION CHEMICALS LANKA PLC,UCAR.N0000,25.65%
2017-2,UNITED MOTORS LANKA PLC,UML.N0000,26.82%
2017-2,VALLIBEL FINANCE PLC,VFIN.N0000,21.63%
2017-2,VALLIBEL ONE PLC,VONE.N0000,19.25%
2017-2,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,40.41%
2017-2,VIDULLANKA PLC,VLL.N0000,18.08%
2017-2,WASKADUWA BEACH RESORT PLC,CITW.N0000,12.96%
2017-2,WATAWALA  PLANTATIONS  PLC,WATA.N0000,13.42%
2017-2,YORK ARCADE HOLDINGS PLC,YORK.N0000,45.51%
