Market Capitalisation as at 31st December 2002,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
PDL,PDL,2002-12-31 00:00:00,66000000,19,1254000000
CTCE,EAGLE INSURANCE,2002-12-27 00:00:00,20000000,62.5,1250000000
CFIN,CENTRAL FINANCE,2002-12-30 00:00:00,12180000,96,1169280000
OSEA,OVERSEAS REALTY,2002-12-18 00:00:00,232841895,5,1164209475
GRAN,GRAIN ELEVATORS,2002-12-31 00:00:00,60000000,18.75,1125000000
ACAP,ASIA CAPITAL,2002-12-31 00:00:00,110000000,10,1100000000
CTEA,TEA SERVICES,2002-11-27 00:00:00,10000000,106,1060000000
LWL,LANKA WALLTILE,2002-12-31 00:00:00,26000000,39,1014000000
UML,UNITED MOTORS,2002-12-31 00:00:00,29429350,34,1000597900
TAJ,TAJ LANKA,2002-12-31 00:00:00,139637494,7,977462458
RCL,ROYAL CERAMICS,2002-12-31 00:00:00,55394692,17.5,969407110
NBL,NDB BANK,2002-12-31 00:00:00,61812507,14.75,911734478.25
CDIC,CDIC,2002-12-31 00:00:00,24500007,36,882000252
TILE,LANKA TILES,2002-12-31 00:00:00,20094855,43,864078765
NTB,NATIONS TRUST,2002-12-31 00:00:00,50000000,16.75,837500000
CIC,CIC,2002-12-20 00:00:00,7200000,115,828000000
COXY,CEYLON OXYGEN,2002-12-24 00:00:00,9000000,92,828000000
CERA,LANKA CERAMIC,2002-12-31 00:00:00,30000000,27,810000000
RPBH,ROYAL PALMS,2002-12-31 00:00:00,50000000,16,800000000
MPRH,MET. RES. HOL.,2000-03-10 00:00:00,39664802,20,793296040
GHLL,GALADARI,2002-12-31 00:00:00,182434060,4.25,775344755
UAL,UNION ASSURANCE,2002-12-30 00:00:00,25000000,31,775000000
HDEV,HOTEL DEVELOPERS,2002-12-05 00:00:00,45226100,17,768843700
ASIR,ASIRI,2002-12-31 00:00:00,37941890,19.25,730381382.5
CTHR,CEY THEATRES ,2002-12-17 00:00:00,2249268,310.5,698397714
LHL,LIGHTHOUSE HOTEL,2002-12-31 00:00:00,46000000,14.5,667000000
MILL,MILLERS ,2002-12-27 00:00:00,3894750,160,623160000
NEH,NUWARA ELIYA,2002-10-17 00:00:00,2003870,300,601161000
MASK,MASKELIYA,2002-12-31 00:00:00,26976744,22.25,600232554
CINS,CEYLINCO INSURANCE,2002-12-31 00:00:00,16632000,33.25,553014000
GUAR,CEYLON GUARDIAN,2002-12-09 00:00:00,3804532,145,551657140
BOPL,BOGAWANTALAWA,2002-12-23 00:00:00,33500000,16,536000000
GLAS,CEYLON GLASS CO.,2002-12-31 00:00:00,27710844,19.25,533433747
EDEN,EDEN HOTEL LANKA,2002-12-31 00:00:00,48000000,11,528000000
JKL,JOHN KEELLS,2002-12-30 00:00:00,7600000,69,524400000
CARG,CARGILLS,2002-12-23 00:00:00,5600000,88.5,495600000
BALA,BALANGODA,2002-12-27 00:00:00,23636363,20.5,484545441.5
MLL,MLL,2002-12-27 00:00:00,20393002,23.5,479235547
SUGA,PELWATTE,2002-12-17 00:00:00,67976891,7,475838237
ACL,ACL,2002-12-30 00:00:00,12250980,38.75,474725475
MRH,MAHAWELI REACH,2002-12-31 00:00:00,47066447,10,470664470
LVEN,LANKA VENTURES,2002-12-31 00:00:00,50000000,9.25,462500000
TSML,TEA SMALLHOLDER,2002-12-31 00:00:00,15000000,28.5,427500000
TYRE,KELANI TYRES,2002-12-31 00:00:00,40200000,10.5,422100000
HAPU,HAPUGASTENNE,2002-12-31 00:00:00,46315789,9,416842101
HLOG,HABARANA LODGE,2002-12-31 00:00:00,7200000,55,396000000
CHR,CEYLON HOLIDAY,2002-12-30 00:00:00,7897788,49,386991612
ASHA,ASHA CENTRAL,2002-12-31 00:00:00,22333957,17.25,385260758.25
KURU,KURUWITA TEXTILE,2002-12-30 00:00:00,10000000,38,380000000
SHOT,SERENDIB HOTELS,2002-12-03 00:00:00,7875000,47,370125000
BRWN,BROWNS ,2002-12-24 00:00:00,2625000,140,367500000
DPL,DANKOTUWA PORCEL,2002-12-31 00:00:00,27141444,13.5,366409494
CTLD,C T LAND,2002-12-31 00:00:00,48750000,7.5,365625000
BUKI,BUKIT DARAH,2002-12-09 00:00:00,400000,901,360400000
CINV,CEYLON INVESTMENTS,2002-12-30 00:00:00,3880576,92,357012992
AMW,AMW,2002-12-31 00:00:00,8242369,43.25,356482459.25
SWAD,SWADESHI,2002-04-08 00:00:00,130666,2700,352798200
KVAL,KELANI VALLEY,2002-12-31 00:00:00,34000000,10.25,348500000
SELI,SELINSING,2002-12-24 00:00:00,3855600,90,347004000
HEXP,HAYLEYS EXPORTS,2002-12-31 00:00:00,6000000,56,336000000
COML,COMM. LEASING,2002-12-31 00:00:00,8066670,41.5,334766805
LMF,LMF,2002-12-31 00:00:00,29998500,11,329983500
CLND,COLOMBO LAND ,2002-12-31 00:00:00,130200000,2.5,325500000
RENU,RENUKA CITY HOTEL,2002-12-30 00:00:00,5000000,63,315000000
TFC,THE FINANCE CO.,2002-12-31 00:00:00,17966232,17,305425944
TPL,TALAWAKELLE,2002-12-23 00:00:00,20000000,15,300000000
MBSL,MERCHANT BANK,2002-12-31 00:00:00,50000000,6,300000000
SERV,HOTEL SERVICES,2002-12-24 00:00:00,17600000,17,299200000
SHAW,LEE HEDGES,2002-12-31 00:00:00,5120546,58,296991668
DIMO,DIMO,2002-12-18 00:00:00,6000000,48,288000000
REXP,RICH PIERIS EXPORTS,2002-12-24 00:00:00,11065230,26,287695980
GOOD,GOOD HOPE,2002-12-27 00:00:00,3181161,90,286304490
CHOT,HOTELS CORPORATION,2002-12-18 00:00:00,3000000,95,285000000
AAIC,ASIAN ALLIANCE,2002-12-26 00:00:00,25000000,11.25,281250000
MAL,MALWATTE,2002-12-23 00:00:00,22459016,12.5,280737700
INDO,INDO MALAY,2002-11-21 00:00:00,2916000,96,279936000
BHR,RIVERINA HOTELS,2002-12-30 00:00:00,10129785,27.5,278569087.5
CSD,CEYLINCO SEYLAN,2002-12-31 00:00:00,72531795,3.75,271994231.25
TAFL,THREE ACRE FARMS,2002-12-30 00:00:00,23100000,11.75,271425000
MADU,MADULSIMA,2002-12-30 00:00:00,29000000,9.25,268250000
COMD,COMMERCIAL DEVELOPMENT,2002-12-31 00:00:00,12000000,22,264000000
KGAL,KEGALLE,2002-12-31 00:00:00,25000000,10,250000000
AGAL,AGALAWATTE,2002-12-27 00:00:00,25000000,9.75,243750000
CHMX,CHEMANEX,2002-12-17 00:00:00,3500000,68,238000000
WATA,WATAWALA,2002-12-30 00:00:00,23666667,10,236666670
KHC,KANDY HOTELS ,2002-12-13 00:00:00,16500000,14,231000000
KINN,KANDY WALK INN,2002-12-27 00:00:00,5250000,42,220500000
KCAB,KELANI CABLES,2002-12-27 00:00:00,5450000,40.25,219362500
SEMB,SEYLAN MERCHANT,2002-12-31 00:00:00,33377340,6.5,216952710
TANG,TANGERINE,2002-12-18 00:00:00,7500000,28.75,215625000
CONN,CONNAISSANCE,2002-12-27 00:00:00,19297502,11,212272522
PALM,CONFIFI HOTEL,2002-12-30 00:00:00,7200000,29,208800000
KOTA,KOTAGALA,2002-12-31 00:00:00,32000000,6.5,208000000
UPIN,UPALI INVESTMENT,2002-04-16 00:00:00,500000,400,200000000
HOPL,HORANA,2002-12-31 00:00:00,25000000,8,200000000
WMM,W.M.MENDIS,2002-12-30 00:00:00,19902052,10,199020520
ONAL,ON'ALLY,2002-12-23 00:00:00,14000616,14,196008624
PHAR,COL PHARMACY ,2002-12-20 00:00:00,954643,200,190928600
NAMU,NAMUNUKULA,2002-12-31 00:00:00,23750000,8,190000000
REG,REGNIS,2002-12-27 00:00:00,2716360,69.5,188787020
STAF,STAFFORD,2002-12-31 00:00:00,25297182,7.25,183404569.5
PMB,PEOPLE'S MERCH,2002-12-31 00:00:00,12500000,13.75,171875000
CARE,PRINTCARE (CEY),2002-12-20 00:00:00,12895000,13.25,170858750
MENG,METALIX ENGIN.,2000-11-27 00:00:00,3100000,55,170500000
IDL,INFRASTRUCTURE,2002-09-19 00:00:00,4857487,35,170012045
UDPL,UDAPUSSELLAWA,2002-12-27 00:00:00,19398850,8.5,164890225
ITH,INT. TOURISTS,2002-12-27 00:00:00,7750000,21.25,164687500
EAST,EAST WEST,2002-12-30 00:00:00,17280000,9.5,164160000
BLUE,BLUE DIAMONDS,2002-12-31 00:00:00,59033947,2.75,162343354.25
SINI,SINGER IND.,2002-12-26 00:00:00,3846300,40.5,155775150
CSF,CEYLINCO SEC.,2002-12-31 00:00:00,19986050,7.75,154891887.5
SMOT,SATHOSA MOTORS,2002-12-31 00:00:00,6033622,25.5,153857361
HARI,HARISCHANDRA,2002-12-30 00:00:00,959800,160,153568000
LALU,LANKA ALUMINIUM,2002-12-30 00:00:00,13702823,11,150731053
AEC,AEC ,2002-09-16 00:00:00,2896128,50,144806400
ECL,E - CHANNELLING,2002-12-26 00:00:00,10468407,13.5,141323494.5
BOGA,BOGALA GRAPHITE,2002-12-31 00:00:00,27961000,5,139805000
MPAC,METAL PACKAGING,2002-11-22 00:00:00,5040000,27,136080000
AHCL,ASSO. HOTELS,2002-12-26 00:00:00,5203800,26,135298800
CWM,C.W.MACKIE & CO.,2002-12-27 00:00:00,36030979,3.75,135116171.25
CFLB,FORT LAND ,2002-12-31 00:00:00,36000000,3.75,135000000
LFIN,LB FINANCE,2002-12-31 00:00:00,13500000,10,135000000
TESS,TESS AGRO,2002-12-31 00:00:00,9500000,14,133000000
CIND,CENTRAL INDUSTRIES,2002-12-30 00:00:00,3294738,40,131789520
COCO,COCO LANKA,2002-12-27 00:00:00,6300000,20.5,129150000
HUNT,HUNTERS ,2002-12-31 00:00:00,8575000,15,128625000
GLAX,GLAXO,2002-12-17 00:00:00,4050000,31.5,127575000
EMER,EASTERN MERCHANT,2002-10-31 00:00:00,1677800,75,125835000
MORI,MORISONS,2002-12-20 00:00:00,580829,210,121974090
BATA,BATA,2002-12-31 00:00:00,12187500,9.75,118828125
KAHA,KAHAWATTE,2002-12-31 00:00:00,24958677,4.75,118553715.75
EQIT,EQUITY,2002-11-28 00:00:00,6203343,19,117863517
MRL,METAL RECYCLERS,2000-08-16 00:00:00,11678055,10,116780550
BFL,BAIRAHA FARMS,2002-12-31 00:00:00,16000000,7,112000000
LCEY,LANKEM CEYLON,2002-12-31 00:00:00,12000000,9.25,111000000
YORK,YORK ARCADE,2002-12-10 00:00:00,12000000,8.75,105000000
BBH,BROWNS BEACH,2002-12-31 00:00:00,9600000,10.5,100800000
MSL,MERC. SHIPPING,2002-11-22 00:00:00,2492482,40,99699280
CFVF,CF VENTURE FUND,2002-12-31 00:00:00,15000000,6.25,93750000
SIGV,SIGIRIYA VILLAGE,2002-12-31 00:00:00,2319301,39.5,91612389.5
GREG,WALK & GREIG ,2002-12-20 00:00:00,17386080,5.25,91276920
HSIG,HOTEL SIGIRIYA,2002-12-31 00:00:00,3906000,23,89838000
ALLI,ALLIANCE,2002-12-27 00:00:00,1620000,55.25,89505000
UCAR,UNION CHEMICALS,2002-12-12 00:00:00,1500000,55,82500000
MARA,MARAWILA RESORTS,2002-12-31 00:00:00,17333194,4.75,82332671.5
VANI,VANIK INCORP LTD,2002-12-31 00:00:00,65481650,1.25,81852062.5
HUNA,HUNAS FALLS,2002-12-31 00:00:00,5625000,14.5,81562500
ACME,ACME,2002-12-30 00:00:00,8944320,8.25,73790640
APLA,ACL PLASTICS,2002-12-13 00:00:00,4212500,17,71612500
KFP,KEELLS FOOD,2002-12-31 00:00:00,5000000,13.75,68750000
PTEX,PUGODA TEXTILES,1997-04-30 00:00:00,15000000,4.5,67500000
COLO,COLONIAL MOTOR ,2002-12-27 00:00:00,8110505,8.25,66911666.25
CHOU,CEYLINCO HOUSING,2002-12-23 00:00:00,7433250,9,66899250
PEG,PEGASUS HOTELS,2002-12-31 00:00:00,7123017,9.25,65887907.25
CSEC,CENTRAL SEC.,2002-12-31 00:00:00,4919882,13.25,65188436.5
CABO,CARGO BOAT,2002-12-18 00:00:00,3400012,19,64600228
SIL,SAMSON INTERNATIONAL,2002-12-26 00:00:00,3298263,19.25,63491562.75
RHTL,RUHUNU HOTELS,2001-01-30 00:00:00,8294900,7.25,60138025
KDL,KELSEY,2002-12-30 00:00:00,5164229,11.25,58097576.25
KAPI,KAPILA HEAVY,2002-12-16 00:00:00,5717857,10,57178570
REEF,REEFCOMBER,2002-12-31 00:00:00,8848491,6.25,55303068.75
SAMS,SAMUELS,2002-12-27 00:00:00,4601885,12,55222620
FERN,FERNTEA LTD,2002-12-16 00:00:00,6000000,9,54000000
ASCO,ASCOT,2002-12-31 00:00:00,7985505,6.75,53902158.75
EBCR,E B CREASY,2002-12-31 00:00:00,2535458,21,53244618
ETWO,EQUITY TWO LTD,2002-12-31 00:00:00,6200000,8.5,52700000
APDL,ASSOCIATED PROP.,2002-10-10 00:00:00,3158314,16.5,52112181
ASHO,LANKA ASHOK,2002-12-26 00:00:00,3620843,13.5,48881380.5
SUN,SUNSHINE HOLDING,2002-12-13 00:00:00,3000000,16,48000000
GEST,GESTETNER,2002-12-30 00:00:00,1265625,36,45562500
LPRT,LAKE HOUSE PRIN.,2002-06-05 00:00:00,2937245,15,44058675
SOY,SOY FOODS,2002-12-23 00:00:00,2750000,15.5,42625000
SINN,CEY.STRAT. HOLD,2002-12-18 00:00:00,4603572,9.25,42583041
CFT,CFT,2002-12-23 00:00:00,1401960,30,42058800
SLND,SEREND LND ,2002-11-14 00:00:00,360000,115,41400000
HUEJ,HUEJAY,2001-09-07 00:00:00,1800000,22,39600000
ABAN,ABANS,2002-11-26 00:00:00,1064700,35,37264500
CIT,CIT,2002-12-30 00:00:00,3100000,12,37200000
CFI,CFI,2002-12-31 00:00:00,3050000,10.25,31262500
ALUF,ALUFAB,2002-11-07 00:00:00,4019400,7,28135800
LINV,LAKE HOUSE INV.,2002-12-10 00:00:00,1774209,15,26613135
AUTO,AUTODROME ,2002-06-13 00:00:00,120000,215,25800000
ASPH,INDUSTRIAL ASPH.,2002-12-04 00:00:00,666562,38,25329356
VTEX,VEYTEX,1999-01-25 00:00:00,25000000,1,25000000
ARPI,ARPICO,2002-12-23 00:00:00,1575000,15.75,24806250
WAPO,WATAPOTA,2002-09-06 00:00:00,671008,35,23485280
BINN,BERUWELA WALKINN,2002-12-27 00:00:00,900000,26,23400000
TWOD,TOUCHWOOD,2002-12-31 00:00:00,2227200,9,20044800
UPEN,UPALI ENTERPRISE,2002-10-29 00:00:00,300000,50,15000000
RGEM,RADIANT GEMS,2002-12-31 00:00:00,2400000,6.25,15000000
STAT,STATCON,2002-11-12 00:00:00,815207,18,14673726
LITE,ELEPHANT LITE,2002-12-30 00:00:00,3240324,4.5,14581458
MIRA,MIRAMAR,2002-07-12 00:00:00,2200000,6,13200000
KZOO,KALAMAZOO,2002-11-08 00:00:00,50000,200,10000000
LDEV,LANKEM DEVELOPMENTS,2002-12-23 00:00:00,850562,7.25,6166574.5
MULL,MULLERS,2002-12-12 00:00:00,6000000,1,6000000
PARA,PARAGON,2002-11-08 00:00:00,100028,55,5501540
PARQ,PARQUET,2002-12-20 00:00:00,1656000,3.25,5382000
OFEQ,OFFICE EQUIPMENT,2002-11-08 00:00:00,83356,50,4167800
CPRT,CEYLON PRINTERS,2002-11-08 00:00:00,35010,90,3150900
SING,SINGALANKA,2002-09-23 00:00:00,1385207,2,2770414
LAMB,LAMBRETTA,2002-12-17 00:00:00,300000,2.5,750000
