Dividend Record 1999,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
SINI,SINGER IND.,Nt0000,1999-03-10 00:00:00,1999-03-22 00:00:00,15,SECOND INTERIM,21,21
SINS,SINGER SRI LANKA,Nt0000,1999-03-10 00:00:00,1999-03-22 00:00:00,17.5,THIRD INTERIM,46,46
MILL,MILLERS 8/-,Nt0000,1999-03-12 00:00:00,1999-03-24 00:00:00,15,INTERIM DIVIDEND (TAX FREE),85,85
CTC,CEYLON TOBACCO,Nt0000,1999-03-10 00:00:00,1999-03-25 00:00:00,28,FINAL  DIVIDEND,40.25,39.5
COMB,COMMERCIAL BANK,Nt0000,1999-03-16 00:00:00,1999-03-26 00:00:00,28,FINAL,96,92.25
COMB,COMMERCIAL BANK,Xt0000,1999-03-16 00:00:00,1999-03-26 00:00:00,28,FINAL,77.5,76
HAYC,HAYCARB,Nt0000,1999-03-16 00:00:00,1999-03-26 00:00:00,15,INTERIM (0.7% TAX FREE),34.5,33
SPEN,AITKEN SPENCE,Nt0000,1999-03-18 00:00:00,1999-03-30 00:00:00,15,INTERIM DIVIDEND (TAX FREE),94,90.25
AHCL,ASSO. HOTELS,Nt0000,1999-03-19 00:00:00,1999-03-30 00:00:00,5,INTERIM DIVIDEND,30,28.5
DIPD,DIPPED PRODUCTS,Nt0000,1999-03-18 00:00:00,1999-03-30 00:00:00,20,INTERIM DIVIDEND (10.7% TAX FREE),53.5,52.5
CTCE,EAGLE INSURANCE,Nt0000,1999-03-10 00:00:00,1999-03-30 00:00:00,25,FIRST &  FINAL DIVIDEND,39.75,38
CINS,CEYLINCO INS.,Nt0000,1999-03-11 00:00:00,1999-04-05 00:00:00,20,FIRST & FINAL DIVIDEND,22,19
KCAB,KELANI CABLES,Nt0000,1999-03-22 00:00:00,1999-04-05 00:00:00,15,INTERIM DIVIDEND,38,38
NDB,NAT. DEV. BANK,Nt0000,1999-03-23 00:00:00,1999-04-06 00:00:00,65,FIRST & FINAL,113.25,105.5
GUAR,CEYLON GUARDIAN,Nt0000,1999-03-25 00:00:00,1999-04-08 00:00:00,27,FIRST INTERIM DIVIDEND (T/F),90,87.5
CINV,CEYLON INV.,Nt0000,1999-03-25 00:00:00,1999-04-08 00:00:00,35,FIRST INTERIM DIVIDEND (T/F),70.25,70.25
HNB,HNB,Nt0000,1999-03-09 00:00:00,1999-04-08 00:00:00,25,FINAL DIVIDEND,130.25,131
UAL,UNION ASSURANCE,Nt0000,1999-03-25 00:00:00,1999-04-08 00:00:00,25,FIRST & FINAL DIV. (9.75 T/F),42,41
CTHR,CEY THEATRES 8/-,Nt0000,1999-03-26 00:00:00,1999-04-09 00:00:00,45,FIRST & FINAL DIVIDEND,200,200
UML,UNITED MOTORS,Nt0000,1999-04-05 00:00:00,1999-04-19 00:00:00,15,INTERIM DIVIDEND,32.5,31.5
DPL,DANKOTUWA PORCEL,Nt0000,1999-04-06 00:00:00,1999-04-20 00:00:00,12.5,FINAL DIVIDEND,17,16.5
PALM,PALM GARDEN,Nt0000,1999-03-30 00:00:00,1999-04-22 00:00:00,20,INTERIM DIVIDEND (TAX FREE),28.75,27.25
ACL,ACL,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,10,INTERIM (TAX FREE),65,65
APLA,ACL PLASTICS,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,30,INTERIM (TAX FREE),42,40
BUKI,BUKIT DARAH,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,25,INTERIM DIVIDEND,300.25,300
GOOD,GOOD HOPE,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,20,INTERIM DIVIDEND,190,
INDO,INDO MALAY,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,10,INTERIM DIVIDEND,315,315
SELI,SELINSING,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,20,INTERIM DIVIDEND,157,165
SEYB,SEYLAN BANK,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,10,FIRST & FINAL DIVIDEND,16.25,16
SHAL,SHALIMAR,Nt0000,1999-04-09 00:00:00,1999-04-23 00:00:00,15,INTERIM DIVIDEND,700,
EQIT,EQUITY,Nt0000,1999-04-12 00:00:00,1999-04-26 00:00:00,8,INTERIM DIVIDEND,13.5,13.5
LLUB,CALTEX,Nt0000,1999-04-16 00:00:00,1999-04-28 00:00:00,11.5,INTERIM DIVIDEND,63,62
DOCK,DOCKYARD,Nt0000,1999-04-05 00:00:00,1999-04-28 00:00:00,15,FINAL DIVIDEND,18.5,17.25
BATA,BATA,Nt0000,1999-04-19 00:00:00,1999-04-29 00:00:00,15,FINAL DIVIDEND,26,25.25
GRAN,GRAIN ELEVATORS,Nt0000,1999-04-19 00:00:00,1999-04-29 00:00:00,10,2ND & FINAL DIVIDEND,29,27.5
HAYL,HAYLEYS,Nt0000,1999-04-21 00:00:00,1999-05-04 00:00:00,15,INTERIM (TAX FREE),117,117.25
HARI,HARISCHANDRA,Nt0000,1999-04-23 00:00:00,1999-05-07 00:00:00,20,INTERIM,125,125
COXY,CEYLON OXYGEN,Nt0000,1999-04-19 00:00:00,1999-05-11 00:00:00,20,FIRST & FINAL DIVIDEND,34.5,36
GLAX,GLAXO,Nt0000,1999-04-21 00:00:00,1999-05-11 00:00:00,17.5,FIRST & FINAL DIVIDEND,35,35.25
LION,LION  BREWERY,Nt0000,1999-04-27 00:00:00,1999-05-11 00:00:00,7.5,INTERIM (TAX FREE),27,26.5
UCAR,UNION CARBIDE,Nt0000,1999-05-03 00:00:00,1999-05-13 00:00:00,25,FIRST & FINAL DIVIDEND,27.5,21
BREW,CEYLON BREWERY,Nt0000,1999-05-04 00:00:00,1999-05-14 00:00:00,10,INTERIM,39,39
CHOT,HOTELS CORP. 2/-,Nt0000,1999-05-04 00:00:00,1999-05-14 00:00:00,50,INTERIM,85,85
REG,REGNIS,Nt0000,1999-05-04 00:00:00,1999-05-14 00:00:00,10,FINAL DIVIDEND,25,25
SINI,SINGER IND.,Nt0000,1999-05-04 00:00:00,1999-05-14 00:00:00,10,FINAL DIVIDEND,22,22
SINS,SINGER SRI LANKA,Nt0000,1999-05-04 00:00:00,1999-05-14 00:00:00,10,FINAL DIVIDEND,50,49
RECK,RECKITTS,Nt0000,1999-04-23 00:00:00,1999-05-18 00:00:00,30,FINAL DIVIDEND,78,39
BFL,BAIRAHA FARMS,Nt0000,1999-05-18 00:00:00,1999-05-28 00:00:00,7.5,INTERIM,11.5,11
JFIN,JAMES FINLAY,Nt0000,1999-05-18 00:00:00,1999-05-28 00:00:00,10,FIRST & FINAL,40,40
CTC,CEYLON TOBACCO,Nt0000,1999-05-26 00:00:00,1999-06-10 00:00:00,33,FIRST INTERIM,51,47
LHL,LIGHTHOUSE HOTEL,Nt0000,1999-06-01 00:00:00,1999-06-11 00:00:00,3,FIRST & FINAL (TAX FREE),8.5,8.5
NEST,NESTLE,Nt0000,1999-05-25 00:00:00,1999-06-11 00:00:00,55,FINAL,64,62.5
HTEC,HAYTECH MARKET.,Nt0000,1999-06-02 00:00:00,1999-06-12 00:00:00,10,FINAL (2.58% TAX FREE),10.25,10
HEXP,HAYLEYS EXPORTS,Nt0000,1999-06-07 00:00:00,1999-06-17 00:00:00,20,FINAL,37,35
UML,UNITED MOTORS,Nt0000,1999-06-02 00:00:00,1999-06-17 00:00:00,25,FINAL,33.75,32
HUNA,HUNAS FALLS,Nt0000,1999-06-08 00:00:00,1999-06-18 00:00:00,2,FIRST & FINAL,6.25,6.25
HPP,HAYL. PHOTOPRINT,Nt0000,1999-06-09 00:00:00,1999-06-19 00:00:00,12.5,FINAL (0.6% TAX FREE),20,16.5
DIMO,DIMO,Nt0000,1999-06-09 00:00:00,1999-06-21 00:00:00,15,FINAL,42.5,41.5
EQIT,EQUITY,Nt0000,1999-06-04 00:00:00,1999-06-22 00:00:00,8,FINAL,12.5,12.25
TSML,TEA SMALLHOLDER,Nt0000,1999-06-11 00:00:00,1999-06-23 00:00:00,10,FINAL,26,25
ASIR,ASIRI,Nt0000,1999-06-14 00:00:00,1999-06-24 00:00:00,15,INTERIM,33.5,33.5
KFP,KEELLS FOOD,Nt0000,1999-06-14 00:00:00,1999-06-24 00:00:00,7.5,FINAL,21.5,19.5
MASK,MASKELIYA,Nt0000,1999-06-07 00:00:00,1999-06-24 00:00:00,20,FIRST & FINAL,22.25,19.5
HAYC,HAYCARB,Nt0000,1999-06-15 00:00:00,1999-06-25 00:00:00,15,FINAL (5.4% TAX FREE),33,31
JKH,JKH,Nt0000,1999-06-09 00:00:00,1999-06-25 00:00:00,30,FINAL,192,190
KGAL,KEGALLE,Nt0000,1999-06-08 00:00:00,1999-06-25 00:00:00,5,FIRST & FINAL,8.5,8.25
COML,COMM. LEASING,Nt0000,1999-06-09 00:00:00,1999-06-29 00:00:00,20,FINAL,17,16
AHUN,A.SPEN.HOT.HOLD.,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,10,FINAL (ON SHARE CAP. PRIOR TO BONUS ISS),50,50
SPEN,AITKEN SPENCE,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,15,FINAL (3.45% TAX FREE),97,97
CHMX,CHEMANEX,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,12.5,FINAL,30.75,32.5
CIC,CIC,Xt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,25,FINAL (1.10% TAX FREE),34,28.5
CIC,CIC,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,25,FINAL (1.10% TAX FREE),42,31
CCS,COLD STORES 8/-,Nt0000,1999-06-11 00:00:00,1999-06-30 00:00:00,30,FINAL,79,75
JKL,JOHN KEELLS,Nt0000,1999-06-14 00:00:00,1999-06-30 00:00:00,30,FINAL,39.75,40
LOLC,LOLC,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,15,FINAL,40,40
REXP,RICH PIERIS EXP,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,25,FIRST & FINAL (23.529% TAX FREE),32,30.5
RICH,RICHARD PIERIS,Nt0000,1999-06-16 00:00:00,1999-06-30 00:00:00,27,FIRST & FINAL (TAX FREE),63,61
HINN,HABARANA WALKINN,Nt0000,1999-06-17 00:00:00,1999-07-01 00:00:00,50,FINAL,50,50
HAYL,HAYLEYS,Nt0000,1999-06-17 00:00:00,1999-07-01 00:00:00,15,FINAL,111,110
ITH,INT. TOURISTS,Nt0000,1999-06-15 00:00:00,1999-07-02 00:00:00,15,FINAL,13.5,13.25
KINN,KANDY WALK INN,Nt0000,1999-06-18 00:00:00,1999-07-02 00:00:00,15,FINAL,23,23
HLOG,HABARANA LODGE,Nt0000,1999-06-17 00:00:00,1999-07-05 00:00:00,20,FINAL,25,25
SAMP,SAMPATH,Nt0000,1999-06-21 00:00:00,1999-07-05 00:00:00,15,FIRST & FINAL,41,40
WALK,WALKERS TOURS,Nt0000,1999-06-21 00:00:00,1999-07-05 00:00:00,50,FINAL,59.5,49
DFCC,DFCC,Nt0000,1999-06-23 00:00:00,1999-07-07 00:00:00,40,FIRST & FINAL,98,93.25
SHAW,SHAW WALLACE,Nt0000,1999-07-08 00:00:00,1999-07-23 00:00:00,15,FIRST & FINAL (TAX FREE),26,26
LLUB,CALTEX,Nt0000,1999-07-19 00:00:00,1999-07-30 00:00:00,11.5,INTERIM,58,58
CFIN,CENTRAL FINANCE,Nt0000,1999-07-21 00:00:00,1999-08-03 00:00:00,10,SECOND INTERIM (5.9% TAX FREE),170,170
MADU,MADULSIMA,Nt0000,1999-07-13 00:00:00,1999-08-03 00:00:00,5,FIRST & FINAL,10.25,9.75
BALA,BALANGODA,Nt0000,1999-07-14 00:00:00,1999-08-04 00:00:00,10,FIRST & FINAL,17,16.5
BREW,CEYLON BREWERY,Nt0000,1999-07-14 00:00:00,1999-08-05 00:00:00,5,FINAL,31,31.5
ONAL,ON'ALLY,Nt0000,1999-07-26 00:00:00,1999-08-06 00:00:00,8,BOOKS WILL BE KEPT OPEN,10,9
GUAR,CEYLON GUARDIAN,Nt0000,1999-08-06 00:00:00,1999-08-18 00:00:00,15,SECOND INTERIM,110,120
CINV,CEYLON INV.,Nt0000,1999-08-06 00:00:00,1999-08-18 00:00:00,15,SECOND INTERIM,90.25,91
MLL,MLL,Nt0000,1999-08-09 00:00:00,1999-08-19 00:00:00,20,FIRST & FINAL,17.5,16
APDL,ASSOCIATED PROP.,Nt0000,1999-08-10 00:00:00,1999-08-20 00:00:00,3.5,FIRST & FINAL,8,8
CTLD,C T LAND,Nt0000,1999-08-05 00:00:00,1999-08-24 00:00:00,10,FIRST & FINAL DIV. (TAX FREE),8,6.5
SIL,SAMSON INTERNAT.,Nt0000,1999-08-20 00:00:00,1999-09-03 00:00:00,10,FIRST & FINAL DIVIDEND,18,15
TKYO,TOKYO CEMENT,Nt0000,1999-08-24 00:00:00,1999-09-06 00:00:00,32,FINAL,58.75,56
CTC,CEYLON TOBACCO,Nt0000,1999-08-30 00:00:00,1999-09-13 00:00:00,16,SECOND INTERIM DIVIDEND,43.75,42.5
PMB,PEOPLE'S MERCH,Nt0000,1999-08-19 00:00:00,1999-09-13 00:00:00,8,FINAL,7.25,6.25
COMD,COMMERCIAL DEV.,Nt0000,1999-09-03 00:00:00,1999-09-15 00:00:00,14,FINAL DIVIDEND,15,15
KDL,P. D.  KEELLS,Nt0000,1999-09-03 00:00:00,1999-09-15 00:00:00,15,FINAL,10.75,8
REG,REGNIS,Nt0000,1999-09-07 00:00:00,1999-09-17 00:00:00,15,INTERIM DIVIDEND,26.25,26
SINI,SINGER IND.,Nt0000,1999-09-07 00:00:00,1999-09-17 00:00:00,15,INTERIM DIVIDEND,25,26
SINS,SINGER SRI LANKA,Nt0000,1999-09-07 00:00:00,1999-09-17 00:00:00,22.5,INTERIM DIVIDEND,50,47.25
LALU,LANKA ALUMINIUM,Nt0000,1999-09-02 00:00:00,1999-09-20 00:00:00,12.5,FIRST & FINAL DIVIDEND,10.25,9
ACME,ACME,Nt0000,1999-09-09 00:00:00,1999-09-21 00:00:00,7.5,FIRST & FINAL,9,8.5
PDL,PDL,Nt0000,1999-09-10 00:00:00,1999-09-22 00:00:00,20,FIRST & FINAL DIVIDEND,17.5,17
CTEA,TEA SERVICES,Nt0000,1999-09-10 00:00:00,1999-09-22 00:00:00,20,FINAL,105.25,105
RCL,ROYAL CERAMICS,Nt0000,1999-09-06 00:00:00,1999-09-24 00:00:00,20,FINAL,16.75,14
HSIG,HOTEL SIGIRIYA,Nt0000,1999-09-27 00:00:00,1999-10-07 00:00:00,10,FINAL DIVIDEND,14,12
SLND,SEREND LND 100/-,Nt0000,1999-09-27 00:00:00,1999-10-07 00:00:00,8.5,FIRST & FINAL DIVIDEND,65,60
CIND,CENTRAL IND.,Nt0000,1999-09-21 00:00:00,1999-10-08 00:00:00,10,FINAL,21,20
PALM,PALM GARDEN,Nt0000,1999-09-20 00:00:00,1999-10-13 00:00:00,10,FINAL,32,30.5
TILE,LANKA TILES,Nt0000,1999-10-06 00:00:00,1999-10-18 00:00:00,8,FIRST & FINAL DIVIDEND,10.5,9.75
TRAN,TRANS ASIA,Nt0000,1999-10-01 00:00:00,1999-10-19 00:00:00,40,INTERIM DIVIDEND,33.75,32
ABAN,ABANS,Nt0000,1999-10-08 00:00:00,1999-10-20 00:00:00,20,FIRST & FINAL DIVIDEND,25.5,25.5
ALLI,ALLIANCE,Nt0000,1999-10-06 00:00:00,1999-10-22 00:00:00,25,FIRST & FINAL DIVIDEND,32.5,30.5
CFIN,CENTRAL FINANCE,Nt0000,1999-10-12 00:00:00,1999-10-22 00:00:00,15,THIRD & FINAL,160,160
GUAR,CEYLON GUARDIAN,Nt0000,1999-10-06 00:00:00,1999-10-22 00:00:00,15,FINAL DIVIDEND (3.68% T/F),110,80
CINV,CEYLON INV.,Nt0000,1999-10-06 00:00:00,1999-10-22 00:00:00,15,FINAL DIVIDEND (7.5% T/F),80.25,79
COLO,COLONIAL MTR 5/-,Nt0000,1999-10-12 00:00:00,1999-10-22 00:00:00,7,FIRST & FINAL,8.25,8
RENU,RENUKA CITY HOT.,Nt0000,1999-10-12 00:00:00,1999-10-22 00:00:00,20,FIRST & FINAL DIVIDEND (T/F),30,30
ARPI,ARPICO,Nt0000,1999-10-07 00:00:00,1999-10-25 00:00:00,12.5,FIRST & FINAL DIVIDEND,13.5,13.5
BFL,BAIRAHA FARMS,Nt0000,1999-10-13 00:00:00,1999-10-25 00:00:00,5,FINAL DIVIDEND,9.75,9.5
BRWN,BROWNS 8/-,Nt0000,1999-10-15 00:00:00,1999-10-27 00:00:00,10,FIRST & FINAL DIVIDEND,90,90
CHOU,CEYLINCO HOUSING,Nt0000,1999-10-15 00:00:00,1999-10-27 00:00:00,14,FIRST & FINAL (TAX FREE),11,9
SHOT,SERENDIB HOTELS,Xt0000,1999-10-15 00:00:00,1999-10-27 00:00:00,7.5,FINAL DIVIDEND (VOTING & NON-VOTING),10,10
SHOT,SERENDIB HOTELS,Nt0000,1999-10-15 00:00:00,1999-10-27 00:00:00,7.5,FINAL DIVIDEND (VOTING & NON-VOTING),31,30
SIGV,SIGIRIYA VILLAGE,Nt0000,1999-10-15 00:00:00,1999-10-27 00:00:00,20,FIRST & FINAL DIVIDEND,60,58
TFC,THE FINANCE CO.,Nt0000,1999-10-18 00:00:00,1999-10-28 00:00:00,20,FIRST & FINAL DIVIDEND,17,14.5
LLUB,CALTEX,Nt0000,1999-10-19 00:00:00,1999-10-29 00:00:00,11.5,INTERIM,66.75,66.5
BUKI,BUKIT DARAH,Nt0000,1999-10-21 00:00:00,1999-11-02 00:00:00,60,FINAL DIVIDEND,400,
GOOD,GOOD HOPE,Nt0000,1999-10-21 00:00:00,1999-11-02 00:00:00,20,FINAL DIVIDEND,190,
INDO,INDO MALAY,Nt0000,1999-10-21 00:00:00,1999-11-02 00:00:00,15,FINAL DIVIDEND,315,
SELI,SELINSING,Nt0000,1999-10-21 00:00:00,1999-11-02 00:00:00,15,FINAL DIVIDEND,165,160
SHAL,SHALIMAR,Nt0000,1999-10-21 00:00:00,1999-11-02 00:00:00,15,FINAL DIVIDEND,700,
PHAR,COL PHARMACY 5/-,Nt0000,1999-10-25 00:00:00,1999-11-04 00:00:00,30,FIRST & FINAL,200,
HARI,HARISCHANDRA,Nt0000,1999-10-19 00:00:00,1999-11-04 00:00:00,25,FINAL DIVIDEND,127,127
LMF,LMF,Nt0000,1999-10-08 00:00:00,1999-11-04 00:00:00,5,FIRST & FINAL DIVIDEND,7.25,7
LWL,LANKA WALLTILE,Nt0000,1999-10-28 00:00:00,1999-11-09 00:00:00,5,FIRST & FINAL,7.25,6
APLA,ACL PLASTICS,Nt0000,1999-10-29 00:00:00,1999-11-10 00:00:00,30,FINAL (TAX FREE) DIVIDEND,38,36
DIST,DISTILLERIES 1/-,Nt0000,1999-10-15 00:00:00,1999-11-11 00:00:00,40,FIRST & FINAL,4.25,3.75
CARS,CARSONS,Nt0000,1999-10-25 00:00:00,1999-11-12 00:00:00,75,FIRST & FINAL DIV. (83.24% T/F),1300,1300
CFT,CFT,Nt0000,1999-11-03 00:00:00,1999-11-15 00:00:00,7.5,FIRST & FINAL DIVIDEND,40,29
NEH,NUWARA ELIYA,Nt0000,1999-11-04 00:00:00,1999-11-16 00:00:00,20,INTERIM DIVIDEND (T/F),310,350
ACL,ACL,Nt0000,1999-11-05 00:00:00,1999-11-17 00:00:00,10,FINAL (TAX FREE) DIVIDEND,55,60
ASPH,INDUSTRIAL ASPH.,Nt0000,1999-11-05 00:00:00,1999-11-17 00:00:00,20,SECOND & FINAL,40.5,40.5
OVL,OCEAN VIEW LTD,Nt0000,1999-11-05 00:00:00,1999-11-17 00:00:00,10,FIRST & FINAL,10,9
CDIC,CDIC,Nt0000,1999-11-08 00:00:00,1999-11-18 00:00:00,10,FIRST & FINAL DIVIDEND,28,28
MSL,MERC. SHIPPING,Nt0000,1999-11-08 00:00:00,1999-11-18 00:00:00,15,FIRST & FINAL DIVIDEND,35,37
KZOO,KALAMAZOO,Nt0000,1999-11-09 00:00:00,1999-11-19 00:00:00,40,FIRST & FINAL DIVIDEND,110,
MORI,MORISONS,Nt0000,1999-10-26 00:00:00,1999-11-19 00:00:00,50,FIRST & FINAL DIVIDEND (02% TAX FREE),128,128
COMB,COMMERCIAL BANK,Nt0000,1999-11-12 00:00:00,1999-11-25 00:00:00,12,INTERIM,106,107
COMB,COMMERCIAL BANK,Xt0000,1999-11-12 00:00:00,1999-11-25 00:00:00,12,INTERIM,75,75
SMOT,SATHOSA MOTORS,Nt0000,1999-11-16 00:00:00,1999-11-29 00:00:00,30,FIRST & FINAL DIVIDEND,66,33
AMW,AMW,Nt0000,1999-11-17 00:00:00,1999-11-30 00:00:00,20,FINAL (TAX FREE),60.5,50
COCO,COCO LANKA,Nt0000,1999-11-08 00:00:00,1999-12-02 00:00:00,25,FIRST & FINAL (TAX FREE),22,21
UCAR,UNION CARBIDE,Nt0000,1999-11-23 00:00:00,1999-12-03 00:00:00,35,INTERIM,19.25,20
CTC,CEYLON TOBACCO,Nt0000,1999-11-23 00:00:00,1999-12-06 00:00:00,21.25,THIRD INTERIM DIVIDEND,42,41
AEC,AEC 8/-,Nt0000,1999-11-26 00:00:00,1999-12-08 00:00:00,7.5,FINAL DIVIDEND,32.5,32.5
ASIR,ASIRI,Nt0000,1999-11-26 00:00:00,1999-12-08 00:00:00,15,FINAL DIVIDEND,35,35
CARG,CARGILLS,Nt0000,1999-11-30 00:00:00,1999-12-10 00:00:00,20,FIRST & FINAL DIVIDEND (5.6% T/F),40,40
GEST,GESTETNER,Nt0000,1999-11-30 00:00:00,1999-12-10 00:00:00,20,FINAL,95,
MPAC,METAL PACKAGING,Nt0000,1999-12-01 00:00:00,1999-12-13 00:00:00,10,FINAL DIVIDEND,13,11
ONAL,ON'ALLY,Nt0000,1999-12-02 00:00:00,1999-12-14 00:00:00,3,INTERIM,8.75,9.75
NEST,NESTLE,Nt0000,1999-12-03 00:00:00,1999-12-15 00:00:00,20,INTERIM DIVIDEND,60,60
TANG,TANGERINE,Nt0000,1999-12-03 00:00:00,1999-12-15 00:00:00,5,FIRST &  FINAL DIVIDEND,23,23
COML,COMM. LEASING,Nt0000,1999-12-07 00:00:00,1999-12-17 00:00:00,15,FIRST INTERIM,21,24
HUNT,HUNTERS 1/-,Nt0000,1999-12-08 00:00:00,1999-12-20 00:00:00,10,FIRST & FINAL,5.5,5
TRAN,TRANS ASIA,Nt0000,1999-12-01 00:00:00,1999-12-20 00:00:00,35,INTERIM,32,26.75
CTCE,EAGLE INSURANCE,Nt0000,1999-12-14 00:00:00,1999-12-27 00:00:00,50,INTERIM DIV. DEBENTURE - (14.5% P.A.),40,40
HNB,HNB,Nt0000,1999-12-15 00:00:00,1999-12-28 00:00:00,20,INTERIM DIV. (VOTING & NON-VOTING),96,94
LPRT,LAKE HOUSE PRIN.,Nt0000,1999-12-28 00:00:00,1999-12-29 00:00:00,5,FINAL DIVIDEND,15.25,
MILL,MILLERS 8/-,Nt0000,1999-12-16 00:00:00,1999-12-30 00:00:00,15,FINAL DIVIDEND (7.5% T/F),100,95
