Market Capitalisation as at 31st December 2000,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
RHTL,RUHUNU HOTELS,2000-11-13 00:00:00,8294900,7.25,60138025
KFP,KEELLS FOOD,2000-12-28 00:00:00,5000000,12,60000000
CIND,CENTRAL IND.,2000-12-18 00:00:00,3294738,17,56010546
MPAC,METAL PACKAGING,2000-08-31 00:00:00,5040000,11,55440000
APLA,ACL PLASTICS,2000-12-12 00:00:00,4212500,13,54762500
HPP,HAYL. PHOTOPRINT,2000-12-21 00:00:00,4000000,13,52000000
ACME,ACME,2000-12-22 00:00:00,8944320,5.5,49193760
SAMS,SAMUELS,2000-12-19 00:00:00,4601885,10.5,48319792.5
BBH,BROWNS BEACH,2000-12-12 00:00:00,9600000,5,48000000
GREG,WALK & GREIG ,2000-12-29 00:00:00,17386080,2.75,47811720
MARA,MARAWILA RESORTS,2000-10-31 00:00:00,17333194,2.75,47666283.5
VANI,VANIK INCORP LTD,2000-12-29 00:00:00,65481650,0.7,45837155
HUEJ,HUEJAY,2000-08-31 00:00:00,1800000,25,45000000
SIL,SAMSON INTERNAT.,2000-12-19 00:00:00,2998421,15,44976315
SINN,CEY.STRAT. HOLD,2000-11-13 00:00:00,4603572,9.75,44884827
LPRT,LAKE HOUSE PRIN.,2000-11-07 00:00:00,2937245,15.25,44792986.25
HUNT,HUNTERS ,2000-12-06 00:00:00,8575000,5,42875000
KDL,P. D.  KEELLS,2000-12-29 00:00:00,5164229,8,41313832
CFT,CFT,2000-08-24 00:00:00,1401960,29,40656840
COLO,COLONIAL MOTORS,2000-12-18 00:00:00,8110505,5,40552525
HSIG,HOTEL SIGIRIYA,2000-12-06 00:00:00,3906000,10,39060000
FERN,FERNTEA LTD,2000-12-28 00:00:00,6000000,6.5,39000000
CABO,CARGO BOAT,2000-07-14 00:00:00,3400012,11,37400132
ALLI,ALLIANCE,2000-12-28 00:00:00,1620000,23,37260000
ASHO,LANKA ASHOK,2000-12-05 00:00:00,3620843,10.25,37113640.75
CHOU,CEYLINCO HOUSING,2000-12-11 00:00:00,2973300,12,35679600
ETWO,EQUITY TWO LTD,2000-12-27 00:00:00,6200000,5.75,35650000
LINV,LAKE HOUSE INV.,2000-10-03 00:00:00,1774209,20,35484180
PEG,PEGASUS HOTELS,2000-12-18 00:00:00,7123017,4.75,33834330.75
CFVF,CF VENTURE FUND,2000-12-28 00:00:00,15000000,2.25,33750000
HUNA,HUNAS FALLS,2000-12-29 00:00:00,5625000,6,33750000
UCAR,UNION CARBIDE,2000-12-11 00:00:00,1500000,22.5,33750000
GEST,GESTETNER,2000-12-15 00:00:00,562500,60,33750000
APDL,ASSOCIATED PROP.,2000-11-20 00:00:00,3158314,10.5,33162297
MIKE,MIKECHRIS,1999-08-18 00:00:00,1339732,21,28134372
ABAN,ABANS,2000-11-02 00:00:00,1064700,25.5,27149850
ASPH,INDUSTRIAL ASPH.,2000-12-15 00:00:00,666562,38,25329356
VTEX,VEYTEX,1999-01-25 00:00:00,25000000,1,25000000
AUTO,AUTODROME ,2000-02-21 00:00:00,120000,185,22200000
MIRA,MIRAMAR,2000-12-15 00:00:00,2200000,10,22000000
ASCO,ASCOT,2000-12-05 00:00:00,7985505,2.75,21960138.75
SLND,SEREND LND ,2000-12-15 00:00:00,360000,60,21600000
SOY,SOY FOODS,2000-11-21 00:00:00,2750000,7.5,20625000
KAPI,KAPILA HEAVY,2000-11-24 00:00:00,5717857,3.5,20012499.5
HTEC,HAYTECH MARKET.,2000-12-27 00:00:00,2500000,8,20000000
CSEC,CENTRAL SEC.,2000-12-13 00:00:00,4919882,3.75,18449557.5
COLL,COLLETTES,2000-07-24 00:00:00,200207,90,18018630
BINN,BERUWELA WALKINN,2000-09-26 00:00:00,900000,20,18000000
UPEN,UPALI ENTERPRISE,2000-03-28 00:00:00,300000,50,15000000
KREA,KOREA CEYLON,2000-12-29 00:00:00,5912979,2.5,14782447.5
STAT,STATCON,2000-08-31 00:00:00,815207,18,14673726
ARPI,ARPICO,2000-11-14 00:00:00,1575000,9,14175000
CIT,CIT,2000-12-12 00:00:00,3100000,3.75,11625000
CFI,CFI,2000-12-12 00:00:00,3050000,3.75,11437500
RGEM,RADIANT GEMS,2000-11-08 00:00:00,2400000,4.5,10800000
ALUF,ALUFAB,2000-11-01 00:00:00,2009700,5,10048500
MULL,MULLERS,2000-12-28 00:00:00,6000000,1.5,9000000
CSYN,SYNTHETICS,2000-08-11 00:00:00,6186318,1.25,7732897.5
LDEV,LANKEM DEVELOPMENTS,2000-08-04 00:00:00,850562,7,5953934
KZOO,KALAMAZOO,1997-08-28 00:00:00,50000,110,5500000
PARQ,PARQUET,2000-11-10 00:00:00,1656000,3.25,5382000
OFEQ,OFFICE EQUIPMENT,2000-08-23 00:00:00,83356,51,4251156
SING,SINGALANKA,2000-12-08 00:00:00,1385207,3,4155621
PARA,PARAGON,2000-08-24 00:00:00,100028,40,4001120
CPRT,CEYLON PRINTERS,1997-11-05 00:00:00,35010,100,3501000
LITE,ELEPHANT LITE,2000-11-29 00:00:00,3240324,0.9,2916291.6
LAMB,LAMBRETTA,2000-11-07 00:00:00,300000,7,2100000
SUN,SUNSHINE TRAVELS,2000-08-22 00:00:00,150000,10.5,1575000
KTEX,KANDY TEXTILES,1999-09-24 00:00:00,2545100,0.5,1272550
