Dividend Records - 2007,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
JFIN-N-0,20% FINAL DIVIDEND,2007-02-28 00:00:00,2007-03-29 00:00:00,2007-04-09 00:00:00,133,140
CINS-N-0,25% FIRST & FINAL DIVI,2007-03-01 00:00:00,2007-03-30 00:00:00,2007-04-09 00:00:00,183.5,174
DFCC-N-0,45% INTERIM DIVIDEND,2007-03-01 00:00:00,2007-03-20 00:00:00,2007-03-30 00:00:00,196.75,201.5
NEST-N-0,150% FINAL DIVIDEND,2007-03-01 00:00:00,2007-03-27 00:00:00,2007-04-04 00:00:00,270,270
AHPL-N-0,10% INTERIM DIVIDEND,2007-03-05 00:00:00,2007-03-16 00:00:00,2007-03-28 00:00:00,44.5,44.5
COMD-N-0,16% FINAL DIVIDEND,2007-03-05 00:00:00,2007-03-30 00:00:00,2007-04-10 00:00:00,55,50
JKH-N-00,10% 2 INT.(INCLU.RIGHT,2007-03-05 00:00:00,2007-03-09 00:00:00,2007-03-21 00:00:00,181.25,181
HHL-N-00,12.5% 2ND INTERIM (TAX,2007-03-06 00:00:00,2007-03-15 00:00:00,2007-03-27 00:00:00,114,115
AGAL-N-0,12.5% FIN. DIV(XD & P/,2007-03-07 00:00:00,2007-04-03 00:00:00,2007-04-10 00:00:00,21,21
JKL-N-00,184% INTERIM DIVIDEND,2007-03-07 00:00:00,2007-03-16 00:00:00,2007-03-28 00:00:00,110,91
MGT-N-00,20% INTERIM DIVIDEND (,2007-03-07 00:00:00,2007-03-20 00:00:00,2007-03-30 00:00:00,51,50
CTEA-N-0,40% 2ND INTERIM DIVIDE,2007-03-09 00:00:00,2007-03-16 00:00:00,2007-03-28 00:00:00,265.75,258
MBSL-N-0,10% FIRST & FINAL DIVI,2007-03-09 00:00:00,2007-04-20 00:00:00,2007-04-26 00:00:00,16.25,15
SINS-N-0,25% FIRST & FINAL DIVI,2007-03-09 00:00:00,2007-03-30 00:00:00,2007-04-10 00:00:00,74.75,74.5
TRAN-N-0,7.5% INTERIM DIVIDEND,2007-03-09 00:00:00,2007-03-16 00:00:00,2007-03-28 00:00:00,101,100
SINI-N-0,25% FIRST & FINAL DIVI,2007-03-12 00:00:00,2007-03-30 00:00:00,2007-04-10 00:00:00,68,60
TILE-N-0,12.5% INTERIM DIVIDEND,2007-03-13 00:00:00,2007-03-16 00:00:00,2007-03-22 00:00:00,55,51.25
TKYO-X-0,35% INTERIM DIVIDEND,2007-03-15 00:00:00,2007-03-28 00:00:00,2007-04-16 00:00:00,21.5,21.5
TKYO-N-0,35% INTERIM DIVIDEND,2007-03-15 00:00:00,2007-03-28 00:00:00,2007-04-16 00:00:00,256,255
AAIC-N-0,5% INTERIM DIVIDEND,2007-03-16 00:00:00,2007-04-05 00:00:00,2007-04-20 00:00:00,21,21
NDB-N-00,50% FIRST AND FINAL DI,2007-03-20 00:00:00,2007-04-27 00:00:00,2007-05-07 00:00:00,187.25,185
ASCO-N-0,20% INTERIM DIVIDEND,2007-03-23 00:00:00,2007-04-16 00:00:00,2007-04-26 00:00:00,65.25,64.25
SMLL-N-0,5% FIRST & FINAL DIVID,2007-03-26 00:00:00,2007-05-07 00:00:00,2007-05-11 00:00:00,12,11.25
SPEN-N-0,30% INTERIM DIVIDEND (,2007-03-27 00:00:00,2007-03-29 00:00:00,2007-04-10 00:00:00,380,375.5
CHL-X-00,15 % INTERIM DIVIDEND,2007-03-28 00:00:00,2007-04-23 00:00:00,2007-05-07 00:00:00,40,39
CHL-N-00,15 % INTERIM DIVIDEND,2007-03-28 00:00:00,2007-04-23 00:00:00,2007-05-07 00:00:00,58,56
SAMP-N-0,25% FIRST & FINAL DIVI,2007-03-30 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,113,112
CTC-N-00,14% FIRST INTERIM (LES,2007-04-09 00:00:00,2007-04-17 00:00:00,2007-04-30 00:00:00,60.5,60
DIAL-N-0,55% FIRST & FIN DIV (4,2007-04-11 00:00:00,2007-05-22 00:00:00,2007-05-25 00:00:00,26,25
CERA-N-0,6% INTERIM DIVIDEND (N,2007-04-19 00:00:00,2007-04-23 00:00:00,2007-05-07 00:00:00,36,36
HOPL-N-0,10% INTERIM DIVIDEND,2007-04-19 00:00:00,2007-04-25 00:00:00,2007-05-09 00:00:00,19.5,18.5
HAYL-N-0,17.5% INTERIM DIVIDEND,2007-04-20 00:00:00,2007-04-27 00:00:00,2007-05-11 00:00:00,151,145.25
AMW-N-00,25% FINAL DIVIDEND,2007-04-24 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,132,135
AUTO-N-0,20% FIRST INTERIM DIVI,2007-04-25 00:00:00,2007-05-04 00:00:00,2007-05-16 00:00:00,1750,2050.3
CFI-N-00,10% FIRST & FINAL DIVI,2007-04-25 00:00:00,2007-06-01 00:00:00,2007-06-07 00:00:00,15.5,13.5
CIT-N-00,10% FIRST & FINAL DIVI,2007-04-25 00:00:00,2007-06-01 00:00:00,2007-06-07 00:00:00,15.5,15.75
COXY-N-0,170% INTERIM DIVIDEND,2007-04-25 00:00:00,2007-05-14 00:00:00,2007-05-24 00:00:00,244,222
LLUB-N-0,20% FIRST INTERIM DIVI,2007-04-25 00:00:00,2007-05-03 00:00:00,2007-05-15 00:00:00,85.75,85
EQIT-N-0,2% 1ST & FIN.-0.804% T,2007-04-27 00:00:00,2007-05-28 00:00:00,2007-06-04 00:00:00,21,20.25
LHL-N-00,7% FIRST & FINAL DIVID,2007-04-27 00:00:00,2007-06-26 00:00:00,2007-07-02 00:00:00,36.75,39.75
VPEL-N-0,5% THIRD INTERIM DIVID,2007-04-27 00:00:00,2007-05-18 00:00:00,2007-05-30 00:00:00,1.7,1.7
WAPO-N-0,100% 1ST & FINAL- 48%,2007-04-27 00:00:00,2007-05-28 00:00:00,2007-06-04 00:00:00,500,410
CARG-N-0,50% INTERIM DIVIDEND (,2007-04-30 00:00:00,2007-05-18 00:00:00,2007-05-30 00:00:00,505,543.75
APDL-N-0,25% 1ST & FINL DIVID (,2007-05-03 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,59,57
BREW-N-0,30% FIRST & FINAL DIVI,2007-05-07 00:00:00,2007-06-04 00:00:00,2007-06-08 00:00:00,79,68.25
CINV-N-0,1ST & FIN.DIV. RS.1.50,2007-05-07 00:00:00,2007-06-06 00:00:00,2007-06-12 00:00:00,77.75,78.25
GUAR-N-0,1ST & FIN.DIV. RS.1.50,2007-05-07 00:00:00,2007-06-06 00:00:00,2007-06-12 00:00:00,130,130
GOOD-N-0,1 & FIN.DIV.RS.1.20 PE,2007-05-09 00:00:00,2007-06-07 00:00:00,2007-06-13 00:00:00,140.5,150
MILL-N-0,INTER. DIV. OF RS. 7.4,2007-05-09 00:00:00,2007-05-24 00:00:00,2007-06-06 00:00:00,660,500
SELI-N-0,FIN.DIV. OF RS.1.60 PE,2007-05-09 00:00:00,2007-06-07 00:00:00,2007-06-13 00:00:00,150,160
SHAL-N-0,FIN. DIV. OF RS. 1/= P,2007-05-09 00:00:00,2007-06-07 00:00:00,2007-06-13 00:00:00,900,700
BUKI-N-0,RS.1/=PER SHR-FIN. DIV,2007-05-16 00:00:00,2007-06-12 00:00:00,2007-06-18 00:00:00,940,1000
CARS-N-0,RS.2.50 PER SHR-1ST &,2007-05-16 00:00:00,2007-06-12 00:00:00,2007-06-18 00:00:00,2600,2600
DIPD-N-0,RS. 2.50 PER SHARE-FIN,2007-05-17 00:00:00,2007-06-26 00:00:00,2007-07-02 00:00:00,102,102
HAYC-N-0,RS.1/= PER SHR-FIN.DIV,2007-05-17 00:00:00,2007-06-25 00:00:00,2007-06-29 00:00:00,36.5,35.5
HAYL-N-0,RS.1.75 PER SHARE-FIN.,2007-05-17 00:00:00,2007-06-27 00:00:00,2007-07-03 00:00:00,134.25,134
MGT-N-00,RS. 2.60 PER SHARE-FIN,2007-05-17 00:00:00,2007-06-25 00:00:00,2007-06-29 00:00:00,47,44.5
SEYB-X-0,RS.1.50 PER SHARE-FIRS,2007-05-18 00:00:00,2007-06-27 00:00:00,2007-07-03 00:00:00,10,8.5
SEYB-N-0,RS.1.50 PER SHARE-FIRS,2007-05-18 00:00:00,2007-06-27 00:00:00,2007-07-03 00:00:00,28,27
CIC-X-00,RS. 0.75 PER SHARE-FIN,2007-05-22 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,29.25,29
CIC-N-00,RS. 0.75 PER SHARE-FIN,2007-05-22 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,38.5,38.5
DIMO-N-0,RS. 3/= PER SHARE-FINA,2007-05-22 00:00:00,2007-06-21 00:00:00,2007-06-27 00:00:00,103.5,101
CHMX-N-0,RS. 2/= PER SHARE-FINA,2007-05-23 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,150,150
HEXP-N-0,RS.1.20 P/S - FIRST &,2007-05-23 00:00:00,2007-06-22 00:00:00,2007-06-28 00:00:00,31,30
LOLC-N-0,RS. 2.25 PER SHARE-INT,2007-05-24 00:00:00,2007-06-12 00:00:00,2007-06-22 00:00:00,100,100.25
UCAR-N-0,RS. 4.50 PER SHARE-FIN,2007-05-24 00:00:00,2007-06-15 00:00:00,2007-06-19 00:00:00,158,165
UML-N-00,RS.3/= PER SHARE ENHAN,2007-05-24 00:00:00,2007-06-27 00:00:00,2007-07-03 00:00:00,70.75,68.5
CDIC-N-0,RS. 1.20 PER SHARE-FIN,2007-05-25 00:00:00,2007-07-02 00:00:00,2007-07-05 00:00:00,120,125.75
AHUN-N-0,RS.0.75 PER SHARE-FIRS,2007-05-28 00:00:00,2007-06-29 00:00:00,2007-07-05 00:00:00,64.75,60
RCL-N-00,RS. 1/= PER SHARE-FINA,2007-05-28 00:00:00,2007-06-28 00:00:00,2007-07-04 00:00:00,31,30.5
SPEN-N-0,RS. 3.50 PER SHARE-FIN,2007-05-28 00:00:00,2007-06-29 00:00:00,2007-07-05 00:00:00,336,334
WATA-N-0,RS. 1.50 PER SHARE-1ST,2007-05-29 00:00:00,2007-06-25 00:00:00,2007-06-29 00:00:00,67.5,61.5
PMB-N-00,RS. 1.25 PER SHARE-1ST,2007-05-30 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,22,21.5
DFCC-N-0,5% FINAL DIVIDEND,2007-06-01 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,143.75,148
HDFC-N-0,RS. 10/= PER SHARE- FI,2007-06-04 00:00:00,2007-07-02 00:00:00,2007-07-05 00:00:00,164.25,153.25
JKH-N-00,RS. 1/= PER SHARE-FINA,2007-06-04 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,145.25,145.25
KGAL-N-0,RS. 3/= PER SHARE-FIRS,2007-06-04 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,49,47.5
MASK-N-0,RS. 0.50 PER SHARE-1ST,2007-06-04 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,22.25,20.25
KOTA-N-0,RS. 1.75 PER SHARE-FIN,2007-06-05 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,34.75,33
RICH-N-0,RS. 0.50 (CENTS FIFTY),2007-06-05 00:00:00,2007-07-23 00:00:00,2007-07-27 00:00:00,51,50
TRAN-N-0,RS. 0.75 PER SHARE-FIN,2007-06-05 00:00:00,2007-06-29 00:00:00,2007-07-05 00:00:00,86,84
TSML-N-0,RS. 1.50 PER SHARE-FIN,2007-06-05 00:00:00,2007-06-27 00:00:00,2007-07-03 00:00:00,54.75,54.5
AHPL-N-0,RS. 1/= PER SHARE-FINA,2007-06-06 00:00:00,2007-07-02 00:00:00,2007-07-06 00:00:00,43.5,43.5
CCS-N-00,RS. 3.20 PER SHARE- 1S,2007-06-06 00:00:00,2007-06-28 00:00:00,2007-07-04 00:00:00,140,140
KFP-N-00,RS. 2.50 PER SHARE- 1S,2007-06-06 00:00:00,2007-06-28 00:00:00,2007-07-04 00:00:00,41,40
CTLD-N-0,RS. 0.60 PER SHARE-FIN,2007-06-13 00:00:00,2007-07-20 00:00:00,2007-07-25 00:00:00,13,13
GLAS-N-0,RS. 0.15 PER SHARE - F,2007-06-20 00:00:00,2007-07-23 00:00:00,2007-07-27 00:00:00,2.4,2.3
SUN-N-00,DIVIDEND OF RS.1.50 PE,2007-06-21 00:00:00,2007-07-30 00:00:00,2007-08-03 00:00:00,131.75,132
CFIN-N-0,RS. 1.25 P/S -2ND INT.,2007-06-25 00:00:00,2007-06-28 00:00:00,2007-07-09 00:00:00,205,207
CSD-N-00,RS. 0.50 P/S FIRST & F,2007-06-27 00:00:00,2007-09-20 00:00:00,2007-09-27 00:00:00,7.5,7.25
AMSL-N-0,RS. 0.125 P/S (TAX FRE,2007-06-28 00:00:00,2007-07-10 00:00:00,2007-07-20 00:00:00,8,8
ASIR-N-0,RS. 1/- P/S (PARTLY TA,2007-06-28 00:00:00,2007-07-17 00:00:00,2007-07-27 00:00:00,54,52.25
SHAL-N-0,RS. 24.54 P/S-1ST INTE,2007-06-29 00:00:00,2007-07-10 00:00:00,2007-07-20 00:00:00,600,600
SMOT-N-0,RS.10 PER SHARE FIRST,2007-07-04 00:00:00,2007-07-23 00:00:00,2007-07-26 00:00:00,129,125
LVEN-N-0,RS. 1.50 PER SHARE FIR,2007-07-05 00:00:00,2007-08-14 00:00:00,2007-08-20 00:00:00,13.25,11.75
ONAL-N-0,RS. 0.80 PER SHARE FIN,2007-07-06 00:00:00,2007-08-22 00:00:00,2007-08-27 00:00:00,33,33
AEC-N-00,RS.11.50 P/S FIRST & F,2007-07-10 00:00:00,2007-09-03 00:00:00,2007-09-07 00:00:00,565,520
ARPI-N-0,RS. 2.50 P/S FIRST & F,2007-07-12 00:00:00,2007-08-09 00:00:00,2007-08-13 00:00:00,90,81
CWM-N-00,RS. 1 PER SHARE FIRST,2007-07-13 00:00:00,2007-08-03 00:00:00,2007-08-09 00:00:00,21.5,21.25
LLUB-N-0,RS. 3/- PER SHARE 2ND,2007-07-16 00:00:00,2007-07-19 00:00:00,2007-07-31 00:00:00,82.25,80
HARI-N-0,RS. 15/- P/S FIRST AND,2007-07-25 00:00:00,2007-10-01 00:00:00,2007-10-05 00:00:00,425,450
CTC-N-00,RS. 1.90 P/S 2ND INTER,2007-07-27 00:00:00,2007-08-03 00:00:00,2007-08-15 00:00:00,57.25,55
SOY-N-00,RS. 1.30 P/S   FIRST &,2007-07-30 00:00:00,2007-08-31 00:00:00,2007-09-06 00:00:00,62.5,65.5
ACME-N-0,RS. 0.85 P/S FIRST & F,2007-08-03 00:00:00,2007-08-30 00:00:00,2007-09-04 00:00:00,15.5,15.5
LALU-N-0,RS. 1.25 P/S  FIRST &,2007-08-03 00:00:00,2007-08-30 00:00:00,2007-09-04 00:00:00,32,31.5
SUGA-N-0,RS.1.20 PER SHARE FIRS,2007-08-06 00:00:00,2007-09-18 00:00:00,2007-09-24 00:00:00,28,27.75
CTEA-N-0,RS.8/-  PER SHARE FINA,2007-08-07 00:00:00,2007-09-13 00:00:00,2007-09-19 00:00:00,290,280
ALLI-N-0,RS.3.50 PER SHARE FIRS,2007-08-13 00:00:00,2007-10-01 00:00:00,2007-10-03 00:00:00,200,200
CFIN-N-0,RS.2 PER SHARE - FINAL,2007-08-15 00:00:00,2007-09-10 00:00:00,2007-09-14 00:00:00,203,200
COMB-X-0,RS. 1.50 PER SHARE - I,2007-08-15 00:00:00,2007-08-20 00:00:00,2007-08-31 00:00:00,67,66
COMB-N-0,RS. 1.50 PER SHARE - I,2007-08-15 00:00:00,2007-08-20 00:00:00,2007-08-31 00:00:00,131,130.5
TKYO-X-0,RS. 0.15 PER SHRE FINA,2007-08-15 00:00:00,2007-09-12 00:00:00,2007-09-18 00:00:00,22,23
TKYO-N-0,RS.1.50 PER SHARE FINA,2007-08-15 00:00:00,2007-09-12 00:00:00,2007-09-18 00:00:00,259.75,241.25
NHL-N-00,RS. 0.07 PER SHARE - F,2007-08-16 00:00:00,2007-09-28 00:00:00,2007-10-03 00:00:00,2.5,2.6
CABO-N-0,RS.1.50 PER SHARE- FIR,2007-08-20 00:00:00,2007-09-24 00:00:00,2007-09-28 00:00:00,28,25.75
CARG-N-0,RS.7 P/S-FINAL (5.74-T,2007-08-20 00:00:00,2007-09-24 00:00:00,2007-10-01 00:00:00,750,750
RENU-N-0,RS.5.00 PER SHARE-FIRS,2007-08-20 00:00:00,2007-09-24 00:00:00,2007-09-28 00:00:00,103,98
CIND-N-0,RS.4.50 PER SHARE. FIN,2007-08-21 00:00:00,2007-09-21 00:00:00,2007-09-28 00:00:00,105,105
HUNT-N-0,RS.0.50 P/S. FIRST & F,2007-08-21 00:00:00,2007-10-01 00:00:00,2007-10-04 00:00:00,256,260
MSL-N-00,RS. 1.50 PER SHARE-FIN,2007-08-22 00:00:00,2007-10-01 00:00:00,2007-10-05 00:00:00,90.5,90
PHAR-N-0,RS. 2.50 P/S - FIRST &,2007-08-23 00:00:00,2007-09-27 00:00:00,2007-10-03 00:00:00,190,175.25
BRWN-N-0,RS. 17.20 P/S FIRST &,2007-08-27 00:00:00,2007-10-01 00:00:00,2007-10-05 00:00:00,650,650
CHOU-N-0,RS. 0.80 P/ S - FIRST,2007-08-27 00:00:00,2007-09-28 00:00:00,2007-09-29 00:00:00,36.5,36.25
ASHO-N-0,RS. 10.00 P/S - FIRST,2007-08-30 00:00:00,2007-09-28 00:00:00,2007-09-29 00:00:00,300,281
LMF-N-00,RS.1.00 PER SHARE-FIRS,2007-08-30 00:00:00,2007-10-18 00:00:00,2007-10-24 00:00:00,47,46
NEST-N-0,RS. 9.00 PER SHARE - I,2007-09-04 00:00:00,2007-09-20 00:00:00,2007-10-03 00:00:00,260,260
COML-N-0,RS. 2.00 PER SHARE - I,2007-09-05 00:00:00,2007-09-14 00:00:00,2007-09-27 00:00:00,104.5,94.5
EMER-N-0,RS. 6.00 PER SHARE- IN,2007-09-05 00:00:00,2007-09-12 00:00:00,2007-09-24 00:00:00,172,161
BHR-N-00,RS. 0.35 P/ S - FIRST,2007-09-06 00:00:00,2007-10-01 00:00:00,2007-10-04 00:00:00,49,46.25
CARE-N-0,RS. 1.00 PER SHARE - F,2007-09-07 00:00:00,2007-10-01 00:00:00,2007-10-05 00:00:00,60.25,52
HOPL-N-0,RS.0.50 PER SHARE - FI,2007-09-07 00:00:00,2007-10-04 00:00:00,2007-10-10 00:00:00,21,19.25
TILE-N-0,RS. 2.50 PER SHARE - F,2007-09-07 00:00:00,2007-10-01 00:00:00,2007-10-05 00:00:00,58.75,61.75
KCAB-N-0,RS.6.50 PER SHARE - IN,2007-09-10 00:00:00,2007-09-14 00:00:00,2007-09-27 00:00:00,126.75,124
SLND-N-0,RS. 10.00 P/S - FIRST,2007-09-11 00:00:00,2007-09-28 00:00:00,2007-10-04 00:00:00,450,500
APLA-N-0,RS.0.75 PER SHARE - IN,2007-09-12 00:00:00,2007-09-19 00:00:00,2007-09-28 00:00:00,37.5,35.75
VPEL-N-0,RS.0.15 PER SHARE - IN,2007-09-12 00:00:00,2007-09-27 00:00:00,2007-10-09 00:00:00,1.8,1.7
ACL-N-00,RS.3.50 P/S - SECOND I,2007-09-17 00:00:00,2007-09-19 00:00:00,2007-09-28 00:00:00,113,110.5
DIST-N-0,RS. 1.55 PER SHARE - I,2007-09-17 00:00:00,2007-09-19 00:00:00,2007-09-28 00:00:00,105.75,102.25
MILL-N-0,RS. 8.80 P/S (GROSS) -,2007-09-17 00:00:00,2007-10-24 00:00:00,2007-10-31 00:00:00,850,815.5
MORI-X-0,RS.8/- PER SHARE -FIRS,2007-09-19 00:00:00,2007-10-22 00:00:00,2007-10-29 00:00:00,210,175
MORI-N-0,RS.8/- PER SHARE -FIRS,2007-09-19 00:00:00,2007-10-22 00:00:00,2007-10-29 00:00:00,415,412.25
ASHA-N-0,RS.0.30 P/S (TAX FREE),2007-09-21 00:00:00,2007-10-01 00:00:00,2007-10-02 00:00:00,95.75,94.5
PALM-N-0,RS.0.87 PER SHARE - IN,2007-09-21 00:00:00,2007-09-25 00:00:00,2007-09-29 00:00:00,94,110
LWL-N-00,RS.2.50 PER SHARE - FI,2007-09-28 00:00:00,2007-10-23 00:00:00,2007-10-30 00:00:00,56.5,54
TFC-N-00,RS. 1.80 PER SHARE-1ST,2007-10-01 00:00:00,2007-11-23 00:00:00,2007-11-29 00:00:00,68,68
ABAN-N-0,RS. 2.50 PER SHARE-1ST,2007-10-02 00:00:00,2007-10-29 00:00:00,2007-11-01 00:00:00,85,85.5
KDL-N-00,RS.0.50 PER SHARE - IN,2007-10-02 00:00:00,2007-10-17 00:00:00,2007-10-30 00:00:00,18.75,21.5
ASPH-N-0,RS.4.00 P/S - FIRST &,2007-10-11 00:00:00,2007-11-09 00:00:00,2007-11-15 00:00:00,150,
LCEY-N-0,RS.1.50 P/S - FIRST &,2007-10-16 00:00:00,2007-11-20 00:00:00,2007-11-26 00:00:00,35,33
EBCR-N-0,RS.2.00 P/S - FIRST &,2007-10-18 00:00:00,2007-11-22 00:00:00,2007-11-28 00:00:00,192,152
EMER-N-0,RS.0.50 PER SHARE - FI,2007-10-18 00:00:00,2007-11-19 00:00:00,2007-11-22 00:00:00,183,175
KURU-N-0,RS.1.00 PER SHARE - FI,2007-10-18 00:00:00,2007-10-31 00:00:00,2007-11-06 00:00:00,44.75,44
LLUB-N-0,RS. 4.00 P/S - THIRD I,2007-10-29 00:00:00,2007-11-05 00:00:00,2007-11-16 00:00:00,86.75,82.5
CTC-N-00,RS.2.20 P/S- 3RD INTER,2007-11-12 00:00:00,2007-11-16 00:00:00,2007-11-28 00:00:00,56,54
JKH-N-00,RS.1 PER SHARE - INTER,2007-11-13 00:00:00,2007-11-23 00:00:00,2007-12-05 00:00:00,131,129
COMB-X-0,RS.1.50 P/S - 2ND INTE,2007-11-14 00:00:00,2007-11-20 00:00:00,2007-11-30 00:00:00,76.25,74.75
COMB-N-0,RS.1.50 P/S - 2ND INTE,2007-11-14 00:00:00,2007-11-20 00:00:00,2007-11-30 00:00:00,145,143
CTCE-N-0,RS.2.50 PER SHARE - IN,2007-11-15 00:00:00,2007-12-04 00:00:00,2007-12-14 00:00:00,150.5,145
CERA-N-0,RS.1.00 P/S- INTERIM D,2007-11-19 00:00:00,2007-11-22 00:00:00,2007-12-03 00:00:00,35,34
ONAL-N-0,RS.0.90 (NINETY CENTS),2007-11-21 00:00:00,2007-11-30 00:00:00,2007-12-12 00:00:00,30.25,30.25
