Beta Values for the Period from 01st April to 30th June 2011,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
NEST,-0.18151222,NEST,-0.39968652
NHL,0.55642809,NHL,0.977115987
NTB,0.989230424,NTB,0.830094043
ODEL,1.6385461,ODEL,1.3799373
OFEQ,0.63248822,OFEQ,0.1661442
OGL,1.68745793,OGL,0.610971786
ONAL,3.27798967,ONAL,2.68244514
OSEA,0.984294368,OSEA,0.979310344
PABC,2.36392192,PABC,1.80062695
PALM,2.2373794,PALM,2.54702194
PAP,0.969934933,PAP,1.99905956
PARA,-1.3174781,PARA,-2.3667711
PARQ,1.42809064,PARQ,1.58526645
PCH,1.34664572,PCH,1.69749216
PDL,3.21225039,PDL,3.92382445
PEG,0.814673547,PEG,1.31943573
PHAR,0.636975544,PHAR,-0.19184952
PMB,0.124523221,PMB,0.658934169
RAL,0.464213596,RAL,1.21880877
RCL,-0.18891631,RCL,-0.05862068
REEF,1.3547229,REEF,1.36269592
REG,2.16647969,REG,1.88746081
RENU,1.42853937,RENU,1.85235109
REXP,1.31635629,REXP,1.21097178
RGEM,3.00987211,RGEM,2.93887147
RHL,1.71954229,RHL,2.00282131
RHTL,1.85820058,RHTL,2.37711598
RICH,0.576621045,RICH,0.658934169
RPBH,0.119138433,RPBH,0.371786833
RWSL,0.456136414,RWSL,0.665203761
SAMP,0.569216962,SAMP,0.701880877
SELI,0.432129234,SELI,-0.2661442
SEMB,0.73726722,SEMB,0.434169278
SERV,0.123850123,SERV,0.039184952
SEYB,0.536908234,SEYB,0.37429467
SFCL,0,SFCL,0
SFIN,2.02355844,SFIN,2.17492163
SFL,2.1014135,SFL,1.71786833
SFS,-0.54543414,SFS,0.581191222
SHAL,0.159748709,SHAL,-1.1081504
SHAW,1.37469149,SHAW,2.32194357
SHOT,0.248148979,SHOT,1.56927899
SIGV,0.980480143,SIGV,0.808777429
SIL,2.47116894,SIL,2.1952978
SING,0.972851693,SING,-0.48902821
SINI,3.12429885,SINI,3.9937304
SINS,2.08436167,SINS,2.9645768
SIRA,1.02804577,SIRA,1.50971786
SLND,-0.5642809,SLND,-3.2203761
SLTL,1.54700471,SLTL,1.70188087
SMLL,1.1014135,SMLL,2.01943573
SMOT,1.52950415,SMOT,0.253291536
SOY,0.654027372,SOY,0.054231974
SPEN,1.01682746,SPEN,0.915047021
STAF,2.1014135,STAF,2.35830721
SUGA,1.07448956,SUGA,0.217554858
SUN,0.550145838,SUN,0.701253918
SWAD,0,SWAD,0
TAFL,2.7148306,TAFL,2.37617554
TAJ,1.80973749,TAJ,1.54576802
TANG,0.666591877,TANG,0.53260188
TESS,1.24366165,TESS,1.18087774
TFC,1.90217635,TFC,2.14952978
TILE,0.85483509,TILE,0.767398119
TKYO,0.4177698,TKYO,0.335736677
TPL,1.00224366,TPL,0.718181818
TRAN,1.37469149,TRAN,1.05360501
TSML,1.57729414,TSML,1.63385579
TWOD,1.5815571,TWOD,1.82695924
TYRE,0.691496522,TYRE,0.49153605
UAL,1.54049809,UAL,2.76081504
UBC,1.43257796,UBC,1.1984326
UCAR,0.667489342,UCAR,1.25642633
UDPL,0.402064168,UDPL,0.288714733
UML,2.17141575,UML,1.96050156
VFIN,1.69710567,VFIN,1.83009404
VLL,-0.08144491,VLL,0.240438871
VONE,,VONE,
VPEL,0.730984967,VPEL,1.38056426
WAPO,3.36728741,WAPO,2.84200626
WATA,0.856854386,WATA,1.13197492
YORK,1.55889611,YORK,1.59811912
