"Market Capitalization of Listed Companies as at December 31st, 2018",,,,,
COMPANY CODE,SECURITY TYPE,COMPANY NAME,INDEXED PRICE (Rs),INDEXED QUANTITY (No.),MARKET CAP (Rs.)
ASCO,ASCO.N0000,LANKA REALTY ,20.6,44301443,912609725.8
ASHO,ASHO.N0000,LANKA ASHOK,820,3620843,2969091260
ASIR,ASIR.N0000,ASIRI,23,1137533596,26163272708
ASIY,ASIY.N0000,ASIA SIYAKA,2,260000000,520000000
ASPH,ASPH.N0000,INDUSTRIAL ASPH.,375,666562,249960750
ASPM,ASPM.N0000,SPENCEPLANTATION,45.5,21300000,969150000
ATL,ATL.N0000,AMANA TAKAFUL,6.8,180000130,1224000884
ATLL,ATLL.N0000,AMANA LIFE,10,50000000,500000000
AUTO,AUTO.N0000,AUTODROME,80,12000000,960000000
BALA,BALA.N0000,BALANGODA,12.7,23636363,300181810.1
BBH,BBH.N0000,BROWNS BEACH,12.3,129600000,1594080000
BERU,BERU.N0000,BERUWALA RESORTS,0.7,600000000,420000000
BFL,BFL.N0000,BAIRAHA FARMS,124.7,16000000,1995200000
BFN,BFN.N0000,ORIENT FINANCE,15.5,148018370,2294284735
BIL,BIL.N0000,BROWNS INVSTMNTS,1.9,3720000000,7068000000
BLI,BLI.N0000,BIMPUTH FINANCE,29.7,107733344,3199680317
BLUE,BLUE.N0000,BLUE DIAMONDS,0.5,206601782,103300891
BLUE,BLUE.X0000,BLUE DIAMONDS,0.3,194633623,58390086.9
BOGA,BOGA.N0000,BOGALA GRAPHITE,13.3,94632904,1258617623
BOPL,BOPL.N0000,BOGAWANTALAWA,9.5,83750000,795625000
BPPL,BPPL.N0000,BPPL HOLDINGS,12.5,306843357,3835541963
BREW,BREW.N0000,CEYLON BEVERAGE,731,20988090,15342293790
BRR,BRR.N0000,BANSEI RESORTS,6,53728000,322368000
BRWN,BRWN.N0000,BROWNS,61,212625000,12970125000
BUKI,BUKI.N0000,BUKIT DARAH,205.1,102000000,20920200000
CABO,CABO.N0000,CARGO BOAT,73,10200036,744602628
CALF,CALF.N0000,DIALOG FINANCE,43,72233816,3106054088
CARE,CARE.N0000,PRINTCARE PLC,30.2,85966670,2596193434
CARG,CARG.N0000,CARGILLS,200,255999927,51199985400
CARS,CARS.N0000,CARSONS,170.2,196386914,33425052763
CCS,CCS.N0000,COLD STORES,718,95040000,68238720000
CDB,CDB.N0000,CDB,83,46299223,3842835509
CDB,CDB.X0000,CDB,70,8005984,560418880
CERA,CERA.N0000,LANKA CERAMIC,130.9,6000000,785400000
CFI,CFI.N0000,CFI,50.2,6762496,339477299.2
CFIN,CFIN.N0000,CENTRAL FINANCE,88.7,218661027,19395233095
CFLB,CFLB.N0000,FORT LAND,15,180000000,2700000000
CFT,CFT.N0000,CFT,3.2,140196000,448627200
CFVF,CFVF.N0000,FIRST CAPITAL,28.8,101250000,2916000000
CHL,CHL.N0000,DURDANS,71.1,25527272,1814989039
CHL,CHL.X0000,DURDANS,69,8345454,575836326
CHMX,CHMX.N0000,CHEMANEX,49.5,15750000,779625000
CHOT,CHOT.N0000,HOTELS CORP.,12,180030942,2160371304
CHOU,CHOU.N0000,CITY HOUSING,4.9,13379850,65561265
CIC,CIC.N0000,CIC,39.6,72900000,2886840000
CIC,CIC.X0000,CIC,30,21870000,656100000
CIFL,CIFL.N0000,CIFL,0.8,83426733,66741386.4
CIND,CIND.N0000,CENTRAL IND.,28.1,19768428,555492826.8
CINS,CINS.N0000,CEYLINCO INS.,1990,20000000,39800000000
CINS,CINS.X0000,CEYLINCO INS.,950,6414480,6093756000
CINV,CINV.N0000,CEYLON INV.,39,99451059,3878591301
CIT,CIT.N0000,CIT,60,6715137,402908220
CITH,CITH.N0000,CITRUS HIKKADUWA,3.8,204782354,778172945.2
CITW,CITW.N0000,CITRUS WASKADUWA,2.5,201746915,504367287.5
CLC,CLC.N0000,COMM LEASE & FIN,2.6,6377711170,16582049042
CLND,CLND.N0000,COLOMBO LAND,15,199881008,2998215120
COCO,COCO.N0000,RENUKA FOODS,13.9,117960106,1639645473
COCO,COCO.X0000,RENUKA FOODS,10.5,4773346,50120133
COCR,COCR.N0000,COM.CREDIT,28.5,318074365,9065119403
COLO,COLO.N0000,C M HOLDINGS,45,15200000,684000000
COMB,COMB.N0000,COMMERCIAL BANK,115,945709403,108757000000
COMB,COMB.X0000,COMMERCIAL BANK,95,65013174,6176251530
COMD,COMD.N0000,COMMERCIAL DEV.,70.1,12000000,841200000
CONN,CONN.N0000,AMAYA LEISURE,40,53994979,2159799160
CPRT,CPRT.N0000,CEYLON PRINTERS,65,600170,39011050
CRL,CRL.N0000,SOFTLOGIC FIN,26.6,67928384,1806895014
CSD,CSD.N0000,SEYLAN DEVTS,11,147964860,1627613460
CSEC,CSEC.N0000,DUNAMIS CAPITAL,38,122997050,4673887900
CSF,CSF.N0000,NATION LANKA,0.6,1353792606,812275563.6
CTBL,CTBL.N0000,CEYLON TEA BRKRS,2.8,182400000,510720000
CTC,CTC.N0000,CEYLON TOBACCO,1415,187323751,265063000000
CTCE,CTCE.N0000,A I A INSURANCE,1707.6,30749370,52507624212
CTEA,CTEA.N0000,DILMAH CEYLON,619.8,20737500,12853102500
CTHR,CTHR.N0000,C T HOLDINGS,170.5,201406978,34339889749
CTLD,CTLD.N0000,C T LAND,28.1,81250000,2283125000
CWM,CWM.N0000,C.W.MACKIE,44,35988556,1583496464
DFCC,DFCC.N0000,DFCC BANK PLC,93,265097688,24654084984
DIAL,DIAL.N0000,DIALOG,10.1,8143778405,82252161891
DIMO,DIMO.N0000,DIMO,343.5,8876437,3049056110
DIPD,DIPD.N0000,DIPPED PRODUCTS,85,59861512,5088228520
DIST,DIST.N0000,DISTILLERIES,16.1,4600000000,74060000000
DOCK,DOCK.N0000,DOCKYARD,55.6,71858924,3995356174
DPL,DPL.N0000,DANKOTUWA PORCEL,6.5,162552920,1056593980
EAST,EAST.N0000,EAST WEST,13,138240000,1797120000
EBCR,EBCR.N0000,E B CREASY,1490,2535458,3777832420
ECL,ECL.N0000,E - CHANNELLING,4.3,122131415,525165084.5
EDEN,EDEN.N0000,EDEN HOTEL LANKA,13.5,105600000,1425600000
ELPL,ELPL.N0000,ELPITIYA,19.8,72866428,1442755274
EMER,EMER.N0000,EASTERN MERCHANT,4.4,117446000,516762400
ESL,ESL.N0000,ENTRUST SEC,24,33000014,792000336
ETWO,ETWO.N0000,EQUITY TWO PLC,54.9,31000000,1701900000
EXPO,EXPO.N0000,EXPOLANKA,4,1954915000,7819660000
FLCH,FLCH.N0000,BROWNS CAPITAL,3.5,1368000000,4788000000
GEST,GEST.N0000,GESTETNER,100,2657812,265781200
GHLL,GHLL.N0000,GALADARI,6.9,500829564,3455723992
GLAS,GLAS.N0000,PIRAMAL GLASS,3.8,950086080,3610327104
GOOD,GOOD.N0000,GOOD HOPE,902.6,3883782,3505501633
GRAN,GRAN.N0000,GRAIN ELEVATORS,59.5,60000000,3570000000
GREG,GREG.N0000,AMBEON HOLDINGS,11.1,356869666,3961253293
GSF,GSF.N0000,PRIME FINANCE,18.1,79200000,1433520000
GUAR,GUAR.N0000,CEYLON GUARDIAN,66.1,82978868,5484903175
HAPU,HAPU.N0000,HAPUGASTENNE,16.3,46315789,754947360.7
HARI,HARI.N0000,HARISCHANDRA,1499.5,1919600,2878440200
HASU,HASU.N0000,HNB ASSURANCE,132,50000000,6600000000
HAYC,HAYC.N0000,HAYCARB,130,29712375,3862608750
HAYL,HAYL.N0000,HAYLEYS,187,75000000,14025000000
HDEV,HDEV.N0000,HOTEL DEVELOPERS,94.8,2046645686,194022000000
HDFC,HDFC.N0000,HDFC,26,64710520,1682473520
HEXP,HEXP.N0000,HAYLEYS FIBRE,72.7,8000000,581600000
HHL,HHL.N0000,HEMAS HOLDINGS,88.8,574951592,51055701370
HNB,HNB.N0000,HNB,214,395451248,84626567072
HNB,HNB.X0000,HNB,168.5,97199341,16378088959
HOPL,HOPL.N0000,HORANA,15,25000000,375000000
HPFL,HPFL.N0000,LOTUS HYDRO,4.5,109088112,490896504
HPL,HPL.N0000,HATTON,6.9,236666671,1633000030
HPWR,HPWR.N0000,RESUS ENERGY,21.1,58390263,1232034549
HSIG,HSIG.N0000,HOTEL SIGIRIYA,59.3,5859000,347438700
HUEJ,HUEJ.N0000,HUEJAY,22.4,1800000,40320000
HUNA,HUNA.N0000,HUNAS FALLS,79,5625000,444375000
HUNT,HUNT.N0000,HUNTERS,400,5145000,2058000000
HVA,HVA.N0000,HVA FOODS,4.4,66428660,292286104
IDL,IDL.N0000,SERENDIB ENG.GRP,6.6,32383250,213729450
INDO,INDO.N0000,INDO MALAY,1300,4811400,6254820000
JETS,JETS.N0000,JETWING SYMPHONY,12,502188559,6026262708
JINS,JINS.N0000,JANASHAKTHI INS.,30,226526153,6795784590
JKH,JKH.N0000,JKH,159.7,1387528658,221588000000
JKL,JKL.N0000,JOHN KEELLS,52.5,60800000,3192000000
KAHA,KAHA.N0000,KAHAWATTE,39.9,79889805,3187603220
KAPI,KAPI.N0000,MTD WALKERS,11,167647568,1844123248
KCAB,KCAB.N0000,KELANI CABLES,75.8,21800000,1652440000
KDL,KDL.N0000,KELSEY,30.4,17429274,529849929.6
KFP,KFP.N0000,KEELLS FOOD,134,25500000,3417000000
KGAL,KGAL.N0000,KEGALLE,55,25000000,1375000000
KHC,KHC.N0000,KANDY HOTELS,4.8,577500000,2772000000
KHL,KHL.N0000,KEELLS HOTELS,7.8,1456146780,11357944884
KOTA,KOTA.N0000,KOTAGALA,6.7,75225000,504007500
KVAL,KVAL.N0000,KELANI VALLEY,99.7,34000000,3389800000
KZOO,KZOO.N0000,RENUKA CAPITAL,3.8,173798500,660434300
LALU,LALU.N0000,LANKA ALUMINIUM,65.9,13702823,903016035.7
LAMB,LAMB.N0000,KOTMALE HOLDINGS,165.3,31400000,5190420000
LCEM,LCEM.N0000,LANKA CEMENT,2.5,173510748,433776870
LCEY,LCEY.N0000,LANKEM CEYLON,25,33853200,846330000
LDEV,LDEV.N0000,LANKEM DEV.,4.1,120000000,492000000
LFIN,LFIN.N0000,LB FINANCE,123,139651428,17177125644
LGL,LGL.N0000,LAUGFS GAS,18.7,335000086,6264501608
LGL,LGL.X0000,LAUGFS GAS,15.4,52000000,800800000
LHCL,LHCL.N0000,LANKA HOSPITALS,42.6,223732169,9530990399
LHL,LHL.N0000,LIGHTHOUSE HOTEL,29.2,46000000,1343200000
LIOC,LIOC.N0000,LANKA IOC,24.6,532465705,13098656343
LION,LION.N0000,LION  BREWERY,570,80000000,45600000000
LITE,LITE.N0000,LAXAPANA,11,39000000,429000000
LLMP,LLMP.N0000,LUCKY LANKA,1.1,176028410,193631251
LLMP,LLMP.X0000,LUCKY LANKA,0.8,24000000,19200000
LLUB,LLUB.N0000,CHEVRON,72.8,240000000,17472000000
LMF,LMF.N0000,LMF,130,39998000,5199740000
LOFC,LOFC.N0000,LOLC FINANCE,3.4,4200000000,14280000000
LOLC,LOLC.N0000,L O L C HOLDINGS,89.9,475200000,42720480000
LPRT,LPRT.N0000,LAKE HOUSE PRIN.,140,2937245,411214300
LVEF,LVEF.N0000,LVL ENERGY,8.4,582278117,4891136183
LVEN,LVEN.N0000,LANKA VENTURES,42.1,50000000,2105000000
LWL,LWL.N0000,LANKA WALLTILE,71,54600000,3876600000
MADU,MADU.N0000,MADULSIMA,6.3,169501097,1067856911
MAL,MAL.N0000,MALWATTE,7.8,202792331,1581780182
MAL,MAL.X0000,MALWATTE,4.1,20250660,83027706
MARA,MARA.N0000,MARAWILA RESORTS,1.8,228000000,410400000
MASK,MASK.N0000,MASKELIYA,10.2,53953489,550325587.8
MBSL,MBSL.N0000,MERCHANT BANK,9.6,165717222,1590885331
MEL,MEL.N0000,MACKWOODS ENERGY,1.9,100000000,190000000
MELS,MELS.N0000,MELSTACORP,50.3,1165397072,58619472722
MERC,MERC.N0000,MERCANTILE INV,2580.3,3006000,7756381800
MFL,MFL.N0000,MULTI FINANCE,13.9,63610181,884181515.9
MGT,MGT.N0000,HAYLEYS FABRIC,9.1,207740888,1890442081
MHDL,MHDL.N0000,MILLENNIUM HOUSE,8.6,134681320,1158259352
MIRA,MIRA.N0000,MIRAMAR,61.9,2750000,170225000
MORI,MORI.N0000,MORISONS,720.9,5808290,4187196261
MORI,MORI.X0000,MORISONS,532.9,1742490,928572921
MRH,MRH.N0000,MAHAWELI REACH,13,47066447,611863811
MSL,MSL.N0000,MERC. SHIPPING,69.7,2844990,198295803
MULL,MULL.N0000,MULLERS,0.6,283000000,169800000
NAMU,NAMU.N0000,NAMUNUKULA,63.8,23750000,1515250000
NDB,NDB.N0000,NAT. DEV. BANK,106.8,210317117,22461868096
NEH,NEH.N0000,NUWARA ELIYA,950,2186040,2076738000
NEST,NEST.N0000,NESTLE,1700,53725463,91333287100
NHL,NHL.N0000,NAWALOKA,4.7,1409505596,6624676301
NIFL,NIFL.N0000,LOLC DEV FINANCE,39.4,237943274,9374964996
NTB,NTB.N0000,NATIONS TRUST,89.2,238664673,21288888832
NTB,NTB.X0000,NATIONS TRUST,82.1,39082463,3208670212
ODEL,ODEL.N0000,ODEL PLC,25.5,272129431,6939300491
OFEQ,OFEQ.N0000,OFFICE EQUIPMENT,89.9,833560,74937044
OGL,OGL.N0000,ORIENT GARMENTS,7,54916656,384416592
ONAL,ONAL.N0000,ON'ALLY,100.1,17500770,1751827077
OSEA,OSEA.N0000,OVERSEAS REALTY,16.5,1243029582,20509988103
PABC,PABC.N0000,PAN ASIA,14.8,442561629,6549912109
PALM,PALM.N0000,PALM GARDEN HOTL,21.4,43267000,925913800
PAP,PAP.N0000,PANASIAN POWER,3,500000000,1500000000
PARA,PARA.N0000,PARAGON,50.1,1000280,50114028
PARQ,PARQ.N0000,SWISSTEK,41,27372000,1122252000
PCH,PCH.N0000,PC HOUSE,0.1,343400001,34340000.1
PCHH,PCHH.N0000,ADAM CAPITAL,0.3,252000242,75600072.6
PCP,PCP.N0000,PC PHARMA,0.1,101000020,10100002
PDL,PDL.N0000,PDL,119.2,66000000,7867200000
PEG,PEG.N0000,PEGASUS HOTELS,22.2,30391538,674692143.6
PHAR,PHAR.N0000,COLOMBO CITY,730,1272857,929185610
PINS,PINS.N0000,PEOPLE'S INS,19.1,200000000,3820000000
PLC,PLC.N0000,PEOPLES LEASING,16.3,1579862482,25751758457
PMB,PMB.N0000,PEOPLE'S MERCH,11.4,67500000,769500000
RAL,RAL.N0000,RENUKA AGRI,2.1,561750000,1179675000
RCH,RCH.N0000,RENUKA HOTELS,51,40297530,2055174030
RCL,RCL.N0000,ROYAL CERAMIC,74.6,110789384,8264888046
REEF,REEF.N0000,CITRUS LEISURE,4.8,96650427,463922049.6
REG,REG.N0000,REGNIS,70.1,11267863,789877196.3
RENU,RENU.N0000,RENUKA CITY HOT.,255,7000000,1785000000
REXP,REXP.N0000,RICH PIERIS EXP,214.9,11163745,2399088801
RFL,RFL.N0000,RAMBODA FALLS,17.5,20000000,350000000
RGEM,RGEM.N0000,RADIANT GEMS,24,2400000,57600000
RHL,RHL.N0000,RENUKA HOLDINGS,16.6,89034626,1477974792
RHL,RHL.X0000,RENUKA HOLDINGS,14.7,12856830,188995401
RHTL,RHTL.N0000,FORTRESS RESORTS,9.1,110886684,1009068824
RICH,RICH.N0000,RICHARD PIERIS,10.5,2035038275,21367901888
RIL,RIL.N0000,R I L PROPERTY ,6.9,800000000,5520000000
RPBH,RPBH.N0000,ROYAL PALMS,15.5,50000000,775000000
RWSL,RWSL.N0000,RAIGAM SALTERNS,2,282207320,564414640
SAMP,SAMP.N0000,SAMPATH,235,280902248,66012028280
SCAP,SCAP.N0000,SOFTLOGIC CAP,6.3,688160000,4335408000
SDB,SDB.N0000,SANASA DEV. BANK,75,56308252,4223118900
SELI,SELI.N0000,SELINSING,711.4,5678247,4039504916
SEMB,SEMB.N0000,S M B LEASING,0.5,1191766772,595883386
SEMB,SEMB.X0000,S M B LEASING,0.2,614066101,122813220.2
SERV,SERV.N0000,KINGSBURY,15.2,242000000,3678400000
SEYB,SEYB.N0000,SEYLAN BANK,78,184104010,14360112780
SEYB,SEYB.X0000,SEYLAN BANK,44.5,181995082,8098781149
SFCL,SFCL.N0000,SENKADAGALA,89,72475061,6450280429
SFIN,SFIN.N0000,SINGER FINANCE,13.9,202074075,2808829643
SFL,SFL.N0000,SINHAPUTHRA FIN,8.8,62958930,554038584
SFS,SFS.N0000,SWARNAMAHAL FIN,1.7,500000140,850000238
SHAL,SHAL.N0000,SHALIMAR,1497.6,5397840,8083805184
SHAW,SHAW.N0000,LEE HEDGES,68.7,25602730,1758907551
SHL,SHL.N0000,SOFTLOGIC,21.5,1192543209,25639678994
SHOT,SHOT.N0000,SERENDIB HOTELS,17,75514738,1283750546
SHOT,SHOT.X0000,SERENDIB HOTELS,16.4,36011056,590581318.4
SIGV,SIGV.N0000,SIGIRIYA VILLAGE,40.3,9000000,362700000
SIL,SIL.N0000,SAMSON INTERNAT.,100,4232771,423277100
SING,SING.N0000,STANDARD CAPITAL,54,5540828,299204712
SINH,SINH.N0000,SINGHE HOSPITALS,1.4,398225895,557516253
SINI,SINI.N0000,SINGER IND.,66,10000380,660025080
SINS,SINS.N0000,SINGER SRI LANKA,30,375628830,11268864900
SIRA,SIRA.N0000,SIERRA  CABL,2.1,537512430,1128776103
SLND,SLND.N0000,SERENDIB LAND,1481.7,360000,533412000
SLTL,SLTL.N0000,SLT,23.4,1804860000,42233724000
SMOT,SMOT.N0000,SATHOSA MOTORS,534.5,6033622,3224970959
SOY,SOY.N0000,CONVENIENCE FOOD,450,2750000,1237500000
SPEN,SPEN.N0000,AITKEN SPENCE,47.8,405996045,19406610951
STAF,STAF.N0000,DOLPHIN HOTELS,24.8,31621477,784212629.6
SUGA,SUGA.N0000,PELWATTE,23.5,67976891,1597456939
SUN,SUN.N0000,SUNSHINE HOLDING,53.8,149554103,8046010741
SWAD,SWAD.N0000,SWADESHI,14991.1,149333,2238665936
TAFL,TAFL.N0000,THREE ACRE FARMS,101.4,23545000,2387463000
TAJ,TAJ.N0000,TAL LANKA,13,139637494,1815287422
TANG,TANG.N0000,TANGERINE,36.4,20000000,728000000
TAP,TAP.N0000,AMBEON CAPITAL,4,1002724815,4010899260
TESS,TESS.N0000,TESS AGRO,0.5,339797287,169898643.5
TESS,TESS.X0000,TESS AGRO,0.5,50000000,25000000
TFC,TFC.N0000,THE FINANCE CO.,2,57966232,115932464
TFC,TFC.X0000,THE FINANCE CO.,1.1,100000000,110000000
TFIL,TFIL.N0000,TRADE FINANCE,57.9,56800400,3288743160
TILE,TILE.N0000,LANKA TILES,73.1,53050410,3877984971
TJL,TJL.N0000,TEEJAY LANKA,32.5,701956580,22813588850
TKYO,TKYO.N0000,TOKYO CEMENT,25.2,267300000,6735960000
TKYO,TKYO.X0000,TOKYO CEMENT,23,133650000,3073950000
TPL,TPL.N0000,TALAWAKELLE,49.2,23750000,1168500000
TRAN,TRAN.N0000,TRANS ASIA,87.8,200000000,17560000000
TSML,TSML.N0000,TEA SMALLHOLDER,26,30000000,780000000
TWOD,TWOD.N0000,TOUCHWOOD,2.6,106905600,277954560
TYRE,TYRE.N0000,KELANI TYRES,35.9,80400000,2886360000
UAL,UAL.N0000,UNION ASSURANCE,347.3,58928572,20465893056
UBC,UBC.N0000,UNION BANK,11,1091406249,12005468739
UCAR,UCAR.N0000,UNION CHEMICALS,400,1500000,600000000
UDPL,UDPL.N0000,UDAPUSSELLAWA,30,19398850,581965500
UML,UML.N0000,UNITED MOTORS,78,100900626,7870248828
VANI,VANI.N0000,VANIK INCORP PLC,0.8,65481650,52385320
VANI,VANI.X0000,VANIK INCORP PLC,0.8,11737290,9389832
VFIN,VFIN.N0000,VALLIBEL FINANCE,68.7,58863350,4043912145
VLL,VLL.N0000,VIDULLANKA,4.6,837785465,3853813139
VONE,VONE.N0000,VALLIBEL ONE,17,1086559353,18471509001
VPEL,VPEL.N0000,VALLIBEL,6.4,747109731,4781502278
WAPO,WAPO.N0000,GUARDIAN CAPITAL,24,25833808,620011392
WATA,WATA.N0000,WATAWALA,19.1,200962555,3838384801
YORK,YORK.N0000,YORK ARCADE,85,750000,63750000
