Daily Market Statistics,,,,,,,,,,
,ASPI,MPI,S&P SL 20,TURNOVER,TURNOVER,TURNOVER,TURNOVER,SHARES TRADED,TRADES,MARKET CAP.
,,,,EQUITY-Mn,CORP.DEBT '000,GOVN DEBT '000,FUNDS '000,EQUITY '000,EQUITY,Mn.
2017-10-27 00:00:00,6612.91,,3872.5,351.992579,0,,1003.437,17645.508,5759,3006728.737787
2017-10-30 00:00:00,6607.14,,3879.12,2530.485311,0,,405.25,35164.237,4847,3004101.671035
2017-10-31 00:00:00,6617.36,,3899.63,732.544589,0,,850,24710.922,5461,3008752.070747
2017-11-01 00:00:00,6624.2,,3902.45,999.744448,4277.803,,422.21,17152.544,4968,3011860.603831
2017-11-02 00:00:00,6621.47,,3898.41,992.052871,0,,467.904,17823.694,4697,3010621.677413
2017-11-06 00:00:00,6602.72,,3883.18,588.32092,0,,-,11325.391,3148,3002095.312577
2017-11-07 00:00:00,6595.89,,3878.42,589.32092,10.46,,-,13186.378,3239,2998992.381134
2017-11-08 00:00:00,6598.26,,3869.06,3346.963558,3024.493,,-,51264.694,3270,3000476.876826
2017-11-09 00:00:00,6567.07,,3849.1,1559.259528,82319.341,,-,88208.137,4624,2986307.963311
2017-11-10 00:00:00,6552.59,,3841.97,1351.509946,0,,-,48355.939,3391,2979726.284769
2017-11-13 00:00:00,6511.55,,3813.98,1288.444123,667.5,,148.125,38632.12,3429,2961063.498092
2017-11-14 00:00:00,6457.9,,3770.19,670.332983,0,,622.74,22034.184,5184,2936680.647312
2017-11-15 00:00:00,6428.83,,3737.86,928.636023,101.066,,-,15275.863,3960,2923459.974345
2017-11-16 00:00:00,6448.98,,3762.4,1015.580731,0,,2.48,16640.174,4810,2933425.023204
2017-11-17 00:00:00,6483.55,,3798,717.565428,42736.733,,1.23,30710.497,3601,2949149.96145
2017-11-20 00:00:00,6473.87,,3784.58,707.751144,977.949,,-,30211.149,2939,2944748.817995
2017-11-21 00:00:00,6458.73,,3769.55,1575.938337,0,,739.852,76653.593,3182,2943451.377971
2017-11-22 00:00:00,6464.44,,3753.1907805221,324.339483,0,,0.094,12059.839,3466,2946088.048943
2017-11-23 00:00:00,6456.11,,3752.37428346979,1490.369358,995.18,,1.81,15191.039,2672,2942839.841748
2017-11-24 00:00:00,6413.68,,3733.09690700472,596.368481,996.238,,0,14135.452,3266,2923500.600912
2017-11-27 00:00:00,6417.15,,3741.78264108175,342.729979,10218.868,,1.54,16600.89,2864,2925081.929762
2017-11-28 00:00:00,6405.22,,3731.42485836126,238.949581,1475.125,,32.471,8642.693,2675,2919645.360271
2017-11-29 00:00:00,6405.53,,3723.41674653637,799.68538,93.2149323,,369.0468,16884.509,2824,2919784.521812
2017-11-30 00:00:00,6411.84,,3724.96241626948,451.096688,2864.276,,0,23331.582,2353,2922663.551086
2017-12-04 00:00:00,6405.91,,3720.83649589045,716.607756,1247.267842,,109.275,11851.403,2239,2919961.158335
2017-12-05 00:00:00,6390.55,,3716.50388656625,917.829481,6677.415,,270.508,13604.431,3431,2913022.656557
2017-12-06 00:00:00,6380.91,,3708.5606060149,1204.504964,2378.019,,0,28453.752,2991,2908628.970939
2017-12-07 00:00:00,6382.95,,3712.60545148655,985.952359,67730.799,,0,24302.328,2575,2909559.307965
2017-12-08 00:00:00,6375.21,,3713.15085473337,820.732776,263314.697,,0,12223.34,2304,2906032.535912
2017-12-11 00:00:00,6357.41,,3695.85044162021,282.209156,0,,0,10105.946,2479,2898065.043076
2017-12-12 00:00:00,6360.36,,3709.99434817192,999.838097,1169.463,,0.049,21037.572,2881,2899410.70107
2017-12-13 00:00:00,6352.77,,3687.79529716276,682.809228,94.494,,0.162,21374.681,2446,2896432.555147
2017-12-14 00:00:00,6357.04,,3689.23347765906,1230.913046,1122.198,,1894.776,66335.715,3030,2894422.323554
2017-12-15 00:00:00,6352.1,,3692.55764875159,345.411207,2664.143,,2.34,16669.609,2218,2892173.66688
2017-12-18 00:00:00,6346.7,,3692.95150800019,233.043569,10.102,,0,10577.508,2688,2889714.142742
2017-12-19 00:00:00,6325.46,,3662.64040856493,357.605719,32944.928,,0,10872.894,2828,2880044.243081
2017-12-20 00:00:00,6321.36,,3652.34953463038,897.333926,0,,0,13532.134,2720,2878223.503522
2017-12-21 00:00:00,6323.52,,3647.01525459836,134.655223,0,,0,5010.043,2099,2879206.348204
2017-12-22 00:00:00,6323.74,,3649.91438869747,115.140197,22.778,,0,9691.413,2715,2879303.031735
2017-12-26 00:00:00,6350.3,,3671.16832871173,153.818896,0,,0.243,28800.158,3110,2890646.476044
2017-12-27 00:00:00,6359.06,,3668.70120663226,263.343536,0,,0,11855.445,3032,2894639.697937
2017-12-28 00:00:00,6364.34,,3667.77071313859,220.997152,0,,0.008,5512.493,2368,2897041.405787
2017-12-29 00:00:00,6369.26,,3671.72428512865,379.976585,0,,0.092,12113.079,3096,2899291.197951
2018-01-02 00:00:00,6411.27,,3702.63,194.557448,0,,320,5203.768,2189,2918415.802288
2018-01-03 00:00:00,6463.5,,3742.85,638.313867,1755.511,,3.95,13371.618,4107,2942187.238933
2018-01-04 00:00:00,6459.66,,3745.26,1490.614818,294.594,,469.88,14305.182,3158,2940441.921441
2018-01-05 00:00:00,6514.73,,3783.93,1363.563003,0,,0,20236.637,4657,2973106.580238
2018-01-08 00:00:00,6540.51,,3810.05,1735.380399,2031.79,,894.3,112091.38,3401,2984870.654534
2018-01-09 00:00:00,6527.14,,3808.62,546.788591,2028.674,,18.05,22027.438,3255,2984579.163436
2018-01-10 00:00:00,6502.96,,3791.57,376.015877,656.774,,3.851,16237.555,2860,2973524.782991
2018-01-11 00:00:00,6496.23,,3793.96,531.878551,0,,1679.78,13379.122,2379,2970455.0826
2018-01-12 00:00:00,6473.62,,3767.2,968.33,569.545,,21.94,13317.522,3031,2960114.494909
2018-01-16 00:00:00,6447.61,,3747.16,884.607754,0,,0.74,9192.445,2483,2948428.717303
2018-01-17 00:00:00,6439.34,,3746.18,491.088266,3418.389,,0,8296.979,2599,2944644.333273
2018-01-18 00:00:00,6410.11,,3709.63,1269.907114,12337.939,,0,13005.681,2317,2931277.334315
2018-01-19 00:00:00,6443.5,,3735.48,1695.875952,10732.582,,26.393,18121.366,2653,2946548.579542
2018-01-22 00:00:00,6421.4,,3717.07,460.677183,15580.07,,7,8476.123,2192,2936441.725902
2018-01-23 00:00:00,6418.05,,3726.66,1497.518254,408.497,,100.463,17042.277,2971,2934911.85771
2018-01-24 00:00:00,6440.77,,3745.24,453.249552,0,,0,12099.865,2576,2945302.439296
2018-01-25 00:00:00,6448.21,,3747.9,1331.715405,0,,71.705,16081.577,2903,2948624.095926
2018-01-26 00:00:00,6456.04,,3749.89,264.060978,535.87,,0,14538.213,2300,2952201.316668
2018-01-29 00:00:00,6453.95,,3737.58,337.067217,303.232,,0,19340.09,3260,2951248.076493
2018-01-30 00:00:00,6476.41,,3747.3,926.897507,0,,0,60823.782,5655,2961465.766946
2018-02-01 00:00:00,6498.45,,3743.17,902.681584,0,,10.874,28444.277,5631,2971544.512656
2018-02-02 00:00:00,6520.46,,3751.95,1222.868119,0,,231,70596.561,7801,2983459.168684
2018-02-06 00:00:00,6512.54,,3736.64,848.252603,0,,1.45,26262.685,4880,2979835.993285
2018-02-07 00:00:00,6507.25,,3729.47,968.335272,0,,0,35509.126,5726,2977501.103017
2018-02-08 00:00:00,6542.9,,3738.79,1335.082683,0,,15.035,69655.978,9650,2995398.675875
2018-02-09 00:00:00,6572.29,,3730.18,451.748249,1504.198,,198.66,55886.614,6928,3008852.284423
2018-02-12 00:00:00,6542.99,,3714.97,597.55719,10389.541,,270.165,34779.919,4897,2995438.926794
2018-02-14 00:00:00,6532.26,,3698.8,654.715556,0,,0.315,27596.859,5736,2990527.825234
2018-02-15 00:00:00,6553.21,,3701.01,878.064736,0,,0,41378.871,7668,3000132.17328
2018-02-16 00:00:00,6563.69,,3705.21,735.479679,603.735,,1973.608,33987.164,8019,3004928.953692
2018-02-19 00:00:00,6565.63,,3699.72,288.362754,29246.433,,6.772,13271.071,4125,3005818.302781
2018-02-20 00:00:00,6577.84,,3714.75,860.153653,16083.347,,2670,81035.49,6405,3014623.083645
2018-02-21 00:00:00,6598.73,,3735.55,829.381045,0,,0,31283.475,5661,3024196.165566
2018-02-22 00:00:00,6571.54,,3722.55,1535.237123,33194.775,,0.188,37885.811,4415,3011738.25288
2018-02-23 00:00:00,6575.39,,3728.31,813.63258,0,,107.038,25781.373,5311,3013500.60864
2018-02-26 00:00:00,6560.32,,3723.41,3313.964891,5202.491,,214,56991.168,4625,3044440.695886
2018-02-27 00:00:00,6559.42,,3723.55,2228.588127,0.102,,0,27676.792,5117,3049903.318812
2018-02-28 00:00:00,6551.78,,3710.14,1049.10574,0,,0.074,23866.126,6391,3046352.101534
2018-03-02 00:00:00,6557.02,,3717.55,449.539675,0,,0.056,15004.987,4752,3048786.794771
2018-03-05 00:00:00,6552.81,,3721.97,1295.326329,1447.743,,2.331,20398.519,4661,3046832.310767
2018-03-06 00:00:00,6533.46,,3710.82,436.836456,12445.165,,1.154,15999.017,4464,3037908.198991
2018-03-07 00:00:00,6503.86,,3681.26,370.944804,51.736,,107,15045.326,4714,3024145.688217
2018-03-08 00:00:00,6521.24,,3692.79,733.459451,50880.709,,0.497,24237.761,6978,3044795.657255
2018-03-09 00:00:00,6551.19,,3698.57,868.972339,212.466,,7.205,42283.601,8559,3058775.382386
2018-03-12 00:00:00,6547.73,,3681.25,540.091784,0,,0,23694.676,6893,3057161.483149
2018-03-13 00:00:00,6554.83,,3681.05,2511.414356,0,,1.4,135134.643,6846,3060475.097033
2018-03-14 00:00:00,6519.48,,3665.52,1566.551377,129.612,,0.21,64291.946,5396,3043973.399446
2018-03-15 00:00:00,6500.99,,3666.35,806.182527,389,,0,14734.398,3970,3035340.59718
2018-03-16 00:00:00,6509.46,,3679.93,824.607257,207.628,,0,24591.573,5113,3039294.995919
2018-03-19 00:00:00,6493.63,,3669.46,396.485634,0,,0,9965.3,3896,3031902.640327
2018-03-20 00:00:00,6462.5,,3641.46,286.702652,0,,0,9240.895,4027,3017374.434073
2018-03-21 00:00:00,6445.97,,3626.56,632.246086,0,,0,38983.041,4069,3009655.997724
2018-03-22 00:00:00,6451.51,,3624.99,1374.769034,510.281,,0.008,19624.785,4385,3012239.841908
2018-03-23 00:00:00,6443.75,,3623.64,953.896728,10238.889,,13.246,42750.855,4679,3007639.563677
2018-03-26 00:00:00,6448.6,,3635.35,1594.98841,6007.685,,19.081,57213.157,4202,3009961.572726
2018-03-27 00:00:00,6440.43,,3635.02,865.928943,0,,0,29868.381,4455,3010065.332118
2018-03-28 00:00:00,6440.2,,3639.52,13397.41747,1190.264,,0,162434.822,3800,3013977.091456
2018-03-29 00:00:00,6476.78,,3650.1,3527.139799,199.153,,76.126,107669.489,5010,3032708.226621
2018-04-02 00:00:00,6449.9,,3634.03,2288.676316,0,,310.205,26943.53,3743,3020119.269814
2018-04-03 00:00:00,6458.33,,3631.81,530.105771,102.34,,0.007,24038.131,3594,3024066.48462
2018-04-04 00:00:00,6444.41,,3640.19,1212.644554,153.556,,0,26178.893,3392,3016763.560479
2018-04-05 00:00:00,6474.7,,3657.16,993.426311,256.003,,82.687,31017.156,3718,3030647.774836
2018-04-06 00:00:00,6455.32,,3656.89,134.589199,0,,0.77,10725.467,2734,3021576.141925
2018-04-09 00:00:00,6431.1,,3646.98,679.686397,150704.858,,0,7833.748,2739,3010554.55213
2018-04-10 00:00:00,6439.83,,3656.61,499.137562,0,,0,16024.993,3481,3014640.491218
2018-04-11 00:00:00,6451.17,,3666.95,553.038442,1250.151,,0,16345.95,2891,3019951.209576
2018-04-12 00:00:00,6483.92,,3676.98,356.935683,0,,0,38368.024,3069,3035281.831572
2018-04-16 00:00:00,6496.44,,3671.29,101.940909,734.932,,0,7015.178,2794,3041141.05058
2018-04-17 00:00:00,6544.25,,3687.62,315.387356,0,,13.8,91749.433,3446,3063522.731254
2018-04-18 00:00:00,6551.83,,3690.79,188.309337,0,,10.2,9184.156,3043,3058891.796301
2018-04-19 00:00:00,6528.57,,3676.5,269.782077,0,,350,12319.283,3840,3048030.79379
2018-04-20 00:00:00,6540.97,,3679.23,418.510996,14013.603,,35,12162.931,2760,3053821.154667
2018-04-23 00:00:00,6525.17,,3675.52,554.764093,0,,0,10938.589,4584,3046443.674301
2018-04-24 00:00:00,6516.71,,3681.6,356.768462,6.167,,0,16590.62,4110,3042498.443457
2018-04-25 00:00:00,6533.63,,3684.35,845.418231,529.006,,0,14377.803,4371,3050399.70025
2018-04-26 00:00:00,6521.74,,3678.26,390.198383,0,,3.633,11851.324,3665,3044900.767326
2018-04-27 00:00:00,6531.06,,3660.1,971.949723,11474.077,,0,23691.502,4074,3049251.127914
2018-05-01 00:00:00,6533.94,,3653,517.942913,0,,9.863,51038.475,3258,3050595.344175
2018-05-02 00:00:00,6518.64,,3642.79,612.754173,103.261,,3.619,33944.9,5647,3043452.518725
2018-05-03 00:00:00,6523.88,,3649.4,463.161326,82589.356,,0,13911.564,3891,3045901.817948
2018-05-04 00:00:00,6506.74,,3640.48,386.363333,101265.159,,0.081,11648.913,3455,3037897.986444
2018-05-08 00:00:00,6485.57,,3632.61,601.642872,0,,14.2,12214.209,3374,3028014.452798
2018-05-09 00:00:00,6483.65,,3631.72,1216.144018,3233.805,,7364.4,24176.512,4339,3028154.457598
2018-05-10 00:00:00,6479.71,,3625.86,618.816599,70.812,,0.081,48826.48,5500,3025097.356071
2018-05-11 00:00:00,6478.87,,3622.11,769.469657,159915.632,,0,23842.347,4302,3025981.389307
2018-05-14 00:00:00,6444.96,,3609.04,924.42659,0,,0,35597.413,3705,3010147.540526
2018-05-15 00:00:00,6456.32,,3616.16,325.4206,0,,0.015,22552.904,3596,3015450.84123
2018-05-16 00:00:00,6483.47,,3620.55,455.239384,0,,7,14455.669,3920,3028133.204526
2018-05-17 00:00:00,6473.18,,3609.88,484.62622,85970.828,,2.861,21845.539,3226,3023326.511415
2018-05-18 00:00:00,6492.06,,3628.74,433.303009,9611.91,,0,16024.082,3387,3032144.32776
2018-05-21 00:00:00,6466.07,,3624.41,524.023379,70696.428,,0,16475.595,3832,3020006.596431
2018-05-22 00:00:00,6472.25,,3613.94,777.383166,0,,0,24930.479,3676,3022892.609547
2018-05-23 00:00:00,6465.48,,3611.44,249.98391,36793.254,,0,18110.882,3262,3019730.692069
2018-05-24 00:00:00,6472.21,,3616.33,652.702682,5194.187,,0,53675.545,3469,3022876.178103
2018-05-25 00:00:00,6467.8,,3620.71,1352.824359,1136117.974,,2.253,82052.966,3574,3020812.553642
2018-05-28 00:00:00,6453.41,,3616.13,397.374065,0,,0.076,25429.135,3272,3014693.268212
2018-05-30 00:00:00,6420.98,,3585.53,1670.499068,234674.559,,0,28727.259,4053,2999543.827891
2018-05-31 00:00:00,6398.44,,3567.04,2307.772957,0,,0,25712.133,3999,2989015.024897
2018-06-01 00:00:00,6401.03,,3581.23,839.666947,339.331,,0,19020.38,3100,2989235.711569
2018-06-04 00:00:00,6394.93,,3574.37,771.838735,102.22,,1.562,11795.679,2759,2986383.290449
2018-06-05 00:00:00,6409.51,,3592.66,680.634084,226.36,,0,12840.588,4210,2993193.578182
2018-06-06 00:00:00,6399.91,,3578.44,510.109652,65393.188,,0,12497.249,3305,2988712.147498
2018-06-07 00:00:00,6363.62,,3557.76,545.704793,9.736,,0,24300.639,4211,2971763.16149
2018-06-08 00:00:00,6354.92,,3539.93,326.173926,0,,0,13239.415,3426,2967702.238309
2018-06-11 00:00:00,6352.61,,3544.99,393.901401,0,,0.104,14997.666,2715,2966623.759307
2018-06-12 00:00:00,6348.53,,3538.15,876.429954,0,,1020,16171.801,2943,2964718.462001
2018-06-13 00:00:00,6337.88,,3532.09,459.848277,10436.212,,0.016,9729.849,2229,2959814.347854
2018-06-14 00:00:00,6331.1,,3526.93,273.336356,91351.275,,0.705,46841.774,2996,2956646.710164
2018-06-18 00:00:00,6310.51,,3513.89,1292.27828,469.325,,30.09,16700.562,3039,2947031.605753
2018-06-19 00:00:00,6265.73,,3473.52,638.638151,1409.726,,0,23368.179,3775,2926976.652407
2018-06-20 00:00:00,6217.91,,3430.73,341.455119,0,,0.85,14008.691,3831,2904638.535146
2018-06-21 00:00:00,6229.06,,3431.3,416.186131,0,,4.42,19402.607,3187,2909847.544378
2018-06-22 00:00:00,6228.15,,3428,277.416977,0,,0.126,19031.12,3626,2909414.81095
2018-06-25 00:00:00,6220.13,,3421.06,176.080392,0,,1.035,8846.819,2624,2905667.287947
2018-06-26 00:00:00,6188.05,,3397.89,541.165169,0,,0.207,14766.011,3218,2890683.928652
2018-06-28 00:00:00,6181.48,,3390.15,1278.914951,12066.066,,3.696,19193.727,2939,2887617.495495
2018-06-29 00:00:00,6194.63,,3388.88,946.90205,0,,0.144,21634.398,3273,2893761.394639
2018-07-02 00:00:00,6128.34,,3348.28,755.973277,0,0,0,19105.433,2768,2862792.794221
2018-07-03 00:00:00,6081.08,,3303.11,566.500514,383.129,,0,11898.498,3495,2840716.523812
2018-07-04 00:00:00,6044.03,,3280.8,261.563827,0,,0.436,21378.27,3283,2823408.849477
2018-07-05 00:00:00,6117.86,,3295.69,512.227441,0,,10.67,10892.243,4000,2857896.328958
2018-07-06 00:00:00,6108.71,,3323.52,753.543486,0,,0.95,22433.214,3826,2853624.714487
2018-07-09 00:00:00,6077.32,,3298.23,154.883377,0,0,0,5967.444,2436,2838957.963198
2018-07-10 00:00:00,6077.37,,3305.59,142.697434,0,0,0,8030.605,2234,2838983.298583
2018-07-11 00:00:00,6092.65,,3318.4,461.582364,0,0,0,13938.966,3106,2846118.835433
2018-07-12 00:00:00,6118.8,,3336.41,586.001105,55003.622,,0,18845.23,3526,2858957.686685
2018-07-13 00:00:00,6138.08,,3334.82,626.022055,0,0,0,46198.759,4555,2867969.922274
2018-07-16 00:00:00,6130.62,,3336.07,304.089192,0,0,0,13304.65,2826,2864484.829793
2018-07-17 00:00:00,6179.88,,3378.55,454.875008,0,,0,17087.933,4094,2886768.434011
2018-07-18 00:00:00,6160.69,,3360.16,543.816523,0,,475,103685.032,2988,2884871.047183
2018-07-19 00:00:00,6183.02,,3389.76,634.689787,0,0,0,20876.788,3291,2895328.36899
2018-07-20 00:00:00,6191.17,,3400.43,207.134626,0,0,0,14786.902,2898,2899145.543605
2018-07-23 00:00:00,6184.68,,3397.66,238.398519,0,0,0,10335.482,2935,2896106.224115
2018-07-24 00:00:00,6183.64,,3392.23,273.813333,0,0,0,12578.629,2852,2895621.320064
2018-07-25 00:00:00,6162.49,,3381.15,161.4386,2190.368,,1.838,11784.159,2778,2885720.594364
2018-07-26 00:00:00,6153.99,,3360.37,430.768647,4884.178,,0,8622.323,2842,2881740.937803
2018-07-30 00:00:00,6128.95,,3338.15,169.425762,0,0,0,10372.545,2660,2870015.178089
2018-07-31 00:00:00,6147.27,,3333.42,409.902693,3014.564,,0,28079.796,3380,2878591.887443
2018-08-01 00:00:00,6129.32,,3305.22,374.388247,26205.745,,0,13651.17,3669,2870186.296484
2018-08-02 00:00:00,6136.35,,3309.5,349.196093,0,,0,10012.062,2783,2873478.614858
2018-08-03 00:00:00,6143.9,,3322.25,150.470962,10063,,0,10991.792,2434,2877013.033175
2018-08-06 00:00:00,6142.65,,3308.39,296.299108,0,,0.259,10084.763,2318,2876426.23749
2018-08-07 00:00:00,6117.63,,3286.38,2101.738914,8.923,,0,15877.768,2610,2864713.196479
2018-08-08 00:00:00,6120.69,,3312.53,967.780102,7.81,,0,24830.699,3289,2866143.565784
2018-08-09 00:00:00,6155.41,,3332.33,478.414199,0,,0,8922.594,3069,2882402.290904
2018-08-10 00:00:00,6141.55,,3316.47,432.020921,125.833,,0,9887.198,3294,2875912.157376
2018-08-13 00:00:00,6128.82,,3302.19,242.154765,0,,0,13776.707,2414,2870567.230182
2018-08-14 00:00:00,6113,,3275.16,380.422929,0,,0,11669.873,3016,2863158.363158
2018-08-15 00:00:00,6086.74,,3267.75,238.172532,0,,0,9072.559,2547,2850858.445757
2018-08-16 00:00:00,6083.59,,3248.16,788.876062,0.063,,977.52,14639.824,2720,2849380.70487
2018-08-17 00:00:00,6051.1,,3238.25,569.367713,255405.776,,0.085,18210.56,2734,2834859.605786
2018-08-20 00:00:00,6044.23,,3227.61,193.228808,0,,0.101,15794.376,2393,2831638.457713
2018-08-21 00:00:00,6040.37,,3213.99,464.100799,0,0,0,14406.983,3033,2829834.252062
2018-08-23 00:00:00,6055.76,,3215.61,1065.33213,0,0,0,17884.383,2580,2837042.508118
2018-08-24 00:00:00,6052.69,,3212.86,209.454442,101.76,,0,9625.633,2546,2835603.256885
2018-08-27 00:00:00,6044.14,,3214.75,246.207824,103017.174,,0,19990.825,2703,2831597.845021
2018-08-28 00:00:00,6010.23,,3196.97,374.82227,0,0,0,44757.924,2991,2815711.703812
2018-08-29 00:00:00,6044.67,,3225.18,1127.70265,0,0,0,19816.216,3715,2831847.138146
2018-08-30 00:00:00,6076.68,,3241,337.890492,104365.892,,0,18729.122,4209,2846847.019561
2018-08-31 00:00:00,6080.26,,3229.21,639.00338,0,0,0,17236.033,3680,2848519.879604
2018-09-03 00:00:00,6091.45,,3232.32,404.186014,0,0,0,14021.791,3257,2853762.325275
2018-09-04 00:00:00,6128,,3224.98,181.937046,514.732,,0,10219.848,4298,2870889.789794
2018-09-05 00:00:00,6120.29,,3223.89,365.520464,28.143,,0,9287.3,3740,2867276.526986
2018-09-06 00:00:00,6112.32,,3221.9,119.474488,11.268,,0,10007.365,2750,2863540.5294
2018-09-07 00:00:00,6117.89,,3216.82,274.0224,0,,0.025,12164.354,3121,2866149.276549
2018-09-10 00:00:00,6096.54,,3197.77,615.959375,0,0,0,9089.405,2762,2856147.676096
2018-09-11 00:00:00,6095.23,,3202.74,337.296362,0,0,0,10433.62,3027,2855535.842201
2018-09-12 00:00:00,6059,,3170.68,967.750066,0,0,0,40967.702,3908,2844737.843759
2018-09-13 00:00:00,6060.68,,3167.42,1691.050521,0,0,0,51061.286,4039,2846157.01594
2018-09-14 00:00:00,6031.26,,3139.77,786.112433,0,0,0,15172.98,3230,2832343.752868
2018-09-17 00:00:00,6028.49,,3130.28,440.360811,0,,0.86,14894.53,3669,2831040.859412
2018-09-18 00:00:00,5971.21,,3072.32,881.163692,0,0,0,33758.704,4497,2804141.073462
2018-09-19 00:00:00,5974.75,,3077.36,657.153073,0,,0.45,15567.607,3046,2805803.604913
2018-09-20 00:00:00,5922.21,,3030.77,547.558376,0,,245.825,12072.698,3218,2781132.101119
2018-09-21 00:00:00,5904.9,,3016.76,977.667301,511.456,,243,26086.294,3469,2773001.655945
2018-09-25 00:00:00,5833.58,,2979.29,297.567866,651.852,,567,10672.706,3696,2739510.767488
2018-09-26 00:00:00,5887.52,,3019.58,318.516137,0,,12.15,12220.101,3397,2764841.318087
2018-09-27 00:00:00,5869.31,,3009.31,419.845344,9310.205,,0,13577.479,2569,2756210.725248
2018-09-28 00:00:00,5862.18,,3002,633.07898,4649.429,,575.748,15247.076,3591,2752861.039967
2018-10-01 00:00:00,5817.54,,2970.06,177.063696,0,0,16.2,8578.266,2594,2731901.3591199
2018-10-02 00:00:00,5807.74,,2963.03,395.204626,1043871.95,,0,20139.457,2329,2727300.0814281
2018-10-03 00:00:00,5813.83,,2969.6,788.34293,202.77,,0,24599.2,2905,2730159.4450543
2018-10-04 00:00:00,5835.6,,2978.66,319.029628,860.949,,0,11087.443,2416,2740380.6425352
2018-10-05 00:00:00,5883.77,,3010.6,350.64374,2005.094,,425,10824.338,3076,2763002.1317147
2018-10-08 00:00:00,5908.06,,3038.12,265.009266,0,0,2.25,17880.434,2560,2774409.7530125
2018-10-09 00:00:00,5880.38,,3002.14,350.483704,0,0,0,10025.782,2520,2761410.4823128
2018-10-10 00:00:00,5872.02,,3000.16,230.535866,201.638,,0,31876.257,2211,2757484.5456832
2018-10-11 00:00:00,5838.48,,2965.82,301.776607,110362.637,,0,9520.79,2292,2741734.7041636
2018-10-12 00:00:00,5815.03,,2946.63,408.945597,2209.373,,16.208,9652.462,2148,2730721.8177788
2018-10-15 00:00:00,5774.37,,2909.08,1987.600541,0,,1620,42220.826,3098,2711625.4313518
2018-10-16 00:00:00,5796.02,,2935.9,1580.746654,6043.288,,0,32871.888,2856,2721795.3409878
2018-10-17 00:00:00,5776.75,,2917.45,448.335342,11516.087,,227.015,10092.009,2741,2712747.4012309
2018-10-18 00:00:00,5778.37,,2932.56,151.810438,0,,6.885,4948.293,2119,2713507.7612214
2018-10-19 00:00:00,5761.09,,2916.82,204.207143,0,,20898,5747.955,2377,2705392.3098226
2018-10-22 00:00:00,5766,,2920.67,214.062359,98855.647,,0,15420.837,2346,2707699.2167751
2018-10-23 00:00:00,5770.52,,2932.23,200.983162,1895.991,,0,8927.578,2187,2709819.6649423
2018-10-25 00:00:00,5768.54,,2927.65,1257.129046,7972.603,,0,13847.272,2670,2706280.8327067
2018-10-26 00:00:00,5831.96,,2997.33,1472.983502,0,0,0,19628.445,4398,2736035.7906078
2018-10-29 00:00:00,5944.18,,3058.59,4166.902471,0,0,0,66036.982,8130,2788683.0568386
2018-10-30 00:00:00,5964.32,,3083.2,981.382629,0,0,0,31648.02,7729,2798137.075379
2018-10-31 00:00:00,5953.47,,3084.08,1355.176791,0,,2.31,28136.749,4397,2793046.8931591
2018-11-01 00:00:00,6114.13,,3221.07,1501.664837,0,,35.753,53094.187,12318,2868419.3506318
2018-11-02 00:00:00,6092.21,,3208.43,1913.654226,0,0,10.486,43514.294,10020,2858138.5819422
2018-11-05 00:00:00,6062.09,,3190.58,4128.850225,0,0,0.096,35679.121,4228,2844007.2280461
2018-11-07 00:00:00,5987.21,,3110.64,1310.624848,0,0,0,21194.824,4179,2808878.046542
2018-11-08 00:00:00,5930.59,,3063.82,1078.835312,0,,0.007,16251.947,3188,2782311.7901088
2018-11-09 00:00:00,5978.63,,3094.21,1284.718209,5533.261,,16.975,22629.994,5141,2804851.3861089
2018-11-12 00:00:00,5980.94,,3105.98,424.652731,51.8,,164,11709.994,3891,2805933.2824482
2018-11-13 00:00:00,5993.54,,3128.87,6682.06395,629.501,,0,281634.586,3913,2811847.9782045
2018-11-14 00:00:00,5947.36,,3087.48,729.233663,0,,14.514,13461.136,4716,2790180.5769496
2018-11-15 00:00:00,5967.34,,3105.57,135.767748,156.377,,0.266,3820.236,2604,2799555.0469061
2018-11-16 00:00:00,5955.43,,3109.5,346.601219,12979.292,,0.31,20273.073,3167,2793968.7421661
2018-11-19 00:00:00,5947.9,,3114.06,299.567309,0,0,0.89,10625.017,2617,2790433.1227578
2018-11-21 00:00:00,5950.19,,3114.51,594.121767,0,0,0,12216.547,2681,2791511.2633669
2018-11-23 00:00:00,5929.98,,3103.34,580.848401,902.892,,0.95,17593.693,2213,2782029.1346234
2018-11-26 00:00:00,5943.07,,3116.98,736.706187,722.698,,0.95,93409.269,2524,2788168.9353467
2018-11-27 00:00:00,5971.41,,3148.49,460.75177,20182.603,,0,9184.049,2806,2801463.8279015
2018-11-28 00:00:00,5981.16,,3148.96,409.311939,9540.373,,0,14291.06,3381,2806037.2029335
2018-11-29 00:00:00,5992.7,,3159.76,745.933629,990.735,,0,15887.957,3488,2811453.499347
2018-11-30 00:00:00,6019.33,,3178.51,1424.194884,0,,175.068,18261.369,4127,2823947.165481
2018-12-03 00:00:00,6025.2,,3201.08,445.930202,1006.355,,0,12323.919,3752,2826698.0821932
2018-12-04 00:00:00,6011.68,,3179.11,867.024641,704.075,,0,21610.809,3433,2820354.988692
2018-12-05 00:00:00,5997.23,,3176.65,614.658094,144.928,,0,19991.032,4664,2813578.4757678
