Dividend Records - 2008,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
HAPU-N-0,RS. 2.00 PER SHARE  INTE,2008-10-07 00:00:00,2008-10-20 00:00:00,2008-10-31 00:00:00,38,30.25
CFI-N-00,RS. 1.00 PER SHARE - F,2008-10-16 00:00:00,2008-11-26 00:00:00,2008-12-02 00:00:00,18.25,16.5
CIT-N-00,RS. 1.00 PER SHARE - F,2008-10-16 00:00:00,2008-11-26 00:00:00,2008-12-02 00:00:00,19,17
LLUB-N-0,RS. 2.50 PER SHARE - 3,2008-10-20 00:00:00,2008-10-23 00:00:00,2008-11-05 00:00:00,103,93.25
TFC-N-00,RS.1.80 PER SHARE-FIRS,2008-10-21 00:00:00,2008-11-28 00:00:00,2008-12-04 00:00:00,33.5,34.75
TYRE-N-0,RS.0.58 PER SHARE -INT,2008-10-21 00:00:00,2008-10-30 00:00:00,2008-11-11 00:00:00,32.5,34
CIC-X-00,RS.0.50 PER SHARE-INTE,2008-10-28 00:00:00,2008-11-14 00:00:00,2008-11-26 00:00:00,22.5,22.25
CIC-N-00,RS.0.50 PER SHARE-INTE,2008-10-28 00:00:00,2008-11-14 00:00:00,2008-11-26 00:00:00,34.5,34
HOPL-N-0,RS.0.50 PER SHARE-INTE,2008-11-03 00:00:00,2008-11-20 00:00:00,2008-12-02 00:00:00,16,15
JFIN-N-0,RS.1.00 PER SHARE- INT,2008-11-11 00:00:00,2008-11-19 00:00:00,2008-12-01 00:00:00,177.5,150
COMB-X-0,RS.1.50 PER SHARE (BOT,2008-11-17 00:00:00,2008-12-02 00:00:00,2008-12-16 00:00:00,58,57.25
COMB-N-0,RS. 1.50 PER SHARE (BO,2008-11-17 00:00:00,2008-12-02 00:00:00,2008-12-16 00:00:00,78.5,76.75
CTC-N-00,RS.3.13 PER SHARE- THI,2008-11-18 00:00:00,2008-11-26 00:00:00,2008-12-08 00:00:00,68.5,64.75
ONAL-N-0,RS. 0.90 PER SHARE - I,2008-11-20 00:00:00,2008-11-27 00:00:00,2008-12-10 00:00:00,23,26
CERA-N-0,RS.1.25 PER SHARE(NET,2008-11-27 00:00:00,2008-12-08 00:00:00,2008-12-22 00:00:00,32.75,31.5
NEST-N-0,RS.10 PER SHARE- INTER,2008-11-27 00:00:00,2008-12-02 00:00:00,2008-12-15 00:00:00,260,260
HNB-N-00,RS. 1 PER SHARE(VOTING,2008-11-28 00:00:00,2008-12-02 00:00:00,2008-12-15 00:00:00,74.5,73.5
HNB-X-00,RS.1 PER SHARE(VOTING,2008-11-28 00:00:00,2008-12-02 00:00:00,2008-12-15 00:00:00,38,35
AMSL-N-0,RS. 0.075 PER SHARE -,2008-12-02 00:00:00,2008-12-04 00:00:00,2008-12-17 00:00:00,6.25,6.25
ASIR-N-0,RS. 0.75 PER SHARE - I,2008-12-02 00:00:00,2008-12-05 00:00:00,2008-12-19 00:00:00,46.75,46
VPEL-N-0,RS.0.12 PER SHARE   INTE,2008-12-10 00:00:00,2008-12-17 00:00:00,2008-12-30 00:00:00,3.4,3.4
RCL-N-00,RS. 1.00 PER SHARE  INTE,2008-12-17 00:00:00,2008-12-19 00:00:00,2008-12-31 00:00:00,29.75,29
