Beta Values for the Period from 01st January to 31st March 2012,,,
COMPANY ID,"BETA VALUE
 BASED ON ASPI",COMPANY ID,"BETA VALUE
 BASED ON MPI"
CFIN,0.922120909,CFIN,0.940036845
CFL,1.71914813,CFL,1.72187555
CFLB,2.04402947,CFLB,1.82623165
CFT,2.91631276,CFT,2.63927022
CFVF,0.980826879,CFVF,0.915790099
CHL,0.324194354,CHL,0.294704938
CHMX,1.97320759,CHMX,1.64562904
CHOT,2.71996002,CHOT,2.52261246
CHOU,2.7313265,CHOU,2.63927022
CIC,0.893642268,CIC,0.76686278
CIFL,3.72295778,CIFL,2.96083675
CIND,1.07844116,CIND,0.916384382
CINS,0.325256057,CINS,0.212099601
CINV,1.53591056,CINV,1.39698104
CIT,2.17112165,CIT,2.16913294
CITK,3.45509617,CITK,2.90735128
CITW,2.83025231,CITW,2.51571878
CLC,0,CLC,0
CLND,1.97570572,CLND,1.77108218
CLPL,1.33718461,CLPL,1.32037796
COCO,2.09355483,COCO,2.22511439
COCR,3.01405196,COCR,2.78207642
COLO,1.17967774,COLO,1.23420692
COMB,0.292280789,COMB,0.341653295
COMD,2.33493629,COMD,1.96523444
CONN,1.11647514,CONN,1.00499197
CPRT,0.182300774,CPRT,-0.05574374
CRL,2.30096177,CRL,1.98074523
CSD,2.02391956,CSD,1.93593629
CSEC,2.32669248,CSEC,2.2580971
CSF,2.35435923,CSF,2.18297973
CTBL,1.71515113,CTBL,1.55719973
CTC,0.46027979,CTC,0.371426873
CTCE,1.45753185,CTCE,0.972544125
CTEA,0.980139895,CTEA,0.631901111
CTHR,0.199787659,CTHR,0.213288167
CTLD,1.32356982,CTLD,1.20746419
CWM,1.88977017,CWM,1.61561775
DFCC,0.611041718,DFCC,0.674689487
DIAL,0.255308518,DIAL,0.168598086
DIMO,0.923369972,DIMO,0.887977654
DIPD,0.458218835,DIPD,0.652582159
DIST,0.923182613,DIST,0.905449575
DOCK,0.877529352,DOCK,0.816188268
DPL,4.65794404,DPL,4.5245736
EAST,2.29590307,EAST,2.15671242
EBCR,3.93361229,EBCR,3.22422297
ECL,2.88633524,ECL,2.68182088
EDEN,1.99313015,EDEN,1.93676828
ELPL,4.06457656,ELPL,3.84946811
EMER,2.50786909,EMER,2.15908955
EQIT,1.68454908,EQIT,1.79592321
ESL,2.72451911,ESL,2.91151126
ETWO,1.51911066,ETWO,1.55945801
EXPO,1.08481139,EXPO,1.0023177
FLCH,2.18529852,FLCH,2.08599274
GEST,1.24337996,GEST,1.19260711
GHLL,2.55314763,GHLL,2.41415582
GLAS,1.79584061,GLAS,1.66096154
GOOD,1.67074693,GOOD,1.22374754
GRAN,2.63708468,GRAN,2.43216259
GREG,4.73569822,GREG,4.45147679
GUAR,1.67611791,GUAR,1.40654899
HAPU,0.259555333,HAPU,0.185654008
HARI,-0.92842867,HARI,-1.2367623
HASU,1.4477267,HASU,1.63017769
HAYC,0.096739945,HAYC,0.098056694
HAYL,0.108231326,HAYL,0.148154751
HDFC,1.1602548,HDFC,1.43412372
HEXP,2.790657,HEXP,2.67207464
HHL,1.69460404,HHL,1.63047483
HNB,0.681738695,HNB,0.638675937
HOPL,2.77929053,HOPL,2.48915433
HPFL,2.89083187,HPFL,2.60890235
HPWR,1.82506869,HPWR,1.82640993
HSIG,1.02154634,HSIG,1.04528436
HUEJ,2.68979515,HUEJ,2.2463303
HUNA,0.737134649,HUNA,0.717596719
HUNT,2.91087934,HUNT,2.66743923
HVA,3.19391706,HVA,2.88869079
IDL,1.75218586,IDL,1.73774291
INDO,-0.08581064,INDO,0.051762049
JFIN,0.420122408,JFIN,0.396505615
JINS,1.63777167,JINS,1.51649135
JKH,0.650699475,JKH,0.807630593
JKL,1.01430177,JKL,1.05711059
KAHA,1.57094678,KAHA,1.67415463
KAPI,3.03253809,KAPI,2.82926249
KCAB,0.726267799,KCAB,0.887264515
KDL,2.77154634,KDL,2.83508646
KFP,2.61797401,KFP,1.94978308
KGAL,1.34836372,KGAL,1.42217864
KHC,1.90794404,KHC,4.11077435
KHL,0.441543842,KHL,0.466928151
KOTA,1.62590557,KOTA,1.55321804
KURU,1.18523607,KURU,1.08979616
KVAL,0.425181114,KVAL,0.289653533
KZOO,0.120721958,KZOO,0.085101325
LALU,2.45291031,LALU,2.54216437
LAMB,0.710716962,LAMB,0.64871932
LCEM,2.61441418,LCEM,2.26302965
LCEY,2.04509118,LCEY,2.09758126
LDEV,3.49294279,LDEV,3.23640577
LFIN,1.76798651,LFIN,1.80662031
LGL,2.76473894,LGL,2.44820823
LHCL,3.00836872,LHCL,2.81684198
LHL,0.454221833,LHL,0.622273726
LIOC,1.31863602,LIOC,1.18387115
LION,0.433737197,LION,0.355916087
LITE,3.02891581,LITE,2.84887383
LLUB,0.351299025,LLUB,0.3561538
LMF,0.676242817,LMF,0.800796339
LOFC,2.76567574,LOFC,2.5111428
LOLC,1.43623532,LOLC,1.36197777
LPRT,2.02379465,LPRT,1.56373685
LVEN,1.61884836,LVEN,1.8370476
LWL,0.691981014,LWL,0.69590539
MADU,2.14763927,MADU,2.48927319
MAL,2.54015738,MAL,2.42859689
MARA,2.05183612,MARA,1.88001426
MASK,1.90844366,MASK,1.94895109
MBSL,2.38770921,MBSL,2.32287395
MEL,0,MEL,0
MERC,-1.171871,MERC,-2.9686812
MFL,4.0267924,MFL,3.66565638
MGT,1.39551586,MGT,1.4922446
MIRA,0.326754933,MIRA,0.285077553
MORI,1.29977516,MORI,1.25102513
MPRH,1.5129278,MPRH,1.19492482
MRH,1.78434923,MRH,1.58637903
MSL,1.55739445,MSL,1.81868425
MULL,2.52179615,MULL,2.37647827
NAMU,1.36441418,NAMU,1.05556546
NDB,0.43023982,NDB,0.481012658
NEH,1.83943292,NEH,1.63344624
NEST,0.034161878,NEST,0.009449099
NHL,1.57300774,NHL,1.57294823
NIFL,1.63371221,NIFL,1.66601295
NTB,1.14664001,NTB,1.0947287
ODEL,2.37503122,ODEL,2.30985915
OFEQ,0.182300774,OFEQ,-0.05574374
OGL,2.93379965,OGL,2.7992512
ONAL,1.22020984,ONAL,0.994176026
ORIN,0,ORIN,0
OSEA,1.60898076,OSEA,1.47340583
PABC,1.76754933,PABC,1.69602424
PALM,3.52822882,PALM,2.9798538
PAP,2.15644516,PAP,2.00707196
PARA,0.07057207,PARA,0.156415284
PARQ,3.94229328,PARQ,3.65727699
PCH,2.6562578,PCH,2.30837344
PCHH,0,PCHH,0
PCP,-0.782663,PCP,-1.6747489
PDL,0.743504871,PDL,0.885778807
PEG,1.82756682,PEG,1.45462649
PHAR,4.16568823,PHAR,3.78469126
PLC,1.13845865,PLC,0.99649373
PMB,1.28047714,PMB,1.18678314
RAL,1.14026979,RAL,1.01378736
RCL,1.20297277,RCL,1.28632554
REEF,2.63883337,REEF,2.41207583
REG,0.558643517,REG,0.493254887
RENU,1.84299275,RENU,1.54602721
REXP,2.57700474,REXP,2.42503119
RFL,0,RFL,0
RGEM,3.45540844,RGEM,2.85755036
RHL,1.90900574,RHL,1.81125571
RHTL,1.92224581,RHTL,1.75967195
RICH,1.34480389,RICH,1.29066381
RPBH,1.31769922,RPBH,1.29577464
RWSL,1.74269298,RWSL,1.57716764
SAMP,0.928428678,SAMP,0.919652938
SCAP,2.07075943,SCAP,2.05479289
SDB,0,SDB,0
SELI,1.0021234,SELI,0.373744577
SEMB,1.52491881,SEMB,1.48778748
SERV,1.19304271,SERV,1.15195816
SEYB,1.36753684,SEYB,1.30498603
SFCL,0,SFCL,0
SFIN,2.64976267,SFIN,2.53461698
SFL,1.23675993,SFL,1.07369109
SFS,0.114664001,SFS,0.047067213
SHAL,0.087621783,SHAL,0.056040886
SHAW,1.37322008,SHAW,1.43959113
SHL,1.07544341,SHL,1.14345991
SHOT,2.20397202,SHOT,1.98793605
SIGV,2.1235948,SIGV,2.12497771
SIL,2.06788658,SIL,1.80834373
SING,2.81357731,SING,2.96844357
SINI,2.25156132,SINI,1.97747667
SINS,1.24675243,SINS,1.08896416
SIRA,1.72408193,SIRA,1.52285018
SLND,0.989882588,SLND,0.603732097
SLTL,0.845428428,SLTL,0.744933737
SMLL,2.38414938,SMLL,2.38788851
SMOT,2.22283287,SMOT,2.01699649
SOY,1.71689982,SOY,1.57556308
SPEN,0.235323507,SPEN,0.33166934
STAF,2.33805895,STAF,2.03619183
SUN,1.9467899,SUN,2.03862839
SWAD,0,SWAD,0
TAFL,3.78441169,TAFL,3.33363047
TAJ,1.92855358,TAJ,1.88791822
TANG,0.554209342,TANG,0.387710227
TAP,0,TAP,0
TESS,2.44778915,TESS,2.13193082
TFC,1.30164876,TFC,1.4615796
TFIL,3.39895078,TFIL,2.94770309
TILE,0.656070447,TILE,0.555179176
TJL,1.5059955,TJL,1.45510191
TKYO,0.304896327,TKYO,0.276935876
TPL,2.2737322,TPL,2.1797706
TRAN,1.49344241,TRAN,1.15189873
TSML,1.20122408,TSML,1.4418494
TWOD,2.71846115,TWOD,2.48541035
TYRE,3.48351236,TYRE,3.16158554
UAL,0.586060454,UAL,0.516075355
UBC,1.29109417,UBC,1.19332025
UCAR,0.185860604,UCAR,0.276163308
UDPL,1.9003872,UDPL,1.3553218
UML,1.1383962,UML,1.14607476
VFIN,2.21202847,VFIN,2.12723598
VLL,1.22920309,VLL,1.23242408
VONE,2.06563827,VONE,2.01628335
VPEL,1.80826879,VPEL,1.75878053
WAPO,3.6946665,WAPO,3.38717537
WATA,1.87727954,WATA,1.77429131
YORK,3.83749687,YORK,3.6808106
