Dividend Record 1994,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
SHAL,Nt0000,SHALIMAR,1994-04-01 00:00:00,1994-04-22 00:00:00,69.03,1ST INTERIM (57.78% T.F.),700.25,700
INDO,Nt0000,INDO MALAY,1994-04-04 00:00:00,1994-04-26 00:00:00,14.17,1ST INTERIM (12% T.F.),530.25,375
SELI,Nt0000,SELINSING,1994-04-04 00:00:00,1994-04-26 00:00:00,14.39,1ST INTERIM (10.57% T.F.),430,429.25
BATA,Nt0000,BATA,1994-03-28 00:00:00,1994-04-27 00:00:00,15,FINAL,64,62
PALM,Nt0000,PALM GARDEN,1994-03-30 00:00:00,1994-04-27 00:00:00,10,INTERIM,48.75,47
EQIT,Nt0000,EQUITY,1994-03-31 00:00:00,1994-04-28 00:00:00,15,1ST INTERIM,27,25.5
HARI,Nt0000,HARISCHANDRA,1994-03-31 00:00:00,1994-04-30 00:00:00,5,INTERIM,112,112
SIGV,Nt0000,SIGIRIYA VILLAGE,1994-03-31 00:00:00,1994-05-03 00:00:00,10,INTERIM,125,115
REG,Nt0000,REGNIS,1994-04-20 00:00:00,1994-05-13 00:00:00,20,FIRST & FINAL,44,42.75
SINI,Nt0000,SINGER IND.,1994-04-20 00:00:00,1994-05-13 00:00:00,15,FINAL,40,48
SINS,Nt0000,SINGER SRI LANKA,1994-04-20 00:00:00,1994-05-13 00:00:00,18,FINAL,131,135
RECK,Nt0000,RECKITTS,1994-04-11 00:00:00,1994-05-17 00:00:00,23,FIRST & FINAL,95,83
NEST,Nt0000,NESTLE,1994-04-11 00:00:00,1994-05-18 00:00:00,30,FIRST & FINAL,50,53
UAL,Nt0000,UNION ASSURANCE,1994-04-25 00:00:00,1994-05-18 00:00:00,12.5,FINAL,86,86.25
COML,Nt0000,COMM. LEASING,1994-05-05 00:00:00,1994-05-30 00:00:00,15,FINAL,125,125
LALU,Nt0000,LANKA ALUMINIUM,1994-05-17 00:00:00,1994-05-31 00:00:00,3.8,INTERIM (T.F.),17.25,18
ASIR,Nt0000,ASIRI,1994-05-13 00:00:00,1994-06-01 00:00:00,10,INTERIM,38.5,37
CARS,Nt0000,CARSONS,1994-05-13 00:00:00,1994-06-03 00:00:00,40,INTERIM (T.F.),700,754.75
SAMP,Nt0000,SAMPATH,1994-05-04 00:00:00,1994-06-06 00:00:00,10,1ST & FINAL,47,51
COXY,Nt0000,CEYLON OXYGEN,1994-05-17 00:00:00,1994-06-15 00:00:00,30,FINAL,133,130.25
CFIN,Nt0000,CENTRAL FINANCE,1994-05-26 00:00:00,1994-06-17 00:00:00,10,2ND INTERIM (T.F.),555,560
KREA,Nt0000,KOREA CEYLON,1994-05-20 00:00:00,1994-06-17 00:00:00,25,FIRST & FINAL (T.F.),132,132
HEXP,Nt0000,HAYLEYS EXPORTS,1994-06-03 00:00:00,1994-06-23 00:00:00,30,FIRST & FINAL (T.F.),55,51
HTEC,Nt0000,HAYTECH MARKET.,1994-06-06 00:00:00,1994-06-24 00:00:00,15,FIRST & FINAL,42.25,38
HPP,Nt0000,HAYL. PHOTOPRINT,1994-06-07 00:00:00,1994-06-27 00:00:00,25,FIRST & FINAL (4.8%) T.F.,41,42
UML,Nt0000,UNITED MOTORS,1994-06-02 00:00:00,1994-06-27 00:00:00,15,FINAL (T.F.),53.25,54.5
BLUE,Nt0000,BLUE DIAMONDS,1994-06-06 00:00:00,1994-06-28 00:00:00,5,INTERIM,39.75,39.75
DIMO,Nt0000,DIMO,1994-06-20 00:00:00,1994-06-29 00:00:00,30,1ST & FINAL,214,205
ASHO,Nt0000,LANKA ASHOK,1994-06-10 00:00:00,1994-06-29 00:00:00,10,INTERIM,70,70
CNF,Nt0000,NUTRITIONAL(D/L),1994-05-26 00:00:00,1994-06-29 00:00:00,40,FINAL,123,128
SEYB,Nt0000,SEYLAN BANK,1994-06-03 00:00:00,1994-06-29 00:00:00,15,FIRST & FINAL,42,42
CHOT,Nt0000,HOTELS CORP. 2/-,1994-06-20 00:00:00,1994-06-30 00:00:00,50,INTERIM,85,85
BHR,Nt0000,RIVERINA HOTELS,1994-06-09 00:00:00,1994-07-01 00:00:00,15,INTERIM,64,60
TANG,Nt0000,TANGERINE,1994-06-17 00:00:00,1994-07-07 00:00:00,20,2ND INTERIM (T.F),175,171.75
HAYC,Nt0000,HAYCARB,1994-06-27 00:00:00,1994-07-13 00:00:00,25,1ST&FINAL(4.3% T.F),62,62
DIPD,Nt0000,DIPPED PRODUCTS,1994-06-28 00:00:00,1994-07-14 00:00:00,30,1ST&FINAL,76,76
HAYL,Nt0000,HAYLEYS,1994-06-29 00:00:00,1994-07-15 00:00:00,12,FINAL (4.53% T.F),251.25,245
ONAL,Nt0000,ON'ALLY,1994-06-20 00:00:00,1994-07-15 00:00:00,8,FINAL,11,10.25
SPEN,Nt0000,AITKEN SPENCE,1994-07-12 00:00:00,1994-07-29 00:00:00,15,FINAL,300,305.25
CINS,Nt0000,CEYLINCO INS.,1994-06-29 00:00:00,1994-07-29 00:00:00,10,FIRST & FINAL,54,51
CLND,Nt0000,COLOMBO LAND,1994-06-28 00:00:00,1994-07-29 00:00:00,25,FINAL (T.F),30,32
CHMX,Nt0000,CHEMANEX,1994-07-13 00:00:00,1994-08-01 00:00:00,12,FINAL (4.5%) T.F.,90,92
CIC,Nt0000,CIC,1994-07-07 00:00:00,1994-08-01 00:00:00,25,FINAL,105,105
PURE,Nt0000,COCA-COLA,1994-07-11 00:00:00,1994-08-02 00:00:00,20,INTERIM,64.5,64.5
JKL,Nt0000,JOHN KEELLS,1994-07-11 00:00:00,1994-08-02 00:00:00,10,FINAL,108.5,105
LOLC,Nt0000,LOLC,1994-07-08 00:00:00,1994-08-03 00:00:00,10,FINAL,254,254
ACL,Nt0000,ACL,1994-07-13 00:00:00,1994-08-04 00:00:00,10,INTERIM,170.25,178.5
CABO,Nt0000,CARGO BOAT,1994-07-25 00:00:00,1994-08-10 00:00:00,10,1ST & FINAL,100,95
LPRT,Nt0000,LAKE HOUSE PRIN.,1994-07-20 00:00:00,1994-08-11 00:00:00,5,INTERIM,31,30
EBCR,Nt0000,E B CREASY,1994-07-05 00:00:00,1994-08-12 00:00:00,10,FINAL,220,230
JKH,Nt0000,JKH,1994-07-20 00:00:00,1994-08-12 00:00:00,15,FINAL,298.25,298.75
SHAW,Nt0000,SHAW WALLACE,1994-07-25 00:00:00,1994-08-12 00:00:00,15,FIRST & FINAL (T.F.),66,66
PTEX,Nt0000,PUGODA TEXTILES,1994-08-01 00:00:00,1994-08-17 00:00:00,7.5,1ST&FINAL,20.25,20.25
LCEY,Nt0000,LANKEM CEYLON,1994-07-25 00:00:00,1994-08-18 00:00:00,20,1ST & FINAL,64.75,62
LDEV,Nt0000,LANKEM DEV.,1994-07-25 00:00:00,1994-08-18 00:00:00,25,1ST & FINAL,73,73
SIGV,Nt0000,SIGIRIYA VILLAGE,1994-07-25 00:00:00,1994-08-18 00:00:00,10,1ST & FINAL,94,92.25
MBSL,Nt0000,MERCHANT BANK,1994-07-27 00:00:00,1994-08-19 00:00:00,20,1 ST & FINAL,72.5,73.5
SLND,Nt0000,SEREND LND 100/-,1994-08-08 00:00:00,1994-08-19 00:00:00,7.5,1ST & FINAL,91,86.25
BINN,Nt0000,BERUWELA WALKINN,1994-08-02 00:00:00,1994-08-23 00:00:00,20,1 ST & FINAL,55,49
HLOG,Nt0000,HABARANA LODGE,1994-08-02 00:00:00,1994-08-23 00:00:00,20,FINAL,63,69
HINN,Nt0000,HABARANA WALKINN,1994-08-03 00:00:00,1994-08-25 00:00:00,15,FINAL,70,70
KINN,Nt0000,KANDY WALK INN,1994-08-03 00:00:00,1994-08-25 00:00:00,20,FINAL,78.5,77
ITH,Nt0000,INT. TOURISTS,1994-08-08 00:00:00,1994-08-30 00:00:00,10,FINAL,24,24
ALLI,Nt0000,ALLIANCE,1994-08-05 00:00:00,1994-08-31 00:00:00,30,1ST & FINAL,54,54
ARPI,Nt0000,ARPICO,1994-08-08 00:00:00,1994-08-31 00:00:00,30,FIRST & FINAL,86,87
WALK,Nt0000,WALKERS TOURS,1994-08-09 00:00:00,1994-08-31 00:00:00,20,FINAL,69,70
YORK,Nt0000,YORK ARCADE,1994-08-10 00:00:00,1994-09-02 00:00:00,7.5,1ST & FINAL,9,8
CTEA,Nt0000,TEA SERVICES,1994-08-18 00:00:00,1994-09-06 00:00:00,17.5,1ST & FINAL,270,262
CFI,Nt0000,CFI,1994-08-16 00:00:00,1994-09-09 00:00:00,10,1ST &FINAL,18,17.75
CIT,Nt0000,CIT,1994-08-16 00:00:00,1994-09-09 00:00:00,10,1 ST & FINAL,18,17.5
REXP,Nt0000,RICH PIERIS EXP,1994-08-09 00:00:00,1994-09-09 00:00:00,20,1ST & FINAL,99,98.75
CTC,Nt0000,CEYLON TOBACCO,1994-08-25 00:00:00,1994-09-12 00:00:00,8,1ST INTERIM,34,36
GUAR,Nt0000,CEYLON GUARDIAN,1994-07-26 00:00:00,1994-09-14 00:00:00,27.5,FIRST & FINAL,250,260.25
CINV,Nt0000,CEYLON INV.,1994-07-26 00:00:00,1994-09-14 00:00:00,32.5,FIRST & FINAL,250,250
TILE,Nt0000,LANKA TILES,1994-09-07 00:00:00,1994-09-26 00:00:00,18,FIRST & FIN AL,90,98.5
COMD,Nt0000,COMMERCIAL DEV.,1994-09-01 00:00:00,1994-09-27 00:00:00,20.25,FINAL (T.F.),27,25.5
ACME,Nt0000,ACME,1994-09-01 00:00:00,1994-09-28 00:00:00,10,FIRST & FINAL,34,35
BATA,Nt0000,BATA,1994-09-06 00:00:00,1994-09-28 00:00:00,7.5,INTERIM,54,56
LWL,Nt0000,LANKA WALLTILE,1994-09-13 00:00:00,1994-09-30 00:00:00,7.5,FINAL,106,105
MLL,Nt0000,MLL,1994-09-14 00:00:00,1994-10-03 00:00:00,10,FINAL,67,69
GLAX,Nt0000,GLAXO,1994-09-09 00:00:00,1994-10-04 00:00:00,15,FIRST & FINAL,45.5,46
CSEC,Nt0000,CENTRAL SEC.,1994-09-16 00:00:00,1994-10-06 00:00:00,10,FIRST & FINAL,53.25,53.25
SMOT,Nt0000,SATHOSA MOTORS,1994-09-20 00:00:00,1994-10-06 00:00:00,15,FIRST & FINAL,135,132
ABAN,Nt0000,ABANS,1994-09-07 00:00:00,1994-10-07 00:00:00,15,FIRST & FINAL (10% T.F.),70,70
CERA,Nt0000,LANKA CERAMIC,1994-09-21 00:00:00,1994-10-07 00:00:00,10,FIRST & FINAL,110.75,110.25
SHOT,Nt0000,SERENDIB HOTELS,1994-09-13 00:00:00,1994-10-07 00:00:00,20,FIRST & FINAL,157.5,119
CHOU,Nt0000,CEYLINCO HOUSING,1994-09-13 00:00:00,1994-10-13 00:00:00,14,FIRST & FINAL (T.F.),19,19
CFIN,Nt0000,CENTRAL FINANCE,1994-09-30 00:00:00,1994-10-21 00:00:00,10,3RD & FINAL (T.F.),585,585
CPRT,Nt0000,CEYLON PRINTERS,1994-10-11 00:00:00,1994-10-25 00:00:00,30,FIRST & FINAL,126,112
DIST,Nt0000,DISTILLERIES 1/-,1994-09-29 00:00:00,1994-10-25 00:00:00,33.5,FIRST & FINAL,11,10.75
KZOO,Nt0000,KALAMAZOO,1994-10-11 00:00:00,1994-10-25 00:00:00,50,FIRST& FINAL,415,100
SING,Nt0000,SINGALANKA,1994-08-12 00:00:00,1994-10-25 00:00:00,14,2ND & FINAL,60,57
BRWN,Nt0000,BROWNS 8/-,1994-09-30 00:00:00,1994-10-26 00:00:00,10,FIRST & FINAL,469,465
CTLD,Nt0000,C T LAND,1994-09-30 00:00:00,1994-10-26 00:00:00,3,FINAL (T.F.),16,15.5
HARI,Nt0000,HARISCHANDRA,1994-10-04 00:00:00,1994-10-27 00:00:00,20,FINAL,120,130
CIND,Nt0000,CENTRAL IND.,1994-10-05 00:00:00,1994-10-28 00:00:00,15,FIRST & FINAL,153.75,170
KURU,Nt0000,KURUWITA TEXTILE,1994-10-04 00:00:00,1994-11-02 00:00:00,10,FIRST & FINAL,52.75,50
ASPH,Nt0000,INDUSTRIAL ASPH.,1994-10-14 00:00:00,1994-11-03 00:00:00,10,2ND & FINAL,37,40
GREG,Nt0000,WALK & GREIG 2/-,1994-10-14 00:00:00,1994-11-03 00:00:00,10,FIRST & FINAL,0.5,2
EMER,Nt0000,EASTERN MERCHANT,1994-10-19 00:00:00,1994-11-04 00:00:00,20,FIRST & FINAL,15.25,100.25
MORI,Nt0000,MORISONS,1994-10-31 00:00:00,1994-11-18 00:00:00,30,FIRST & FINAL,175,173
SIL,Nt0000,SAMSON INTERNAT.,1994-10-25 00:00:00,1994-11-18 00:00:00,20,FINAL (TAX FREE),160,165
OFEQ,Nt0000,OFFICE EQUIPMENT,1994-11-03 00:00:00,1994-11-22 00:00:00,5,FIRST & FINAL,49.5,51
MSL,Nt0000,MERC. SHIPPING,1994-11-08 00:00:00,1994-11-25 00:00:00,5,FIRST & FINAL,69,69
COMB,Nt0000,COMMERCIAL BANK,1994-11-07 00:00:00,1994-11-28 00:00:00,12,INTERIM,342,345.5
BHR,Nt0000,RIVERINA HOTELS,1994-10-20 00:00:00,1994-11-28 00:00:00,10,FINAL,78,80
COLO,Nt0000,COLONIAL MTR 5/-,1994-10-28 00:00:00,1994-11-29 00:00:00,25,FIRST & FINAL,230.75,300.25
PALM,Nt0000,PALM GARDEN,1994-10-21 00:00:00,1994-11-29 00:00:00,10,FINAL,35.5,35.75
ASIR,Nt0000,ASIRI,1994-11-02 00:00:00,1994-11-30 00:00:00,12.5,FINAL,33,33.25
EQIT,Nt0000,EQUITY,1994-11-01 00:00:00,1994-12-01 00:00:00,8,FINAL (T.F.),14,13
BUKI,Nt0000,BUKIT DARAH,1994-11-03 00:00:00,1994-12-02 00:00:00,20.42,FINAL (8.32 T.F.),395,395
GOOD,Nt0000,GOOD HOPE,1994-11-03 00:00:00,1994-12-02 00:00:00,40.6,FINAL (T.F.),320,295
INDO,Nt0000,INDO MALAY,1994-11-03 00:00:00,1994-12-02 00:00:00,35.82,FINAL (30% T.F.),530.25,375
SELI,Nt0000,SELINSING,1994-11-03 00:00:00,1994-12-02 00:00:00,45.61,FINAL (29.78% T.F.),420,350
SHAL,Nt0000,SHALIMAR,1994-11-03 00:00:00,1994-12-02 00:00:00,39.08,FINAL (T.F.),700.25,700
VANI,Nt0000,VANIK INCORP LTD,1994-11-16 00:00:00,1994-12-05 00:00:00,10,INTERIM,80,78.5
PDL,Nt0000,PDL,1994-11-14 00:00:00,1994-12-07 00:00:00,13,FINAL,21,20.5
EQIT,Nt0000,EQUITY,1994-11-15 00:00:00,1994-12-08 00:00:00,11,1ST INTERIM (T.F.),17,17
ETWO,Nt0000,EQUITY TWO LTD,1994-11-22 00:00:00,1994-12-08 00:00:00,12,FIRST INTERIM (T.F.),19,17.5
GEST,Nt0000,GESTETNER,1994-11-08 00:00:00,1994-12-09 00:00:00,15,FIRST & FINAL,63,60
TKYO,Nt0000,TOKYO CEMENT,1994-11-15 00:00:00,1994-12-09 00:00:00,20,FIRST & FINAL,162,165
AEC,Nt0000,AEC 8/-,1994-11-01 00:00:00,1994-12-12 00:00:00,30,FIRST & FINAL,80,75
PMB,Nt0000,PEOPLE'S MERCH,1994-11-14 00:00:00,1994-12-12 00:00:00,10,FINAL,38.5,37
CARS,Nt0000,CARSONS,1994-11-14 00:00:00,1994-12-13 00:00:00,10,FINAL (T.F.),645,615
ASHO,Nt0000,LANKA ASHOK,1994-11-25 00:00:00,1994-12-13 00:00:00,10,FINAL,108,100
CARG,Nt0000,CARGILLS,1994-11-15 00:00:00,1994-12-14 00:00:00,25,1ST & FINAL,175,175
CTC,Nt0000,CEYLON TOBACCO,1994-11-22 00:00:00,1994-12-14 00:00:00,6,2ND INTERIM,36,35
APDL,Nt0000,ASSOCIATED PROP.,1994-11-29 00:00:00,1994-12-15 00:00:00,15,FIRST & FINAL (T.F.),14.5,14
ONAL,Nt0000,ON'ALLY,1994-11-29 00:00:00,1994-12-15 00:00:00,4,INTERIM (T.F.),11.25,12
JFIN,Nt0000,JAMES FINLAY,1994-11-30 00:00:00,1994-12-16 00:00:00,7.5,INTERIM,91,87
SINS,Nt0000,SINGER SRI LANKA,1994-11-23 00:00:00,1994-12-16 00:00:00,15,INTERIM,106,100
RICH,Nt0000,RICHARD PIERIS,1994-11-08 00:00:00,1994-12-19 00:00:00,18,FIRST & FINAL,180,185
HNB,Nt0000,HNB,1994-12-02 00:00:00,1994-12-20 00:00:00,20,INTERIM,575,575
AMW,Nt0000,AMW,1994-12-06 00:00:00,1994-12-22 00:00:00,25,FIRST & FINAL (5.4% T.F.),120,115
EBCR,Nt0000,E B CREASY,1994-11-24 00:00:00,1994-12-22 00:00:00,10,INTERIM,280,260
CFLB,Nt0000,FORT LAND 3/-,1994-12-01 00:00:00,1994-12-28 00:00:00,10,FIRST & FINAL,35,36.5
COML,Nt0000,COMM. LEASING,1994-12-12 00:00:00,1994-12-29 00:00:00,15,INTERIM,110,105
LMF,Nt0000,LMF,1994-12-05 00:00:00,1994-12-29 00:00:00,25,FIRST & FINAL,31,27.75
MILL,Nt0000,MILLERS 8/-,1994-12-07 00:00:00,1994-12-30 00:00:00,115,FIRST & FINAL (62% T.F.),250,237
