Dividend Records - 2004,,,,,,
Security,Rate & Remarks,Date of Announcement,Date Of Ex,Date Of Payment,Cum Price,Ex Price
TSML-N-0,30% SECOND INTERIM ,2004-04-15 00:00:00,2004-04-22 00:00:00,2004-05-07 00:00:00,42,39
BREW-N-0,40% FIRST & FINAL (TAX,2004-04-21 00:00:00,2004-04-28 00:00:00,2004-05-14 00:00:00,94.25,88.5
LION-N-0,30% FIRST & FINAL (TAX,2004-04-21 00:00:00,2004-04-28 00:00:00,2004-05-14 00:00:00,71.75,68
EQIT-N-0,20% FIRST & FINAL  (2.,2004-04-23 00:00:00,2004-05-06 00:00:00,2004-05-19 00:00:00,17.25,14.75
WAPO-N-0,50% FIRST & FINAL ,2004-04-23 00:00:00,2004-05-06 00:00:00,2004-05-19 00:00:00,45,52
COXY-N-0,300% FIRST & FINAL ,2004-04-28 00:00:00,2004-06-03 00:00:00,2004-06-15 00:00:00,129.75,95
LOLC-N-0,8.25% FINAL ,2004-04-28 00:00:00,2004-06-18 00:00:00,2004-06-30 00:00:00,70,70
GOOD-N-0,10% FIRST AND FINAL ,2004-04-29 00:00:00,2004-05-24 00:00:00,2004-06-04 00:00:00,205,205
INDO-N-0,10% FIRST AND FINAL ,2004-04-29 00:00:00,2004-05-24 00:00:00,2004-06-04 00:00:00,165,168
JFIN-N-0,6% INTERIM ,2004-04-29 00:00:00,2004-05-10 00:00:00,2004-05-20 00:00:00,100,102
SELI-N-0,10% FIRST AND FINAL ,2004-04-29 00:00:00,2004-05-24 00:00:00,2004-06-04 00:00:00,135,132.75
SHAL-N-0,10% FINAL ,2004-04-29 00:00:00,2004-05-24 00:00:00,2004-06-04 00:00:00,760,
AHUN-N-0,15% FINAL ,2004-05-03 00:00:00,2004-06-17 00:00:00,2004-06-29 00:00:00,70.5,70
AUTO-N-0,15% INTERIM ,2004-05-03 00:00:00,2004-05-21 00:00:00,2004-06-03 00:00:00,1100,
CARS-N-0,50% FIRST AND FINAL ,2004-05-03 00:00:00,2004-05-19 00:00:00,2004-05-31 00:00:00,13000,11900
CINV-N-0,15% FIRST & FINAL  (7.,2004-05-03 00:00:00,2004-05-18 00:00:00,2004-05-28 00:00:00,150,158
GUAR-N-0,15% FIRST AND FINAL ,2004-05-03 00:00:00,2004-05-18 00:00:00,2004-05-28 00:00:00,296.5,290.25
HUNA-N-0,6% FIRST AND FINAL ,2004-05-03 00:00:00,2004-06-10 00:00:00,2004-06-22 00:00:00,16,16
LHL-N-00,10% FINAL (TA,2004-05-03 00:00:00,2004-06-08 00:00:00,2004-06-18 00:00:00,34,35
SPEN-N-0,35% FINAL OF WHICH 27.,2004-05-03 00:00:00,2004-06-17 00:00:00,2004-06-29 00:00:00,272,275.5
TRAN-N-0,35% FIRST AND FINAL,2004-05-03 00:00:00,2004-06-23 00:00:00,2004-07-06 00:00:00,65.25,61.75
WATA-N-0,7.5% FIRST & FINAL,2004-05-10 00:00:00,2004-05-25 00:00:00,2004-06-07 00:00:00,11,10.75
HEXP-N-0,15% FINAL (TAX FREE),2004-05-13 00:00:00,2004-06-09 00:00:00,2004-06-19 00:00:00,70,69
DIPD-N-0,20% FINAL (NOT LIA. TO,2004-05-14 00:00:00,2004-06-15 00:00:00,2004-06-25 00:00:00,105,104
HAYC-N-0,15% FIRST & FINAL,2004-05-14 00:00:00,2004-06-14 00:00:00,2004-06-24 00:00:00,41.25,40
DIMO-N-0,20% FINAL,2004-05-17 00:00:00,2004-06-04 00:00:00,2004-06-16 00:00:00,71.75,68.5
RPBH-N-0,3% 2ND INTERIM (TAX FR,2004-05-17 00:00:00,2004-05-25 00:00:00,2004-06-07 00:00:00,30,30.75
CFI-N-00,7.5% FIRST & FINAL,2004-05-18 00:00:00,2004-06-18 00:00:00,2004-06-30 00:00:00,12,11.5
CIT-N-00,6% FIRST & FINAL,2004-05-18 00:00:00,2004-06-18 00:00:00,2004-06-30 00:00:00,11.75,11.25
HAYL-N-0,17.5% FINAL (NOT LIABL,2004-05-18 00:00:00,2004-06-16 00:00:00,2004-06-26 00:00:00,122.25,122.5
ITH-N-00,25% FIRST & FINAL,2004-05-18 00:00:00,2004-05-26 00:00:00,2004-06-08 00:00:00,28,26
TKYO-N-0,35% FINAL,2004-05-18 00:00:00,2004-06-21 00:00:00,2004-07-01 00:00:00,126.75,125
RICH-N-0,20% FINAL (62% TAX FRE,2004-05-19 00:00:00,2004-06-18 00:00:00,2004-06-30 00:00:00,93.75,91.5
CHMX-N-0,15% FINAL (PAID FM DIV,2004-05-25 00:00:00,2004-06-17 00:00:00,2004-06-29 00:00:00,185.75,158
CHR-N-00,10% FIRST & FINAL,2004-05-25 00:00:00,2004-06-03 00:00:00,2004-06-15 00:00:00,88.75,90
CIC-N-00,30% FINAL (PAID OUT OF,2004-05-26 00:00:00,2004-06-17 00:00:00,2004-06-29 00:00:00,169.75,165
CIC-X-00,30% FINAL(PAID OUT OF,2004-05-26 00:00:00,2004-06-17 00:00:00,2004-06-29 00:00:00,140,132.5
HSIG-N-0,10% FINAL,2004-05-26 00:00:00,2004-07-16 00:00:00,2004-08-06 00:00:00,34.5,32
JKL-N-00,50% FIRST & FINAL,2004-05-26 00:00:00,2004-06-08 00:00:00,2004-06-18 00:00:00,140,138
SHOT-N-0,7.5% FIRST & FINAL,2004-05-26 00:00:00,2004-07-16 00:00:00,2004-08-06 00:00:00,48,46
SHOT-X-0,7.5% FIRST & FINAL,2004-05-26 00:00:00,2004-07-16 00:00:00,2004-08-06 00:00:00,31,31
STAF-N-0,5% FIRST & FINAL,2004-05-26 00:00:00,2004-07-16 00:00:00,2004-08-06 00:00:00,12,11.25
CHL-N-00,14% FINAL,2004-05-27 00:00:00,2004-07-15 00:00:00,2004-07-27 00:00:00,23.25,23.25
CHL-X-00,14% FINAL,2004-05-27 00:00:00,2004-07-15 00:00:00,2004-07-27 00:00:00,18,17
AMW-N-00,10% INTERIM ,2004-05-28 00:00:00,2004-06-16 00:00:00,2004-06-28 00:00:00,70.25,70.25
HHL-N-00,12.5% FINAL ,2004-05-28 00:00:00,2004-06-11 00:00:00,2004-06-23 00:00:00,86,87
KGAL-N-0,15% FIRST & FINAL,2004-05-28 00:00:00,2004-06-16 00:00:00,2004-06-28 00:00:00,17,16
DFCC-N-0,55% FIRST & FINAL,2004-05-31 00:00:00,2004-06-25 00:00:00,2004-07-08 00:00:00,224.75,220
JKH-N-00,15% FINAL,2004-06-01 00:00:00,2004-06-18 00:00:00,2004-07-05 00:00:00,101,101
KINN-N-0,25% FIRST & FINAL,2004-06-01 00:00:00,2004-06-10 00:00:00,2004-06-22 00:00:00,70,64
HARI-N-0,25% INTERIM,2004-06-03 00:00:00,2004-06-14 00:00:00,2004-06-30 00:00:00,162.25,200
HLOG-N-0,25% FIRST & FINAL,2004-06-03 00:00:00,2004-06-14 00:00:00,2004-06-24 00:00:00,73,52.5
LCEY-N-0,10% FIRST & FINAL,2004-06-03 00:00:00,2004-06-18 00:00:00,2004-06-30 00:00:00,23.75,23
ACME-N-0,3.5% FIRST & FINAL ,2004-06-04 00:00:00,2004-07-06 00:00:00,2004-07-16 00:00:00,8.75,8.5
LALU-N-0,12.5% FIRST AND FINAL,2004-06-04 00:00:00,2004-07-06 00:00:00,2004-07-16 00:00:00,16,14.75
HDFC-N-0,5% FIRST & FINAL,2004-06-08 00:00:00,2004-06-25 00:00:00,2004-07-08 00:00:00,190,195
SERV-N-0,30% INTERIM,2004-06-10 00:00:00,2004-06-29 00:00:00,2004-07-12 00:00:00,71,71
BOPL-N-0,5% FIRST & FINAL,2004-06-14 00:00:00,2004-08-05 00:00:00,2004-08-17 00:00:00,15,15
SLND-N-0,10% FIRST & FINAL,2004-06-14 00:00:00,2004-07-13 00:00:00,2004-07-23 00:00:00,120.25,130.25
UML-N-00,7.5% FINAL ,2004-06-21 00:00:00,2004-07-16 00:00:00,2004-07-30 00:00:00,30,29.25
MAL-N-00,10% INTERIM,2004-06-23 00:00:00,2004-06-29 00:00:00,2004-07-12 00:00:00,9.75,9.25
CLPL-N-0,6.5% FIRST & FINAL,2004-06-24 00:00:00,2004-07-23 00:00:00,2004-08-04 00:00:00,9,8.5
ONAL-N-0,6.5% FINAL ,2004-06-24 00:00:00,2004-07-30 00:00:00,2004-08-11 00:00:00,21,22
RCL-N-00,10% FINAL (TAX FREE),2004-06-24 00:00:00,2004-08-19 00:00:00,2004-08-31 00:00:00,16,16.5
BFL-N-00,10% FIRST & FINAL,2004-06-25 00:00:00,2004-09-29 00:00:00,2004-10-11 00:00:00,16.5,16
LVEN-N-0,15% FINAL,2004-06-29 00:00:00,2004-08-11 00:00:00,2004-08-23 00:00:00,12.75,11
LLUB-N-0,300% INTERIM,2004-07-01 00:00:00,2004-07-13 00:00:00,2004-07-23 00:00:00,101.75,74.25
ASIR-N-0,7.5% INTERIM,2004-07-06 00:00:00,2004-07-08 00:00:00,2004-07-20 00:00:00,31.5,31.25
CTC-N-00,12% 2ND INTERIM,2004-07-07 00:00:00,2004-07-20 00:00:00,2004-07-30 00:00:00,41.5,41
SMOT-N-0,40%  FIRST & FINAL,2004-07-07 00:00:00,2004-07-29 00:00:00,2004-08-10 00:00:00,44,34
ACL-N-00,10% INTERIM,2004-07-08 00:00:00,2004-07-27 00:00:00,2004-08-06 00:00:00,54.5,54.5
GLAS-N-0,"17% FINAL, PROPER XD 0",2004-07-08 00:00:00,2004-07-09 00:00:00,2004-07-15 00:00:00,40.5,40.5
CFIN-N-0,20% THIRD & FINAL,2004-07-28 00:00:00,2004-08-19 00:00:00,2004-08-31 00:00:00,256.5,247.5
RPBH-N-0,5% INTERIM,2004-07-28 00:00:00,2004-08-04 00:00:00,2004-08-16 00:00:00,37,35
SUN-N-00,25% FIRST & FINAL,2004-08-04 00:00:00,2004-09-13 00:00:00,2004-09-23 00:00:00,63.5,95
ARPI-N-0,15% FINAL,2004-08-05 00:00:00,2004-09-06 00:00:00,2004-09-23 00:00:00,27,25
MPRH-N-0,5.5% FINAL ,2004-08-10 00:00:00,2004-08-26 00:00:00,2004-09-07 00:00:00,20,
PMB-N-00,15% FINAL,2004-08-11 00:00:00,2004-09-16 00:00:00,2004-09-29 00:00:00,18,17.5
SAMP-N-0,15% INTERIM,2004-08-13 00:00:00,2004-08-31 00:00:00,2004-09-10 00:00:00,90,85
AMW-N-00,15% FINAL,2004-08-24 00:00:00,2004-12-07 00:00:00,2004-12-17 00:00:00,86,85.25
APDL-N-0,20% FIRST & FINAL,2004-08-24 00:00:00,2004-12-07 00:00:00,2004-12-17 00:00:00,29.5,29.5
CHOU-N-0,7.5% SECOND & FINAL (T,2004-08-26 00:00:00,2004-10-20 00:00:00,2004-11-02 00:00:00,20,22.5
AEC-N-00,25% FIRST AND FINAL,2004-09-03 00:00:00,2004-12-10 00:00:00,2004-12-22 00:00:00,100,115
CLND-N-0,10% INTERIM,2004-09-07 00:00:00,2004-09-23 00:00:00,2004-10-06 00:00:00,6,6
SIL-N-00,20% INTERIM ,2004-09-07 00:00:00,2004-09-10 00:00:00,2004-09-24 00:00:00,52,50
CSEC-N-0,12.5% FINAL,2004-09-08 00:00:00,2004-10-25 00:00:00,2004-11-05 00:00:00,15.5,15
CTEA-N-0,70% FINAL,2004-09-08 00:00:00,2004-09-17 00:00:00,2004-09-30 00:00:00,210,200
CARE-N-0,25% FINAL,2004-09-10 00:00:00,2004-09-30 00:00:00,2004-10-12 00:00:00,63.25,70
TFC-N-00,15% FIRST & FINAL,2004-09-10 00:00:00,2004-10-11 00:00:00,2004-10-21 00:00:00,26.75,26
ALLI-N-0,25% FIRST & FINAL,2004-09-13 00:00:00,2004-10-13 00:00:00,2004-10-29 00:00:00,95,90
ASHA-N-0,5% FINAL,2004-09-16 00:00:00,2004-09-23 00:00:00,2004-10-06 00:00:00,18,17
ACL-N-00,5% FINAL,2004-09-17 00:00:00,2004-10-22 00:00:00,2004-11-04 00:00:00,62.5,60.75
APLA-N-0,5% FINAL,2004-09-17 00:00:00,2004-10-19 00:00:00,2004-11-01 00:00:00,27,31
PHAR-N-0,45% FIRST & FINAL,2004-09-17 00:00:00,2004-10-11 00:00:00,2004-10-21 00:00:00,170,205
TWOD-N-0,9.4% FINAL,2004-09-17 00:00:00,2004-09-23 00:00:00,2004-10-06 00:00:00,29,26
CSF-N-00,7.5% INTERIM,2004-09-20 00:00:00,2004-10-07 00:00:00,2004-10-19 00:00:00,12.75,12.25
CIND-N-0,25% FIRST & FINAL,2004-09-21 00:00:00,2004-10-15 00:00:00,2004-10-27 00:00:00,65,65
CABO-N-0,5% FIRST & FINAL,2004-09-23 00:00:00,2004-11-15 00:00:00,2004-11-25 00:00:00,46,42
CTLD-N-0,3% FINAL,2004-09-23 00:00:00,2004-10-21 00:00:00,2004-11-03 00:00:00,13.75,14.75
HARI-N-0,35% FINAL,2004-09-23 00:00:00,2004-10-22 00:00:00,2004-11-12 00:00:00,301.5,262
MORI-N-0,80% FIRST & FINAL,2004-09-23 00:00:00,2004-10-05 00:00:00,2004-10-25 00:00:00,551,550
MORI-X-0,80% FIRST & FINAL,2004-09-23 00:00:00,2004-10-05 00:00:00,2004-10-25 00:00:00,360,350
RENU-N-0,50% FIRST & FINAL,2004-09-23 00:00:00,2004-11-15 00:00:00,2004-11-25 00:00:00,101.25,98
LMF-N-00,6% FIRST & FINAL (% AM,2004-09-24 00:00:00,2004-10-08 00:00:00,2004-10-26 00:00:00,23,22.5
BRWN-N-0,10% FIRST & FINAL,2004-09-27 00:00:00,2004-10-21 00:00:00,2004-11-03 00:00:00,265,210
COCO-N-0,5% FIRST & FINAL (TAX,2004-09-27 00:00:00,2004-12-03 00:00:00,2004-12-15 00:00:00,18.5,19.25
GREG-N-0,10% FIRST & FINAL,2004-09-27 00:00:00,2004-10-20 00:00:00,2004-11-02 00:00:00,10.5,10.25
LWL-N-00,15% FINAL ,2004-09-27 00:00:00,2004-10-18 00:00:00,2004-10-29 00:00:00,41.75,40.5
TILE-N-0,17% FINAL,2004-09-29 00:00:00,2004-10-19 00:00:00,2004-11-01 00:00:00,47.75,42
KCAB-N-0,30% FIRST & FINAL,2004-09-30 00:00:00,2004-10-21 00:00:00,2004-11-03 00:00:00,60,66
SIGV-N-0,10% FIRST & FINAL,2004-10-01 00:00:00,2004-10-25 00:00:00,2004-11-05 00:00:00,60,55
LOLC-N-0,4.5% INTERIM,2004-10-04 00:00:00,2004-10-07 00:00:00,2004-10-19 00:00:00,74,74
CTC-N-00,14% 3RD INTERIM,2004-10-06 00:00:00,2004-10-18 00:00:00,2004-10-29 00:00:00,42,41
LLUB-N-0,10% 2ND INTERIM,2004-10-07 00:00:00,2004-10-18 00:00:00,2004-10-29 00:00:00,67.5,65.5
HUNT-N-0,5% FINAL,2004-10-08 00:00:00,2004-12-01 00:00:00,2004-12-13 00:00:00,136.5,136.5
COLO-N-0,10% FIRST & FINAL,2004-10-11 00:00:00,2004-11-17 00:00:00,2004-11-30 00:00:00,33.25,32.5
ABAN-N-0,25% FIRST & FINAL,2004-10-15 00:00:00,2004-10-22 00:00:00,2004-11-04 00:00:00,151,195.25
JKH-N-00,10%  INTERIM,2004-10-20 00:00:00,2004-10-26 00:00:00,2004-11-12 00:00:00,113.25,112.25
CARG-N-0,45% 2ND INTERIM (TAXAB,2004-10-25 00:00:00,2004-11-08 00:00:00,2004-11-19 00:00:00,325,298
ASPH-N-0,20% FINAL,2004-10-26 00:00:00,2004-10-29 00:00:00,2004-11-10 00:00:00,92,92
RCL-N-00,10% INTERIM (TAX FREE),2004-10-26 00:00:00,2004-11-01 00:00:00,2004-11-12 00:00:00,3.5,3.5
HHL-N-00,12.5% INTERIM,2004-10-28 00:00:00,2004-11-08 00:00:00,2004-11-19 00:00:00,95,92
ASIR-N-0,10% FINAL (TAXABLE),2004-10-29 00:00:00,2004-12-16 00:00:00,2004-12-29 00:00:00,38.75,36
COMB-N-0,20% INTERIM,2004-10-29 00:00:00,2004-11-16 00:00:00,2004-11-29 00:00:00,158,155
COMB-X-0,20% INTERIM,2004-10-29 00:00:00,2004-11-16 00:00:00,2004-11-29 00:00:00,93,90
JFIN-N-0,14% 2ND INTERIM,2004-10-29 00:00:00,2004-11-03 00:00:00,2004-11-16 00:00:00,203,205
BHR-N-00,5% FINAL,2004-11-02 00:00:00,2004-11-09 00:00:00,2004-12-09 00:00:00,42.75,43
EDEN-N-0,10% FIRST & FINAL (TAX,2004-11-02 00:00:00,2004-11-09 00:00:00,2004-12-09 00:00:00,20.75,20.5
PALM-N-0,35% FIRST & FINAL,2004-11-02 00:00:00,2004-11-09 00:00:00,2004-12-09 00:00:00,68,66
MILL-N-0,94.5% 2ND INTERIM,2004-11-03 00:00:00,2004-11-18 00:00:00,2004-12-01 00:00:00,600,
UCAR-N-0,30% INTERIM,2004-11-05 00:00:00,2004-11-23 00:00:00,2004-12-06 00:00:00,95,86
CTHR-N-0,55% (TAX FREE) INTERIM,2004-11-09 00:00:00,2004-11-23 00:00:00,2004-12-06 00:00:00,1000,1000
CTCE-N-0,25% INTERIM,2004-11-12 00:00:00,2004-11-16 00:00:00,2004-12-06 00:00:00,111,107.75
MSL-N-00,5% INTERIM,2004-11-15 00:00:00,2004-11-18 00:00:00,2004-12-01 00:00:00,80,80
EAST-N-0,15% INTERIM,2004-11-16 00:00:00,2004-11-24 00:00:00,2004-12-07 00:00:00,18.5,16.5
IDL-N-00,280% INTERIM,2004-11-17 00:00:00,2004-11-29 00:00:00,2004-12-09 00:00:00,41.5,
LCEY-N-0,15% FIRST & FINAL ,2004-11-17 00:00:00,2004-12-08 00:00:00,2004-12-20 00:00:00,36,35
LHL-N-00,10% (TAX FREE) INTERIM,2004-11-18 00:00:00,2004-12-03 00:00:00,2004-12-15 00:00:00,54,55
IDL-N-00,150% SECOND INTERIM,2004-11-19 00:00:00,2004-12-07 00:00:00,2004-12-17 00:00:00,41.5,
ONAL-N-0,6% INTERIM,2004-11-19 00:00:00,2004-11-30 00:00:00,2004-12-10 00:00:00,18,19
EMER-N-0,20% (FIRST & FINAL),2004-11-22 00:00:00,2004-12-07 00:00:00,2004-12-23 00:00:00,70,68
ASHA-N-0,10% INTERIM ,2004-11-30 00:00:00,2004-12-03 00:00:00,2004-12-15 00:00:00,16.75,15.5
ASIR-N-0,10% FIRST INTERIM,2004-12-01 00:00:00,2004-12-16 00:00:00,2004-12-29 00:00:00,38.75,36
HNB-N-00,20% INTERIM,2004-12-03 00:00:00,2004-12-15 00:00:00,2004-12-28 00:00:00,56.75,56
HNB-X-00,20% INTERIM,2004-12-03 00:00:00,2004-12-15 00:00:00,2004-12-28 00:00:00,34.5,30
EBCR-N-0,20% FIRST & FINAL,2004-12-06 00:00:00,2004-12-17 00:00:00,2004-12-30 00:00:00,190,194
TSML-N-0,35% INTERIM ,2004-12-06 00:00:00,2004-12-16 00:00:00,2004-12-29 00:00:00,73,72
TWOD-N-0,5% INTERIM,2004-12-06 00:00:00,2004-12-20 00:00:00,2004-12-31 00:00:00,31,32
COML-N-0,20% INTERIM,2004-12-07 00:00:00,2004-12-17 00:00:00,2004-12-30 00:00:00,95,95
