Market Capitalisation of Listed Companies as at 31st December 2008,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
PDL,PDL,2008-12-31 00:00:00,66000000,20,1320000000
MGT,HAYLEYS - MGT,2008-12-16 00:00:00,49177492,26,1278614792
NHL,NAWALOKA,2008-12-31 00:00:00,704752798,1.8,1268555036.4
KAHA,KAHAWATTE,2008-12-31 00:00:00,59917354,20.75,1243285095.5
SEYB,SEYLAN BANK,2008-12-31 00:00:00,43560000,28.5,1241460000
GLAS,PIRAMAL GLASS,2008-12-31 00:00:00,950086080,1.3,1235111904
HUNT,HUNTERS,2008-12-30 00:00:00,5145000,240,1234800000
INDO,INDO MALAY,2008-12-18 00:00:00,6998400,166.5,1165233600
GHLL,GALADARI,2008-12-31 00:00:00,182434060,6.25,1140212875
PABC,PAN ASIA,2008-12-31 00:00:00,110640407,10.25,1134064171.75
UML,UNITED MOTORS,2008-12-31 00:00:00,33633542,33.25,1118315271.5
ASHA,ASIRI CENTRAL,2008-12-19 00:00:00,22333957,50,1116697850
SELI,SELINSING,2008-12-24 00:00:00,6940080,160,1110412800
CINV,CEYLON INV.,2008-12-31 00:00:00,24145803,45,1086561135
LCEM,LANKA CEMENT,2008-12-31 00:00:00,173510748,6.25,1084442175
TILE,LANKA TILES,2008-12-31 00:00:00,42440328,25,1061008200
TSML,TEA SMALLHOLDER,2008-12-31 00:00:00,15000000,70,1050000000
TAJ,TAJ LANKA,2008-12-31 00:00:00,139637494,7,977462458
LMF,LMF,2008-12-23 00:00:00,29998500,31.75,952452375
CERA,LANKA CERAMIC,2008-12-15 00:00:00,30000000,31.5,945000000
MPRH,MET. RES. HOL.,2008-11-28 00:00:00,17264802,53.5,923666907
JKL,JOHN KEELLS,2008-12-31 00:00:00,15200000,60,912000000
ASHO,LANKA ASHOK,2008-12-08 00:00:00,3620843,249.5,903400328.5
CARE,PRINTCARE PLC,2008-12-08 00:00:00,17193334,52.25,898351701.5
BREW,CEYLON BREWERY,2008-12-04 00:00:00,20988090,42.5,891993825
TYRE,KELANI TYRES,2008-12-31 00:00:00,40200000,22,884400000
CHL,DURDANS,2008-12-30 00:00:00,19500000,44.75,872625000
HAPU,HAPUGASTENNE,2008-12-31 00:00:00,46315789,17.75,822105254.75
GOOD,GOOD HOPE,2008-12-30 00:00:00,6871307,116,797071612
AAIC,ASIAN ALLIANCE,2008-12-30 00:00:00,25000000,30,750000000
CONN,AMAYA LEISURE,2008-12-31 00:00:00,42029959,17.75,746031772.25
PMB,PEOPLE'S MERCH,2008-12-31 00:00:00,25000000,29.75,743750000
SUGA,PELWATTE,2008-12-31 00:00:00,67976891,10.75,730751578.25
VLL,VIDULLANKA,2008-12-31 00:00:00,36073134,19.5,703426113
KGAL,KEGALLE,2008-12-31 00:00:00,25000000,28,700000000
HASU,HNB ASSURANCE,2008-12-31 00:00:00,37500000,18.25,684375000
MBSL,MERCHANT BANK,2008-12-31 00:00:00,90000000,7.25,652500000
CTLD,C T LAND,2008-12-31 00:00:00,48750000,13.25,645937500
KCAB,KELANI CABLES,2008-12-30 00:00:00,10900000,59,643100000
CHMX,CHEMANEX,2008-12-31 00:00:00,15750000,40,630000000
ELPL,ELPITIYA,2008-12-31 00:00:00,24958677,24.25,605247917.25
CLPL,CEYLON LEATHER,2008-12-31 00:00:00,12500000,47.75,596875000
EBCR,E B CREASY,2008-12-16 00:00:00,2535458,235,595832630
SIRA,SIERRA  CABL,2008-12-31 00:00:00,537512430,1.1,591263673
CLND,COLOMBO LAND,2008-12-31 00:00:00,162750000,3.6,585900000
ACAP,ASIA CAPITAL,2008-12-31 00:00:00,110000000,5.25,577500000
TANG,TANGERINE,2008-12-29 00:00:00,20000000,28.5,570000000
SHAW,SHAW WALLACE,2008-12-30 00:00:00,5120546,110,563260060
BOPL,BOGAWANTALAWA,2008-12-31 00:00:00,50250000,11,552750000
CFLB,FORT LAND,2008-12-31 00:00:00,36000000,15.25,549000000
KHC,KANDY HOTELS,2008-12-31 00:00:00,16500000,33.25,548625000
LFIN,LB FINANCE,2008-12-30 00:00:00,35197143,15.5,545555716.5
KOTA,KOTAGALA,2008-12-31 00:00:00,32000000,17,544000000
DIMO,DIMO,2008-12-30 00:00:00,8702389,62,539548118
RENU,RENUKA CITY HOT.,2008-12-15 00:00:00,7000000,75,525000000
KURU,KURUWITA TEXTILE,2008-12-31 00:00:00,25000000,20.75,518750000
MRH,MAHAWELI REACH,2008-12-31 00:00:00,47066447,11,517730917
EQIT,EQUITY,2008-12-31 00:00:00,40321730,12.75,514102057.5
TFC,THE FINANCE CO.,2008-12-31 00:00:00,17966232,27.25,489579822
LCEY,LANKEM CEYLON,2008-12-31 00:00:00,21000000,23.25,488250000
PALM,CONFIFI HOTEL,2008-12-17 00:00:00,7200000,67,482400000
RHTL,FORTRESS RESORTS,2008-12-31 00:00:00,110886684,4.3,476812741.2
NEH,NUWARA ELIYA,2008-12-24 00:00:00,2003870,225,450870750
LAND,LAND & BUILDING,2005-01-20 00:00:00,2120479,206,436818674
HARI,HARISCHANDRA,2008-12-29 00:00:00,959800,450,431910000
MAL,MALWATTE,2008-12-31 00:00:00,22459016,19,426721304
BHR,RIVERINA HOTELS,2008-12-31 00:00:00,14181699,28.5,404178421.5
SMOT,SATHOSA MOTORS,2008-12-30 00:00:00,6033622,66.5,401235863
TWOD,TOUCHWOOD,2008-12-31 00:00:00,8908800,44.5,396441600
KAPI,MTD WALKERS,2008-11-19 00:00:00,5717857,68.25,390243740.25
GRAN,GRAIN ELEVATORS,2008-12-31 00:00:00,60000000,6.5,390000000
SWAD,SWADESHI,2008-12-23 00:00:00,130666,2850,372398100
EDEN,EDEN HOTEL LANKA,2008-12-31 00:00:00,52800000,7,369600000
CWM,C.W.MACKIE,2008-12-31 00:00:00,35988556,10.25,368882699
MASK,MASKELIYA,2008-12-31 00:00:00,26976744,13.5,364186044
HDFC,HDFC,2008-12-30 00:00:00,6471052,56,362378912
COMD,COMMERCIAL DEV.,2008-12-31 00:00:00,12000000,30,360000000
BOGA,BOGALA GRAPHITE,2008-12-30 00:00:00,39729000,9,357561000
GREG,ENVI. RESOURCES,2008-12-31 00:00:00,17386080,20,347721600
NAMU,NAMUNUKULA,2008-12-31 00:00:00,23750000,14.5,344375000
ONAL,ON'ALLY,2008-12-29 00:00:00,14000616,24,336014784
WAPO,WATAPOTA,2008-10-29 00:00:00,671008,500,335504000
CSD,CEYLINCO SEYLAN,2008-12-31 00:00:00,73982430,4.5,332920935
TPL,TALAWAKELLE,2008-12-31 00:00:00,23750000,13,308750000
CSEC,KSHATRIYA HOLD.,2008-12-31 00:00:00,98397640,3.1,305032684
RHL,RHL,2008-12-15 00:00:00,7500000,40.25,301875000
ATL,AMANA,2008-12-31 00:00:00,50000036,6,300000216
LVEN,LANKA VENTURES,2008-12-31 00:00:00,50000000,6,300000000
LAMB,KOTMALE HOLDINGS,2008-12-30 00:00:00,31400000,9.5,298300000
KFP,KEELLS FOOD,2008-12-23 00:00:00,5000000,58,290000000
PHAR,COL PHARMACY,2008-12-29 00:00:00,1272857,225.5,287029253.5
AUTO,AUTODROME,2008-12-31 00:00:00,1200000,239,286800000
STAF,STAFFORD,2008-12-31 00:00:00,31621477,9,284593293
BALA,BALANGODA,2008-12-31 00:00:00,23636363,12,283636356
ALLI,ALLIANCE,2008-12-24 00:00:00,1620000,175,283500000
AGAL,AGALAWATTE,2008-12-31 00:00:00,25000000,11,275000000
PEG,PEGASUS HOTELS,2008-12-31 00:00:00,27352385,10,273523850
MSL,MERC. SHIPPING,2008-12-18 00:00:00,2492482,103.5,257971887
CABO,CARGO BOAT,2008-12-30 00:00:00,10200036,25,255000900
EMER,EASTERN MERCHANT,2008-12-18 00:00:00,1677800,150,251670000
HOPL,HORANA,2008-12-31 00:00:00,25000000,10,250000000
LALU,LANKA ALUMINIUM,2008-12-19 00:00:00,13702823,18,246650814
CIND,CENTRAL IND.,2008-12-29 00:00:00,3294738,73,240515874
UDPL,UDAPUSSELLAWA,2008-12-18 00:00:00,19398850,12,232786200
CFT,CFT,2008-12-31 00:00:00,14019600,16,224313600
SHOT,SERENDIB HOTELS,2008-12-31 00:00:00,12074273,18.5,223374050.5
COLO,COLONIAL MTR,2008-12-31 00:00:00,8110505,26.75,216956008.75
ACME,ACME,2008-12-31 00:00:00,13416480,15.75,211309560
SMLL,S M LEASING,2008-12-31 00:00:00,22713639,9.25,210101160.75
REG,REGNIS,2008-11-26 00:00:00,4829084,43,207650612
MARA,MARAWILA RESORTS,2008-12-31 00:00:00,70000000,2.9,203000000
IDL,INFRASTRUCTURE,2004-09-13 00:00:00,4857487,41.5,201585710.5
ETWO,EQUITY TWO PLC,2008-12-31 00:00:00,31000000,6.5,201500000
UCAR,UNION CHEMICALS,2008-12-23 00:00:00,1500000,132,198000000
SOY,CONVENIENCE FOOD,2008-12-24 00:00:00,2750000,70,192500000
APDL,ASSOCIATED PROP.,2008-12-30 00:00:00,3158314,60,189498840
CSF,CEYLINCO FINANCE,2008-12-31 00:00:00,19986050,9.25,184870962.5
BBH,BROWNS BEACH,2008-12-30 00:00:00,9600000,19,182400000
MADU,MADULSIMA,2008-12-31 00:00:00,29000000,6.25,181250000
CFVF,FIRST CAPITAL,2008-12-29 00:00:00,33750000,5,168750000
SLND,SEREND LND,2008-12-31 00:00:00,360000,450,162000000
CHOU,CEYLINCO HOUSING,2008-12-31 00:00:00,13379850,12,160558200
SIL,SAMSON INTERNAT.,2008-12-31 00:00:00,3847974,41.5,159690921
SINI,SINGER IND.,2008-12-05 00:00:00,3846300,41,157698300
ASCO,ASCOT HOLDINGS,2008-12-30 00:00:00,7985505,19,151724595
HUNA,HUNAS FALLS,2008-12-30 00:00:00,5625000,26.75,150468750
LPRT,LAKE HOUSE PRIN.,2008-11-21 00:00:00,2937245,51,149799495
MORI,MORISONS,2008-12-24 00:00:00,580829,240,139398960
SEMB,SEYLAN MERCHANT,2008-12-31 00:00:00,44503120,3,133509360
TAFL,THREE ACRE FARMS,2008-12-31 00:00:00,23545000,5.5,129497500
BFL,BAIRAHA FARMS,2008-12-30 00:00:00,16000000,8,128000000
DPL,DANKOTUWA PORCEL,2008-12-31 00:00:00,24081914,5.25,126430048.5
HSIG,HOTEL SIGIRIYA,2008-12-18 00:00:00,5859000,21,123039000
ECL,E - CHANNELLING,2008-12-31 00:00:00,17447345,7,122131415
COCO,COCO LANKA,2008-12-31 00:00:00,12600000,9.5,119700000
APLA,ACL PLASTICS,2008-12-31 00:00:00,4212500,27.5,115843750
EAST,EAST WEST,2008-12-31 00:00:00,34560000,3.2,110592000
REEF,REEFCOMBER,2008-12-30 00:00:00,157306510,0.7,110114557
MIRA,MIRAMAR,2008-12-31 00:00:00,2750000,40,110000000
TESS,TESS AGRO,2008-12-31 00:00:00,180000000,0.6,108000000
ABAN,ABANS,2008-12-24 00:00:00,2129400,50,106470000
HEXP,HAYLEYS EXPORTS,2008-12-31 00:00:00,8000000,13,104000000
LITE,LAXAPANA,2008-12-31 00:00:00,27000000,3.8,102600000
YORK,YORK ARCADE,2008-12-31 00:00:00,12000000,8.25,99000000
KDL,KELSEY,2008-12-31 00:00:00,17429274,5.5,95861007
PARQ,PARQUET,2008-12-31 00:00:00,7948800,11.75,93398400
ASPH,INDUSTRIAL ASPH.,2008-12-30 00:00:00,666562,140,93318680
SING,SINGALANKA,2008-10-15 00:00:00,1385207,60,83112420
BLUE,BLUE DIAMONDS,2008-12-31 00:00:00,59033947,1.4,82647525.8
REXP,RICH PIERIS EXP,2008-12-31 00:00:00,11163745,7.25,80937151.25
ALUF,ALUFAB,2008-12-30 00:00:00,4019400,19.5,78378300
CIT,CIT,2008-12-24 00:00:00,5511110,14,77155540
CFI,CFI,2008-12-31 00:00:00,5000000,15,75000000
SIGV,SIGIRIYA VILLAGE,2008-12-19 00:00:00,3478950,16.75,58272412.5
MULL,MULLERS,2008-12-31 00:00:00,141571714,0.4,56628685.6
ARPI,ARPICO,2008-12-17 00:00:00,1837500,30,55125000
VANI,VANIK INCORP LTD,2008-10-03 00:00:00,65481650,0.8,52385320
GEST,GESTETNER,2008-12-19 00:00:00,2278125,22.75,51827343.75
HUEJ,HUEJAY,2008-12-22 00:00:00,1800000,27,48600000
LDEV,LANKEM DEV.,2008-12-31 00:00:00,6000000,7.25,43500000
KZOO,KALAMAZOO,2008-11-07 00:00:00,50000,700,35000000
RGEM,RADIANT GEMS,2008-12-31 00:00:00,2400000,13,31200000
BINN,BERUWELA WALKINN,2008-12-31 00:00:00,900000,25,22500000
PARA,PARAGON,2008-12-08 00:00:00,100028,213.5,21355978
FERN,FERNTEA LTD,2008-12-16 00:00:00,6000000,3.5,21000000
OFEQ,OFFICE EQUIPMENT,2008-11-07 00:00:00,83356,80.25,6689319
CPRT,CEYLON PRINTERS,2008-11-11 00:00:00,35010,62,2170620
