Market Capitalisation as at 31st December 2003,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
CERA,LANKA CERAMIC,2003-12-24 00:00:00,30000000,15,450000000
MBSL,MERCHANT BANK,2003-12-31 00:00:00,50000000,9,450000000
CLND,COLOMBO LAND ,2003-12-31 00:00:00,162750000,2.75,447562500
SUGA,PELWATTE,2003-12-31 00:00:00,67976891,6.5,441849791.5
KURU,KURUWITA TEXTILE,2003-12-31 00:00:00,10000000,44,440000000
HLOG,HABARANA LODGE,2003-12-24 00:00:00,7200000,60,432000000
SELI,SELINSING,2003-10-28 00:00:00,4626720,90,416404800
TAFL,THREE ACRE FARMS,2003-12-19 00:00:00,23100000,18,415800000
BOPL,BOGAWANTALAWA,2003-12-31 00:00:00,33500000,12.25,410375000
DPL,DANKOTUWA PORCEL,2003-12-23 00:00:00,27141444,15,407121660
ACL,ACL,2003-12-31 00:00:00,12250980,33,404282340
BRWN,BROWNS ,2003-12-30 00:00:00,2625000,149.25,391781250
GOOD,GOOD HOPE,2003-11-14 00:00:00,3817393,100,381739300
RENU,RENUKA CITY HOTEL,2003-12-31 00:00:00,5000000,76,380000000
CHL,DURDANS,2003-12-31 00:00:00,19500000,18.75,365625000
TSML,TEA SMALLHOLDER,2003-12-30 00:00:00,15000000,24.25,363750000
NEH,NUWARA ELIYA,2003-11-25 00:00:00,2003870,180,360696600
BHR,RIVERINA HOTELS,2003-12-31 00:00:00,10129785,35.5,359607367.5
SWAD,SWADESHI,2003-11-24 00:00:00,130666,2700,352798200
HEXP,HAYLEYS EXPORTS,2003-12-23 00:00:00,7000000,50,350000000
TANG,TANGERINE,2003-12-30 00:00:00,10000000,35,350000000
AGAL,AGALAWATTE,2003-12-23 00:00:00,25000000,13,325000000
AEC,AEC ,2003-10-30 00:00:00,2896128,110,318574080
SHOT,SERENDIB HOTELS,2003-12-26 00:00:00,7875000,40,315000000
KGAL,KEGALLE,2003-12-30 00:00:00,25000000,12.5,312500000
TPL,TALAWAKELLE,2003-12-31 00:00:00,23750000,13,308750000
REXP,RICH PIERIS EXPORTS,2003-12-17 00:00:00,11065230,27.5,304293825
INDO,INDO MALAY,2003-12-22 00:00:00,3499200,85,297432000
TFC,THE FINANCE CO.,2003-12-30 00:00:00,17966232,16.5,296442828
CHOT,HOTELS CORPORATION,2003-11-19 00:00:00,3000000,98,294000000
CTLD,C T LAND,2003-12-31 00:00:00,48750000,6,292500000
ASHA,ASHA CENTRAL,2003-12-31 00:00:00,22333957,13,290341441
BALA,BALANGODA,2003-12-31 00:00:00,23636363,12.25,289545446.75
KINN,KANDY WALK INN,2003-12-22 00:00:00,5250000,55,288750000
CHMX,CHEMANEX,2003-12-31 00:00:00,3500000,81,283500000
PALM,CONFIFI HOTEL,2003-12-31 00:00:00,7200000,38.5,277200000
BFL,BAIRAHA FARMS,2003-12-31 00:00:00,16000000,17,272000000
AAIC,ASIAN ALLIANCE,2003-12-30 00:00:00,25000000,10.75,268750000
SEMB,SEYLAN MERCHANT,2003-12-31 00:00:00,33377340,8,267018720
STAF,STAFFORD,2003-12-31 00:00:00,25297182,10.5,265620411
COMD,COMMERCIAL DEVELOPMENT,2003-12-22 00:00:00,12000000,22,264000000
HASU,HNB ASSURANCE,2003-12-31 00:00:00,25000000,10.5,262500000
TYRE,KELANI TYRES,2003-12-31 00:00:00,40200000,5.75,231150000
SINI,SINGER INDUSTRIES,2003-12-24 00:00:00,3846300,60,230778000
MARA,MARAWILA RESORTS,2003-12-31 00:00:00,50000000,4.5,225000000
KOTA,KOTAGALA,2003-12-31 00:00:00,32000000,7,224000000
CSD,CEYLINCO SEYLAN,2003-12-31 00:00:00,72531795,3,217595385
MADU,MADULSIMA,2003-12-31 00:00:00,29000000,7.5,217500000
REG,REGNIS,2003-12-17 00:00:00,2716360,80,217308800
KAHA,KAHAWATTE,2003-12-31 00:00:00,49917354,4.25,212148754.5
AHCL,ASSO. HOTELS,2003-11-12 00:00:00,5203800,40,208152000
SHAW,LEE HEDGES,2003-12-18 00:00:00,5120546,40,204821840
MPAC,METAL PACKAGING,2003-12-22 00:00:00,5040000,40,201600000
WATA,WATAWALA,2003-12-31 00:00:00,23666667,8.5,201166669.5
SUN,SUNSHINE HOLDING,2003-12-05 00:00:00,10000000,20,200000000
UPIN,UPALI INVESTMENT,2003-12-30 00:00:00,500000,400,200000000
UDPL,UDAPUSSELLAWA,2003-12-26 00:00:00,19398850,10.25,198838212.5
PHAR,COL PHARMACY,2003-12-24 00:00:00,954643,202,192837886
MORI,MORISONS,2003-12-12 00:00:00,580829,325,188769425
WMM,W.M.MENDIS,2003-12-23 00:00:00,19902052,9.25,184093981
SMOT,SATHOSA MOTORS,2003-12-17 00:00:00,6033622,30.5,184025471
LAMB,LAMBRETTA,2003-12-23 00:00:00,18840000,9.75,183690000
LALU,LANKA ALUMINIUM,2003-12-30 00:00:00,13702823,13,178136699
NAMU,NAMUNUKULA,2003-12-30 00:00:00,23750000,7.5,178125000
MENG,METALIX ENGIN.,2000-11-27 00:00:00,3100000,55,170500000
ITH,INT. TOURISTS,2003-12-30 00:00:00,7750000,22,170500000
IDL,INFRASTRUCTURE,2002-09-19 00:00:00,4857487,35,170012045
KCAB,KELANI CABLES,2003-12-30 00:00:00,5450000,31,168950000
MAL,MALWATTE,2003-12-30 00:00:00,22459016,7.5,168442620
ONAL,ON'ALLY,2003-12-31 00:00:00,14000616,12,168007392
HOPL,HORANA,2003-12-31 00:00:00,25000000,6.5,162500000
SIGV,SIGIRIYA VILLAGE,2003-12-12 00:00:00,2319301,70,162351070
CSF,CEYLINCO SEC.,2003-12-31 00:00:00,19986050,8,159888400
LCEY,LANKEM CEYLON,2003-12-24 00:00:00,12000000,13,156000000
MSL,MERC. SHIPPING,2003-12-19 00:00:00,2492482,62,154533884
GLAX,GLAXO,2003-12-22 00:00:00,4050000,38,153900000
HARI,HARISCHANDRA,2003-12-16 00:00:00,959800,160,153568000
EMER,EASTERN MERCHANT,2003-11-21 00:00:00,1677800,90,151002000
PMB,PEOPLE'S MERCH,2003-12-31 00:00:00,12500000,12,150000000
BATA,BATA,2003-12-30 00:00:00,12187500,12.25,149296875
BLUE,BLUE DIAMONDS,2003-12-31 00:00:00,59033947,2.5,147584867.5
ALLI,ALLIANCE,2003-12-19 00:00:00,1620000,85,137700000
LFIN,LB FINANCE,2003-12-22 00:00:00,13500000,10,135000000
CWM,C.W.MACKIE & CO.,2003-12-29 00:00:00,35988556,3.75,134957085
COLO,COLONIAL MOTORS,2003-12-31 00:00:00,8110505,16.25,131795706.25
BBH,BROWNS BEACH,2003-12-31 00:00:00,9600000,13.5,129600000
BOGA,BOGALA GRAPHITE,2003-12-31 00:00:00,27961000,4.5,125824500
EAST,EAST WEST,2003-12-30 00:00:00,17280000,7,120960000
TESS,TESS AGRO,2003-12-31 00:00:00,13300000,9,119700000
CIND,CENTRAL INDUSTRIES,2003-12-19 00:00:00,3294738,36,118610568
HSIG,HOTEL SIGIRIYA,2003-12-24 00:00:00,3906000,30,117180000
MIRA,MIRAMAR,2003-11-27 00:00:00,2200000,53,116600000
COCO,COCO LANKA,2003-12-26 00:00:00,6300000,18.25,114975000
EQIT,EQUITY,2003-12-31 00:00:00,6203343,16.5,102355159.5
CFLB,FORT LAND ,2003-12-31 00:00:00,36000000,2.75,99000000
HUNA,HUNAS FALLS,2003-12-31 00:00:00,5625000,17,95625000
KFP,KEELLS FOOD,2003-12-30 00:00:00,5000000,19,95000000
CLPL,CEYLON LEATHER,2003-12-22 00:00:00,12500000,7.5,93750000
PEG,PEGASUS HOTELS,2003-12-31 00:00:00,7123017,13,92599221
UCAR,UNION CHEMICALS,2003-12-10 00:00:00,1500000,58,87000000
YORK,YORK ARCADE,2003-12-17 00:00:00,12000000,7.25,87000000
GREG,WALK & GREIG ,2003-12-12 00:00:00,17386080,5,86930400
ASHO,LANKA ASHOK,2003-12-09 00:00:00,3620843,24,86900232
APLA,ACL PLASTICS,2003-12-16 00:00:00,4212500,20.5,86356250
SIL,SAMSON INTERNATIONAL,2003-12-30 00:00:00,3298263,23.5,77509180.5
ECL,E - CHANNELLING,2003-12-19 00:00:00,10468407,7.25,75895950.75
CFVF,CF VENTURE FUND,2003-12-31 00:00:00,15000000,5,75000000
CHOU,CEYLINCO HOUSING,2003-12-23 00:00:00,7433250,10,74332500
RHTL,RUHUNU HOTELS,2003-12-30 00:00:00,8294900,8.75,72580375
PTEX,PUGODA TEXTILES,1997-04-30 00:00:00,15000000,4.5,67500000
ACME,ACME,2003-12-31 00:00:00,8944320,7.5,67082400
PARQ,PARQUET,2003-12-24 00:00:00,6624000,10,66240000
REEF,REEFCOMBER,2003-12-31 00:00:00,8848491,7.25,64151559.75
SOY,SOY FOODS,2003-12-24 00:00:00,2750000,22,60500000
ABAN,ABANS,2003-12-19 00:00:00,1064700,51.75,55098225
KDL,KELSEY,2003-12-26 00:00:00,5164229,10.5,54224404.5
FERN,FERNTEA LTD,2003-12-26 00:00:00,6000000,9,54000000
VANI,VANIK INCORP LTD,2003-12-31 00:00:00,65481650,0.8,52385320
CABO,CARGO BOAT,2003-12-22 00:00:00,3400012,15,51000180
CSEC,CENTRAL SEC.,2003-12-31 00:00:00,4919882,10.25,50428790.5
ASPH,INDUSTRIAL ASPH.,2003-10-10 00:00:00,666562,75,49992150
APDL,ASSOCIATED PROP.,2003-12-10 00:00:00,3158314,15.5,48953867
BINN,BERUWELA WALKINN,2003-12-16 00:00:00,900000,51,45900000
LPRT,LAKE HOUSE PRIN.,2002-06-05 00:00:00,2937245,15,44058675
ETWO,EQUITY TWO LTD,2003-12-26 00:00:00,6200000,7,43400000
SLND,SEREND LND ,2003-11-13 00:00:00,360000,120.25,43290000
AUTO,AUTODROME ,2003-06-24 00:00:00,120000,350,42000000
CFI,CFI,2003-12-23 00:00:00,4066666,10,40666660
EBCR,E B CREASY,2003-12-17 00:00:00,2535458,16,40567328
CIT,CIT,2003-12-30 00:00:00,3100000,13,40300000
SAMS,SAMUELS,2003-12-17 00:00:00,4601885,8.75,40266493.75
LINV,LAKE HOUSE INV.,2003-11-21 00:00:00,1774209,22,39032598
KAPI,KAPILA HEAVY,2003-12-10 00:00:00,5717857,6,34307142
CFT,CFT,2003-11-27 00:00:00,1401960,23.75,33296550
ASCO,ASCOT,2003-12-31 00:00:00,7985505,4,31942020
WAPO,WATAPOTA,2003-06-27 00:00:00,671008,45,30195360
HUEJ,HUEJAY,2003-01-23 00:00:00,1800000,15,27000000
GEST,GESTETNER,2003-12-30 00:00:00,1265625,21,26578125
TWOD,TOUCHWOOD,2003-12-26 00:00:00,2227200,11.5,25612800
VTEX,VEYTEX,1999-01-25 00:00:00,25000000,1,25000000
MRL,METAL RECYCLERS,2003-12-24 00:00:00,11678055,2,23356110
ALUF,ALUFAB,2003-10-07 00:00:00,4019400,5,20097000
ARPI,ARPICO,2003-12-16 00:00:00,1575000,11,17325000
LITE,ELEPHANT LITE,2003-12-31 00:00:00,3240324,5,16201620
UPEN,UPALI ENTERPRISE,2003-12-23 00:00:00,300000,50,15000000
STAT,STATCON,2003-12-24 00:00:00,815207,15,12228105
RGEM,RADIANT GEMS,2003-12-19 00:00:00,2400000,5,12000000
KZOO,KALAMAZOO,2003-02-24 00:00:00,50000,200,10000000
PARA,PARAGON,2003-05-02 00:00:00,100028,65,6501820
LDEV,LANKEM DEVELOPMENTS,2003-12-24 00:00:00,850562,5.75,4890731.5
MULL,MULLERS,2003-12-30 00:00:00,6000000,0.7,4200000
OFEQ,OFFICE EQUIPMENT,2003-02-24 00:00:00,83356,50,4167800
CPRT,CEYLON PRINTERS,2003-05-08 00:00:00,35010,80,2800800
SING,SINGALANKA,2003-01-28 00:00:00,1385207,2,2770414
