Dividend Record 1993,,,,,,,,
Company Name,,,XD Date,Date of Payment,Rate,,Cum Price,Ex Price
GRAN,Nt0000,GRAIN ELEVATORS,1993-06-29 00:00:00,1993-07-21 00:00:00,20,1ST INTERIM TAX FREE,97,97
CSEC,Nt0000,CENTRAL SEC.,1993-06-29 00:00:00,1993-07-23 00:00:00,10,FIRST & FINAL,33,33
AHUN,Nt0000,A.SPEN.HOT.HOLD.,1993-07-07 00:00:00,1993-07-29 00:00:00,10,FINAL (TAX FREE),94.25,95
CERA,Nt0000,LANKA CERAMIC,1993-06-14 00:00:00,1993-07-30 00:00:00,10,INTERIM,33.25,33
SHAW,Nt0000,SHAW WALLACE,1993-07-21 00:00:00,1993-08-10 00:00:00,10,FIRST & FINAL (TAX FREE),54,51.75
LOLC,Nt0000,LOLC,1993-07-15 00:00:00,1993-08-13 00:00:00,10,FINAL,160,169.75
GUAR,Nt0000,CEYLON GUARDIAN,1993-07-29 00:00:00,1993-08-16 00:00:00,25,FINAL,135,135
CINV,Nt0000,CEYLON INV.,1993-07-29 00:00:00,1993-08-16 00:00:00,30,FIRST & FINAL,149.75,150
CLND,Nt0000,COLOMBO LAND,1993-07-22 00:00:00,1993-08-16 00:00:00,25,1ST & FINAL (TAX FREE),35,40
CHMX,Nt0000,CHEMANEX,1993-07-29 00:00:00,1993-08-24 00:00:00,9,FINAL (2% TAX FREE),50,48.5
CIC,Nt0000,CIC,1993-08-02 00:00:00,1993-08-24 00:00:00,20,FINAL,100,102
SPEN,Nt0000,AITKEN SPENCE,1993-08-03 00:00:00,1993-08-25 00:00:00,10,FINAL (TAX FREE),273,285
ONAL,Nt0000,ON'ALLY,1993-08-05 00:00:00,1993-08-27 00:00:00,7.5,FINAL,12,12.5
ASHO,Nt0000,LANKA ASHOK,1993-08-10 00:00:00,1993-09-02 00:00:00,10,INTERIM,91.75,92
LDEV,Nt0000,LANKEM DEV.,1993-08-11 00:00:00,1993-09-02 00:00:00,25,FIRST & FINAL,49,49
PTEX,Nt0000,PUGODA TEXTILES,1993-08-09 00:00:00,1993-09-09 00:00:00,5,FINAL,18,18.75
COMD,Nt0000,COMMERCIAL DEV.,1993-08-19 00:00:00,1993-09-14 00:00:00,15.75,FINAL (TAX FREE),17.5,17.5
ARPI,Nt0000,ARPICO,1993-08-20 00:00:00,1993-09-16 00:00:00,40,FIRST & FINAL,107.25,100.25
JKL,Nt0000,JOHN KEELLS,1993-08-23 00:00:00,1993-09-16 00:00:00,20,FINAL,40.25,45
CTC,Nt0000,CEYLON TOBACCO,1993-08-26 00:00:00,1993-09-17 00:00:00,5.75,1ST INTERIM,31.75,30
EQIT,Nt0000,EQUITY,1993-08-18 00:00:00,1993-09-17 00:00:00,11,FIRST & FINAL(T.F),15.5,15
ITH,Nt0000,INT. TOURISTS,1993-08-23 00:00:00,1993-09-17 00:00:00,10,FINAL,28,30
KINN,Nt0000,KANDY WALK INN,1993-09-01 00:00:00,1993-09-23 00:00:00,15,FINAL,67,65
LCEY,Nt0000,LANKEM CEYLON,1993-08-06 00:00:00,1993-09-23 00:00:00,15,FIRST & FINAL,52.5,53
BATA,Nt0000,BATA,1993-09-01 00:00:00,1993-09-24 00:00:00,7.5,INTERIM,37,37
CFI,Nt0000,CFI,1993-08-26 00:00:00,1993-09-24 00:00:00,10,FIRST & FINAL,17.5,17
CIT,Nt0000,CIT,1993-08-26 00:00:00,1993-09-24 00:00:00,9,FIRST & FINAL,10.75,11.75
HLOG,Nt0000,HABARANA LODGE,1993-08-30 00:00:00,1993-09-24 00:00:00,25,FINAL,65,65
BUKI,Nt0000,BUKIT DARAH,1993-08-30 00:00:00,1993-09-27 00:00:00,43,FINAL,395,380.5
HINN,Nt0000,HABARANA WALKINN,1993-09-03 00:00:00,1993-09-27 00:00:00,15,FINAL,50.25,53
BINN,Nt0000,BERUWELA WALKINN,1993-09-06 00:00:00,1993-09-28 00:00:00,15,FINAL,47.5,48
WALK,Nt0000,WALKERS TOURS,1993-09-03 00:00:00,1993-09-28 00:00:00,20,FINAL,80,75.75
ABAN,Nt0000,ABANS,1993-08-26 00:00:00,1993-09-29 00:00:00,20,FIRST & FINAL,115,119.5
ACME,Nt0000,ACME,1993-09-03 00:00:00,1993-09-29 00:00:00,10,FINAL,27,24
GOOD,Nt0000,GOOD HOPE,1993-08-30 00:00:00,1993-09-29 00:00:00,1.9,FINAL,320,320
JKH,Nt0000,JKH,1993-09-06 00:00:00,1993-09-29 00:00:00,15,FINAL,230.25,231
SHAL,Nt0000,SHALIMAR,1993-08-30 00:00:00,1993-09-29 00:00:00,9.91,FINAL,575,575.5
TKYO,Nt0000,TOKYO CEMENT,1993-09-06 00:00:00,1993-09-29 00:00:00,10,FIRST & FINAL,48,48
INDO,Nt0000,INDO MALAY,1993-08-30 00:00:00,1993-10-01 00:00:00,23.13,FINAL,525,525
SELI,Nt0000,SELINSING,1993-09-08 00:00:00,1993-10-06 00:00:00,22.93,FINAL,549.75,450.5
GLAX,Nt0000,GLAXO,1993-09-14 00:00:00,1993-10-07 00:00:00,15,FIRST & FINAL,40.75,45
KURU,Nt0000,KURUWITA TEXTILE,1993-09-06 00:00:00,1993-10-07 00:00:00,10,FIRST & FINAL  (5% T.F.),33,33
TILE,Nt0000,LANKA TILES,1993-09-08 00:00:00,1993-10-07 00:00:00,15,FINAL,37,37
CABO,Nt0000,CARGO BOAT,1993-09-15 00:00:00,1993-10-08 00:00:00,10,FIRST & FINAL,108,100
CHOU,Nt0000,CEYLINCO HOUSING,1993-09-09 00:00:00,1993-10-08 00:00:00,12,FIRST & FINAL (T.F.),17.5,16.5
CFIN,Nt0000,CENTRAL FINANCE,1993-09-22 00:00:00,1993-10-15 00:00:00,10,FINAL ( T.F.),269.25,269.25
JFIN,Nt0000,JAMES FINLAY,1993-09-20 00:00:00,1993-10-15 00:00:00,12.5,INTERIM (9% T.F.),70,70
NEH,Nt0000,NUWARA ELIYA,1993-10-01 00:00:00,1993-10-15 00:00:00,10,FINAL,1350.25,1400
RICH,Nt0000,RICHARD PIERIS,1993-09-21 00:00:00,1993-10-19 00:00:00,8,FINAL,109,105
CTLD,Nt0000,C T LAND,1993-09-24 00:00:00,1993-10-20 00:00:00,3,FINAL (T.F),12,11.5
ASPH,Nt0000,INDUSTRIAL ASPH.,1993-10-04 00:00:00,1993-10-20 00:00:00,10,INTERIM,45,45
CARG,Nt0000,CARGILLS,1993-09-28 00:00:00,1993-10-22 00:00:00,25,FIRST & FINAL,135,135
EBCR,Nt0000,E B CREASY,1993-09-29 00:00:00,1993-10-25 00:00:00,10,INTERIM,103.75,103
SHOT,Nt0000,SERENDIB HOTELS,1993-09-29 00:00:00,1993-10-28 00:00:00,20,FIRST & FINAL,87.5,80
PURE,Nt0000,COCA-COLA,1993-10-13 00:00:00,1993-10-29 00:00:00,10,FINAL,66.75,65.25
COLO,Nt0000,COLONIAL MTR 5/-,1993-10-12 00:00:00,1993-10-29 00:00:00,20,FIRST & FINAL,205,210.5
EMER,Nt0000,EASTERN MERCHANT,1993-10-06 00:00:00,1993-10-29 00:00:00,30,FIRST & FINAL,15,15.25
MILL,Nt0000,MILLERS 8/-,1993-10-06 00:00:00,1993-10-29 00:00:00,85,FINAL (40% T.F.),350,199.5
PDL,Nt0000,PDL,1993-09-27 00:00:00,1993-10-29 00:00:00,12,FINAL,17.75,17.5
CIND,Nt0000,CENTRAL IND.,1993-10-07 00:00:00,1993-11-01 00:00:00,15,FIRST & FINAL,78,78
CFIN,Nt0000,CENTRAL FINANCE,1993-10-12 00:00:00,1993-11-03 00:00:00,10,FIRST INTERIM (TAX FREE),270,270
GEST,Nt0000,GESTETNER,1993-10-06 00:00:00,1993-11-03 00:00:00,12,FIRST & FINAL,72,65
CTEA,Nt0000,TEA SERVICES,1993-10-07 00:00:00,1993-11-03 00:00:00,12,FIRST & FINAL,128,124.5
CHOT,Nt0000,HOTELS CORP. 2/-,1993-10-21 00:00:00,1993-11-04 00:00:00,25,FINAL,82,70
MORI,Nt0000,MORISONS,1993-10-11 00:00:00,1993-11-05 00:00:00,27,FIRST & FINAL,175,160
HUNT,Nt0000,HUNTERS 1/-,1993-10-12 00:00:00,1993-11-12 00:00:00,30,FIRST & FINAL,23,22.25
MLL,Nt0000,MLL,1993-10-21 00:00:00,1993-11-15 00:00:00,15,FIRST & FINAL,29,29
CARS,Nt0000,CARSONS,1993-10-29 00:00:00,1993-11-22 00:00:00,30,FIRST & FINAL (T.F.),392,500
SING,Nt0000,SINGALANKA,1993-11-12 00:00:00,1993-11-30 00:00:00,10,INTERIM,70,67
HARI,Nt0000,HARISCHANDRA,1993-10-29 00:00:00,1993-12-01 00:00:00,10,FINAL,110.5,110
NEH,Nt0000,NUWARA ELIYA,1993-11-17 00:00:00,1993-12-02 00:00:00,50,INTERIM,1350.25,1400
CNF,Nt0000,NUTRITIONAL(D/L),1993-11-09 00:00:00,1993-12-03 00:00:00,40,INTERIM,92,93.5
SIL,Nt0000,SAMSON INTERNAT.,1993-11-12 00:00:00,1993-12-04 00:00:00,7.5,FINAL (T.F.),56,60.25
BREW,Nt0000,CEYLON BREWERY,1993-11-08 00:00:00,1993-12-06 00:00:00,16,FIRST & FINAL,100,150
BOGA,Nt0000,BOGALA GRAPHITE,1993-11-17 00:00:00,1993-12-09 00:00:00,5,FIRST AND FINAL,6.75,6.75
AMW,Nt0000,AMW,1993-11-11 00:00:00,1993-12-10 00:00:00,25,FIRST & FINAL (7.75% T.F.),208,215
AEC,Nt0000,AEC 8/-,1993-11-03 00:00:00,1993-12-13 00:00:00,25,FIRST & FINAL,55,56
BBH,Nt0000,BROWNS BEACH,1993-11-15 00:00:00,1993-12-13 00:00:00,5,FINAL,34,34
CPRT,Nt0000,CEYLON PRINTERS,1993-11-23 00:00:00,1993-12-15 00:00:00,20,FINAL,126,112
KZOO,Nt0000,KALAMAZOO,1993-11-23 00:00:00,1993-12-15 00:00:00,15,FINAL,415,100
SMOT,Nt0000,SATHOSA MOTORS,1993-11-18 00:00:00,1993-12-17 00:00:00,15,1 ST AND FINAL,108,109
SINI,Nt0000,SINGER IND.,1993-11-24 00:00:00,1993-12-17 00:00:00,10,INTERIM,33,33
SINS,Nt0000,SINGER SRI LANKA,1993-11-24 00:00:00,1993-12-17 00:00:00,15,INTERIM,75,76
YORK,Nt0000,YORK ARCADE,1993-11-23 00:00:00,1993-12-17 00:00:00,6,FINAL,12,11.5
LMF,Nt0000,LMF,1993-12-02 00:00:00,1993-12-20 00:00:00,20,1ST & FINAL,31.75,30
COMB,Nt0000,COMMERCIAL BANK,1993-12-09 00:00:00,1993-12-27 00:00:00,12,INTERIM,340,331
ASHO,Nt0000,LANKA ASHOK,1993-11-26 00:00:00,1993-12-27 00:00:00,10,FINAL,86.75,75
CTHR,Nt0000,CEY THEATRES 8/-,1993-12-09 00:00:00,1993-12-29 00:00:00,50,FIRST & FINAL,341.5,320
DIST,Nt0000,DISTILLERIES 1/-,1993-11-29 00:00:00,1993-12-29 00:00:00,30,FIRST & FINAL,10.75,10.5
ASIR,Nt0000,ASIRI,1993-12-02 00:00:00,1993-12-30 00:00:00,10,FINAL,42,34
CTLD,Nt0000,C T LAND,1993-12-07 00:00:00,1993-12-30 00:00:00,4,INTERIM,14.5,13.5
COML,Nt0000,COMM. LEASING,1993-12-13 00:00:00,1993-12-30 00:00:00,15,INTERIM,120,129.5
CFLB,Nt0000,FORT LAND 3/-,1993-11-29 00:00:00,1993-12-30 00:00:00,8,FIRST AND FINAL,42.25,43
ONAL,Nt0000,ON'ALLY,1993-12-09 00:00:00,1993-12-31 00:00:00,4,INTERIM,15,15.5
