Market Capitalisation as at 30th December 1999,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
RECK,RECKITTS,1999-12-21 00:00:00,26244000,33,866052000
MPRH,MET. RES. HOL.,1999-12-30 00:00:00,33054002,25,826350050
MASK,MASKELIYA,1999-12-30 00:00:00,26976744,30,809302320
INDO,INDO MALAY,1999-08-13 00:00:00,2430000,315,765450000
HAYC,HAYCARB,1999-12-29 00:00:00,22638000,32.5,735735000
CTEA,TEA SERVICES,1999-12-28 00:00:00,7000000,105,735000000
BOPL,BOGAWANTALAWA,1999-12-30 00:00:00,33500000,21.5,720250000
CTCE,EAGLE INSURANCE,1999-12-30 00:00:00,20000000,36,720000000
CARE,PRINTCARE (CEY),1999-07-21 00:00:00,12895000,55,709225000
NTB,NATIONS TRUST,1999-12-30 00:00:00,50000000,14,700000000
SEYB,SEYLAN BANK,1999-12-30 00:00:00,43560000,15.75,686070000
CDIC,CDIC,1999-08-06 00:00:00,24500007,28,686000196
UML,UNITED MOTORS,1999-12-27 00:00:00,14714675,43,632731025
ACAP,ASIA CAPITAL,1999-12-30 00:00:00,110000000,5.75,632500000
CERA,LANKA CERAMIC,1999-12-20 00:00:00,30000000,21,630000000
BREW,CEYLON BREWERY,1999-12-30 00:00:00,20988090,30,629642700
UAL,UNION ASSURANCE,1999-12-30 00:00:00,20000000,30,600000000
BALA,BALANGODA,1999-12-30 00:00:00,23636363,25,590909075
TAFL,THREE ACRE FARMS,1999-12-21 00:00:00,23100000,25,577500000
NEH,NUWARA ELIYA,1999-12-29 00:00:00,1858134,300,557440200
KVAL,KELANI VALLEY,1999-12-30 00:00:00,34000000,15.5,527000000
ASIR,ASIRI,1999-12-28 00:00:00,15176756,34.5,523598082
SELI,SELINSING,1999-10-22 00:00:00,3213000,160,514080000
GOOD,GOOD HOPE,1999-01-28 00:00:00,2650968,190,503683920
GHLL,GALADARI,1999-12-30 00:00:00,182434060,2.75,501693665
LCEM,LANKA CEMENT,1999-11-18 00:00:00,155629639,3,466888917
SERV,HOTEL SERVICES,1999-12-14 00:00:00,17600000,26,457600000
AMW,AMW,1999-12-30 00:00:00,8242369,55,453330295
LOLC,LOLC,1999-12-30 00:00:00,11880000,38,451440000
CTHR,CEYLON  THEATRES ,1999-12-17 00:00:00,2249268,200,449853600
MADU,MADULSIMA,1999-12-30 00:00:00,29000000,15.5,449500000
RCL,ROYAL CERAMICS,1999-12-30 00:00:00,30774829,14.5,446235020.5
WATA,WATAWALA,1999-12-30 00:00:00,23666667,18,426000006
TSML,TEA SMALLHOLDER,1999-12-28 00:00:00,15000000,27,405000000
TYRE,KELANI TYRES,1999-12-30 00:00:00,40200000,10,402000000
KGAL,KEGALLE,1999-12-30 00:00:00,25000000,16,400000000
RPBH,ROYAL PALMS,1999-12-29 00:00:00,40000000,10,400000000
ACL,ACL,1999-12-30 00:00:00,7840627,51,399871977
KHC,KANDY HOTELS ,1999-12-16 00:00:00,16500000,23.5,387750000
KOTA,KOTAGALA,1999-12-30 00:00:00,32000000,11.75,376000000
DPL,DANKOTUWA PORCEL,1999-12-30 00:00:00,27141444,13.75,373194855
MILL,MILLERS ,1999-12-27 00:00:00,3894750,95,370001250
LHL,LIGHTHOUSE HOTEL,1999-12-30 00:00:00,46000000,8,368000000
CTLD,C T LAND,1999-12-27 00:00:00,48750000,7.25,353437500
SWAD,SWADESHI,1999-11-02 00:00:00,130666,2700,352798200
SUGA,PELWATTE,1999-12-30 00:00:00,67976891,5,339884455
GLAS,CEYLON GLASS CO.,1999-12-30 00:00:00,27710844,12,332530128
CHR,CEYLON HOLIDAY,1999-12-08 00:00:00,7897788,40,315911520
COXY,CEYLON OXYGEN,1999-12-30 00:00:00,9000000,35,315000000
NAMU,NAMUNUKULA,1999-12-30 00:00:00,20000000,15.5,310000000
WALK,WALKERS TOURS,1999-12-17 00:00:00,5000000,61,305000000
LVEN,LANKA VENTURES,1999-12-30 00:00:00,50000000,6,300000000
ELAS,ELASTOMERIC ENG,1999-02-02 00:00:00,9710000,30,291300000
CHOT,HOTELS CORP. ,1999-12-29 00:00:00,3000000,95,285000000
EDEN,EDEN HOTEL LANKA,1999-12-28 00:00:00,48000000,5.75,276000000
HAPU,HAPUGASTENNE,1999-12-30 00:00:00,20000000,13.5,270000000
BRWN,BROWNS ,1999-12-30 00:00:00,2625000,100,262500000
HOPL,HORANA,1999-12-30 00:00:00,25000000,10.5,262500000
JKL,JOHN KEELLS,1999-12-30 00:00:00,7600000,34,258400000
REXP,RICH PIERIS EXPORTS,1999-12-27 00:00:00,11050153,23,254153519
SHOT,SERENDIB HOTELS,1999-12-15 00:00:00,7875000,32,252000000
VANI,VANIK INCORP LTD,1999-12-30 00:00:00,65481650,3.75,245556187.5
CINS,CEYLINCO INSURANCE,1999-12-23 00:00:00,8400000,29,243600000
CARG,CARGILLS,1999-12-29 00:00:00,5600000,43,240800000
GUAR,CEYLON GUARDIAN,1999-12-28 00:00:00,2663174,90,239685660
CSD,CEYLINCO SEYLAN,1999-12-29 00:00:00,72531975,3.25,235728918.75
KCAB,KELANI CABLES,1999-11-18 00:00:00,5450000,43,234350000
BATA,BATA,1999-12-27 00:00:00,12187500,19,231562500
HDEV,HOTEL DEVELOPERS,1998-07-02 00:00:00,45226100,5,226130500
MBSL,MERCHANT BANK,1999-12-30 00:00:00,50000000,4.5,225000000
LMF,LMF,1999-12-30 00:00:00,29998500,7.5,224988750
UDPL,UDAPUSSELLAWA,1999-12-30 00:00:00,9500000,23.5,223250000
AGAL,AGALAWATTE,1999-12-30 00:00:00,25000000,8.5,212500000
BOGA,BOGALA GRAPHITE,1999-12-17 00:00:00,27961000,7.5,209707500
PALM,PALM GARDEN,1999-12-10 00:00:00,7200000,28.75,207000000
LWL,LANKA WALLTILE,1999-12-30 00:00:00,26000000,7.75,201500000
HLOG,HABARANA LODGE,1999-12-30 00:00:00,7200000,27.25,196200000
BHR,RIVERINA HOTELS,1999-12-15 00:00:00,10129785,19,192465915
DIMO,DIMO,1999-12-10 00:00:00,4800000,40,192000000
PHAR,COL PHARMACY ,1999-12-27 00:00:00,954643,200,190928600
CIC,CIC,1999-12-27 00:00:00,6300000,30,189000000
SHAL,SHALIMAR,1997-07-29 00:00:00,270000,700,189000000
MENG,METALIX ENGIN.,1998-08-05 00:00:00,3100000,60,186000000
TILE,LANKA TILES,1999-12-30 00:00:00,15223375,12,182680500
COMD,COMMERCIAL DEVELOPMENT,1999-12-14 00:00:00,12000000,15,180000000
SMOT,SATHOSA MOTORS,1999-12-30 00:00:00,6033622,29.75,179500254.5
TANG,TANGERINE,1999-12-28 00:00:00,7500000,23.5,176250000
COML,COMM. LEASING,1999-12-20 00:00:00,7333337,24,176000088
SHAW,SHAW WALLACE,1999-12-15 00:00:00,5120546,34,174098564
CLND,COLOMBO LAND,1999-12-23 00:00:00,13020000,13,169260000
EMER,EASTERN MERCHANT,1999-07-14 00:00:00,1677800,100,167780000
KAHA,KAHAWATTE,1999-12-30 00:00:00,20000000,8.25,165000000
OVL,OCEAN VIEW LTD,1999-12-08 00:00:00,21418560,7.5,160639200
BUKI,BUKIT DARAH,1999-08-03 00:00:00,400000,400,160000000
AHCL,ASSO. HOTELS,1999-10-19 00:00:00,5203800,30,156114000
TFC,THE FINANCE CO.,1999-12-30 00:00:00,9981240,15.5,154709220
CINV,CEYLON INVESTMENTS,1999-12-28 00:00:00,2483569,62,153981278
RENU,RENUKA CITY HOTEL,1999-12-23 00:00:00,5000000,30.5,152500000
STAF,STAFFORD,1999-12-29 00:00:00,25297182,6,151783092
MLL,MLL,1999-12-30 00:00:00,9559669,15.75,150564786.75
CONN,CONNAISSANCE,1999-12-29 00:00:00,18397502,8,147180016
BFL,BAIRAHA FARMS,1999-12-30 00:00:00,16000000,9,144000000
TAJ,TAJ LANKA,1999-12-30 00:00:00,37994453,3.75,142479198.75
GLAX,GLAXO,1999-12-27 00:00:00,4050000,35,141750000
MRL,METAL RECYCLERS,1999-10-13 00:00:00,11678055,12,140136660
HEXP,HAYLEYS EXPORTS,1999-12-30 00:00:00,4500000,31,139500000
APLA,ACL PLASTICS,1999-11-09 00:00:00,4212500,32.5,136906250
ONAL,ON'ALLY,1999-12-21 00:00:00,14000616,9.75,136506006
SIGV,SIGIRIYA VILLAGE,1999-11-03 00:00:00,2319301,58,134519458
LALU,LANKA ALUMINIUM,1999-12-29 00:00:00,13702823,9.75,133602524.25
HINN,HABARANA WALKINN,1999-12-30 00:00:00,2500000,53.25,133125000
KINN,KANDY WALK INN,1999-12-17 00:00:00,5250000,25.25,132562500
HARI,HARISCHANDRA,1999-06-16 00:00:00,959800,127,121894600
WMM,W.M.MENDIS,1999-12-29 00:00:00,9951026,12,119412312
CWM,C.W.MACKIE & CO.,1999-12-30 00:00:00,36030979,3.25,117100681.75
ITH,INT. TOURISTS,1999-12-29 00:00:00,7750000,14.5,112375000
LCEY,LANKEM CEYLON,1999-12-30 00:00:00,12000000,9.25,111000000
CHMX,CHEMANEX,1999-12-27 00:00:00,3500000,31,108500000
SINI,SINGER IND.,1999-12-28 00:00:00,3846300,28,107696400
CFLB,FORT LAND ,1999-12-29 00:00:00,36000000,2.75,99000000
AEC,AEC ,1999-12-20 00:00:00,2896128,33.5,97020288
EAST,EAST WEST,1999-12-21 00:00:00,17280000,5.5,95040000
MRH,MAHAWELI REACH,1999-12-29 00:00:00,18826579,5,94132895
OSEA,OVERSEAS REALTY,1999-12-21 00:00:00,30012042,3,90036126
EBCR,E B CREASY,1999-12-14 00:00:00,2535458,35,88741030
MSL,MERC. SHIPPING,1999-07-15 00:00:00,2492482,35,87236870
REEF,REEFCOMBER,1999-11-03 00:00:00,8585639,9.5,81563570.5
PMB,PEOPLE'S MERCHANT,1999-12-27 00:00:00,12500000,6.5,81250000
COCO,COCO LANKA,1999-12-27 00:00:00,4200000,19.25,80850000
RHTL,RUHUNU HOTELS,1999-10-13 00:00:00,8294900,9.5,78801550
YORK,YORK ARCADE,1999-12-02 00:00:00,12000000,6.5,78000000
SEMB,SEYLAN MERCHANT,1999-12-29 00:00:00,33377340,2.25,75099015
KURU,KURUWITA TEXTILE,1999-12-14 00:00:00,10000000,7.5,75000000
EQIT,EQUITY,1999-10-20 00:00:00,6203343,12,74440116
BLUE,BLUE DIAMONDS,1999-12-02 00:00:00,59033947,1.25,73792433.75
MORI,MORISONS,1999-12-29 00:00:00,580829,125,72603625
ACME,ACME,1999-12-15 00:00:00,8944320,8,71554560
REG,REGNIS,1999-12-27 00:00:00,2716360,26,70625360
KFP,KEELLS FOOD,1999-12-30 00:00:00,5000000,14,70000000
PTEX,PUGODA TEXTILES,1997-04-30 00:00:00,15000000,4.5,67500000
BBH,BROWNS BEACH,1999-12-14 00:00:00,9600000,7,67200000
MPAC,METAL PACKAGING,1999-12-27 00:00:00,5040000,13,65520000
MARA,MARAWILA RESORTS,1999-12-28 00:00:00,17333194,3.75,64999477.5
KREA,KOREA CEYLON,1999-12-30 00:00:00,36956117,1.75,64673204.75
CFVF,CF VENTURE FUND,1999-12-28 00:00:00,15000000,4,60000000
PEG,PEGASUS HOTELS,1999-12-27 00:00:00,7123017,8.25,58764890.25
LFIN,LB FINANCE,1999-12-29 00:00:00,13500000,4.25,57375000
CIND,CENTRAL INDUSTRIES,1999-12-16 00:00:00,3294738,17,56010546
ALLI,ALLIANCE,1999-12-16 00:00:00,1620000,32,51840000
HPP,HAYL. PHOTOPRINT,1999-12-27 00:00:00,3000000,17,51000000
SAMS,SAMUELS,1999-12-29 00:00:00,4601885,11,50620735
CSF,CEYLINCO SEC.,1999-12-30 00:00:00,19986050,2.5,49965125
COLO,COLONIAL MTR ,1999-12-09 00:00:00,8110505,6,48663030
GREG,WALK & GREIG ,1999-12-27 00:00:00,17386080,2.75,47811720
SIL,SAMSON INTERNATIONALS,1999-12-30 00:00:00,2998421,15.5,46475525.5
SINN,CEY.STRAT. HOLD,1999-08-31 00:00:00,4603572,9.94,45759505.68
HUNT,HUNTERS ,1999-12-16 00:00:00,8575000,5.25,45018750
HUEJ,HUEJAY,1999-11-24 00:00:00,1800000,25,45000000
LPRT,LAKE HOUSE PRINTERS,1999-07-01 00:00:00,2937245,15.25,44792986.25
KDL,P. D.  KEELLS,1999-12-29 00:00:00,5164229,8,41313832
CABO,CARGO BOAT,1999-07-15 00:00:00,3400012,12,40800144
HUNA,HUNAS FALLS,1999-12-30 00:00:00,5625000,7,39375000
LINV,LAKE HOUSE INV.,1999-12-14 00:00:00,1774209,21,37258389
KAPI,KAPILA HEAVY,1999-12-29 00:00:00,5717857,6.5,37166070.5
HSIG,HOTEL SIGIRIYA,1999-12-27 00:00:00,2790000,13,36270000
APDL,ASSOCIATED PROP.,1999-12-30 00:00:00,3158314,10.5,33162297
COLL,COLLETTES,1999-09-03 00:00:00,200207,160,32033120
ASHO,LANKA ASHOK,1999-12-30 00:00:00,3620843,8.5,30777165.5
FERN,FERNTEA LTD,1999-12-23 00:00:00,6000000,5,30000000
UCAR,UNION CARBIDE,1999-12-01 00:00:00,1500000,20,30000000
HTEC,HAYTECH MARKET.,1999-12-09 00:00:00,2500000,12,30000000
MIKE,MIKECHRIS,1999-08-18 00:00:00,1339732,21,28134372
CFT,CFT,1999-11-01 00:00:00,700980,40,28039200
GEST,GESTETNER,1999-11-17 00:00:00,281250,95,26718750
ASCO,ASCOT,1999-12-29 00:00:00,7985505,3.25,25952891.25
CSEC,CENTRAL SEC.,1999-12-30 00:00:00,4919882,5.25,25829380.5
ASPH,INDUSTRIAL ASPH.,1999-11-15 00:00:00,666562,38,25329356
VTEX,VEYTEX,1999-01-25 00:00:00,25000000,1,25000000
ETWO,EQUITY TWO LTD,1999-12-28 00:00:00,6200000,4,24800000
MULL,MULLERS,1999-12-15 00:00:00,6000000,4,24000000
CHOU,CEYLINCO HOUSING,1999-12-20 00:00:00,2973300,8,23786400
ABAN,ABANS,1999-11-17 00:00:00,1064700,22,23423400
AUTO,AUTODROME ,1999-10-26 00:00:00,120000,185,22200000
MIRA,MIRAMAR,1998-12-23 00:00:00,2200000,10,22000000
SLND,SEREND LND ,1999-11-17 00:00:00,360000,60,21600000
UPEN,UPALI ENTERPRISE,1999-08-24 00:00:00,300000,70,21000000
CIT,CIT,1999-12-14 00:00:00,3100000,6.5,20150000
ARPI,ARPICO,1999-12-17 00:00:00,1575000,12.5,19687500
BINN,BERUWELA WALKINN,1999-12-30 00:00:00,900000,20,18000000
SOY,SOY FOODS,1999-12-30 00:00:00,2750000,5.5,15125000
STAT,STATCON,1999-07-06 00:00:00,815207,18,14673726
CFI,CFI,1999-12-16 00:00:00,3050000,4,12200000
RGEM,RADIANT GEMS,1999-09-07 00:00:00,2400000,4.75,11400000
CSYN,SYNTHETICS,1999-09-29 00:00:00,6186318,1.75,10826056.5
PARQ,PARQUET,1999-12-10 00:00:00,1656000,6,9936000
ALUF,ALUFAB,1999-11-18 00:00:00,2009700,4.5,9043650
LDEV,LANKEM DEVELOPMENTS,1999-12-10 00:00:00,850562,8,6804496
LITE,ELEPHANT LITE,1999-10-28 00:00:00,3240324,2,6480648
KZOO,KALAMAZOO,1997-08-28 00:00:00,50000,110,5500000
SING,SINGALANKA,1999-08-23 00:00:00,1385207,3.5,4848224.5
OFEQ,OFFICE EQUIPMENT,1997-08-28 00:00:00,83356,51,4251156
PARA,PARAGON,1999-09-09 00:00:00,100028,42,4201176
CPRT,CEYLON PRINTERS,1997-11-05 00:00:00,35010,100,3501000
LAMB,LAMBRETTA,1999-12-17 00:00:00,300000,5.5,1650000
SUN,SUNSHINE TRAVELS,1999-11-10 00:00:00,150000,10.5,1575000
KTEX,KANDY TEXTILES,1999-09-24 00:00:00,2545100,0.5,1272550
