Market Capitalisation as at 29th December 2006,,,,,
COMPANY CODE,NAME,DATE TRADED,INDEXED SHARES (No),PRICE (Rs),MARKET CAP(Rs.)
AHUN,A.SPEN.HOT.HOLD.,2006-12-28 00:00:00,38433144,78.5,3017001804
AMSL,ASIRI SURG ,2006-12-29 00:00:00,352304980,8.5,2994592330
TKYO,TOKYO CEMENT,2006-12-29 00:00:00,15000000,194.75,2921250000
GUAR,CEYLON GUARDIAN,2006-12-29 00:00:00,18938112,149.5,2831247744
MILL,MILLERS ,2006-12-28 00:00:00,3894750,715,2784746250
MGT,HAYLEYS - MGT,2006-12-29 00:00:00,49177492,53.25,2618701449
UAL,UNION ASSURANCE,2006-12-29 00:00:00,25000000,102.5,2562500000
UML,UNITED MOTORS,2006-12-29 00:00:00,33633542,72,2421615024
SUGA,PELWATTE,2006-12-29 00:00:00,67976891,35.25,2396185407.75
DOCK,DOCKYARD,2006-12-29 00:00:00,65178163,36,2346413868
PDL,PDL,2006-12-28 00:00:00,66000000,35.5,2343000000
LHL,LIGHTHOUSE HOTEL,2006-12-27 00:00:00,46000000,50,2300000000
COML,COMM. LEASING,2006-12-27 00:00:00,17645840,130,2293959200
CINV,CEYLON INV.,2006-12-29 00:00:00,24145803,94.75,2287814834.25
BREW,CEYLON BREWERY,2006-12-07 00:00:00,20988090,100,2098809000
GHLL,GALADARI,2006-12-29 00:00:00,182434060,11.25,2052383175
NHL,NAWALOKA,2006-12-29 00:00:00,704752798,2.9,2043783114.2
RCL,ROYAL CERAMIC ,2006-12-29 00:00:00,553946920,3.6,1994208912
AEC,AEC ,2006-12-29 00:00:00,2896128,675,1954886400
LWL,LANKA WALLTILE,2006-12-29 00:00:00,32500000,58.75,1909375000
KVAL,KELANI VALLEY,2006-12-27 00:00:00,34000000,53,1802000000
ACAP,ASIA CAPITAL,2006-12-29 00:00:00,110000000,16,1760000000
RPBH,ROYAL PALMS,2006-12-29 00:00:00,50000000,35,1750000000
KCAB,KELANI CABLES,2006-12-29 00:00:00,10900000,152.5,1662250000
SUN,SUNSHINE HOLDING,2006-12-28 00:00:00,10000000,165,1650000000
TILE,LANKA TILES,2006-12-29 00:00:00,25262102,65,1642036630
TAJ,TAJ LANKA,2006-12-29 00:00:00,139637494,11.75,1640740554.5
BRWN,BROWNS,2006-12-27 00:00:00,2625000,619,1624875000
CONN,CONNAISSANCE,2006-12-29 00:00:00,42029959,37,1555108483
HUNT,HUNTERS,2006-12-29 00:00:00,5145000,300,1543500000
SEYB,SEYLAN BANK,2006-12-29 00:00:00,43560000,35,1524600000
WATA,WATAWALA,2006-12-29 00:00:00,23666667,64,1514666688
COXY,CEYLON OXYGEN,2006-12-29 00:00:00,6750000,220,1485000000
INDO,INDO MALAY,2006-12-28 00:00:00,6998400,204.5,1431172800
KURU,KURUWITA TEXTILE,2006-12-29 00:00:00,25000000,55.75,1393750000
MBSL,MERCHANT BANK,2006-12-29 00:00:00,90000000,15.25,1372500000
JKL,JOHN KEELLS,2006-12-29 00:00:00,15200000,89,1352800000
VPEL,VALLIBEL,2006-12-29 00:00:00,747109731,1.8,1344797515.8
GLAS,CEYLON GLASS ,2006-12-29 00:00:00,554216880,2.4,1330120512
LCEM,LANKA CEMENT,2006-12-29 00:00:00,155629639,8.5,1322851931.5
NEH,NUWARA ELIYA,2006-12-28 00:00:00,2003870,650,1302515500
TWOD,TOUCHWOOD,2006-12-29 00:00:00,8908800,145.75,1298457600
SELI,SELINSING,2006-12-29 00:00:00,6940080,180,1249214400
GOOD,GOOD HOPE,2006-12-28 00:00:00,6871307,180,1236835260
DIMO,DIMO,2006-12-29 00:00:00,12100000,101.5,1228150000
PABC,PAN ASIA,2006-12-29 00:00:00,110640407,10.5,1161724273.5
KHC,KANDY HOTELS ,2006-12-22 00:00:00,16500000,70,1155000000
HDFC,HDFC ,2006-12-29 00:00:00,6471052,174.75,1130816337
EQIT,EQUITY,2006-12-29 00:00:00,40321730,28,1129008440
SIRA,SIERRA  CABLE ,2006-12-29 00:00:00,537512430,2.1,1128776103
LMF,LMF,2006-12-29 00:00:00,29998500,37.5,1124943750
KGAL,KEGALLE,2006-12-29 00:00:00,25000000,44.75,1118750000
HAYC,HAYCARB,2006-12-29 00:00:00,29712375,37,1099357875
CERA,LANKA CERAMIC,2006-12-29 00:00:00,30000000,36,1080000000
CHL,DURDANS,2006-12-29 00:00:00,19500000,55,1072500000
CARE,PRINTCARE (CEY),2006-12-28 00:00:00,17193334,59.5,1023003373
MRH,MAHAWELI REACH,2006-12-29 00:00:00,47066447,21.5,1011928610.5
RHTL,FORTRESS RESORTS,2006-12-29 00:00:00,90725469,11,997980159
TFC,THE FINANCE CO.,2006-12-29 00:00:00,17966232,54.5,979159644
SHAW,SHAW WALLACE,2006-12-27 00:00:00,5120546,180,921698280
ASHA,ASHA CENTRAL,2006-12-29 00:00:00,22333957,40.75,910108747.75
BOGA,BOGALA GRAPHITE,2006-12-29 00:00:00,39729000,22.75,903834750
TSML,TEA SMALLHOLDER,2006-12-29 00:00:00,15000000,60,900000000
CHMX,CHEMANEX,2006-12-29 00:00:00,5250000,166,871500000
KOTA,KOTAGALA,2006-12-29 00:00:00,32000000,26.5,848000000
HAPU,HAPUGASTENNE,2006-12-28 00:00:00,46315789,18,833684202
GRAN,GRAIN ELEVATORS,2006-12-29 00:00:00,60000000,13.5,810000000
CWM,C.W.MACKIE & CO.,2006-12-29 00:00:00,35988556,22,791748232
LFIN,LB FINANCE,2006-12-29 00:00:00,20768572,38,789205736
COMD,COMMERCIAL DEV.,2006-11-30 00:00:00,12000000,65,780000000
AHCL,ASSO. HOTELS,2006-12-29 00:00:00,9106650,80.25,730808662.5
MASK,MASKELIYA,2006-12-29 00:00:00,26976744,27,728372088
ELPL,ELPITIYA,2006-12-22 00:00:00,24958677,29,723801633
CLND,COLOMBO LAND ,2006-12-29 00:00:00,162750000,4.4,716100000
LCEY,LANKEM CEYLON,2006-12-29 00:00:00,18000000,39.5,711000000
CTLD,C T LAND,2006-12-29 00:00:00,48750000,14.25,694687500
VLL,VIDULLANKA,2006-12-29 00:00:00,32793759,21,688668939
SMOT,SATHOSA MOTORS,2006-12-29 00:00:00,6033622,112.75,680290880.5
BOPL,BOGAWANTALAWA,2006-12-20 00:00:00,50250000,13.5,678375000
ASHO,LANKA ASHOK,2006-12-15 00:00:00,3620843,185.25,670761165.75
TYRE,KELANI TYRES,2006-12-28 00:00:00,40200000,16.5,663300000
LVEN,LANKA VENTURES,2006-12-28 00:00:00,50000000,13.25,662500000
EDEN,EDEN HOTEL LANKA,2006-12-29 00:00:00,52800000,12,633600000
HASU,HNB ASSURANCE,2006-12-29 00:00:00,25000000,25,625000000
CSD,CEYLINCO SEYLAN,2006-12-29 00:00:00,73982430,8.25,610355047.5
RENU,RENUKA CITY HOTEL,2006-12-28 00:00:00,7000000,87,609000000
CHOT,HOTELS CORPORATION,2006-12-27 00:00:00,3000000,200,600000000
TPL,TALAWAKELLE,2006-12-29 00:00:00,23750000,25.25,599687500
CFLB,FORT LAND ,2006-12-29 00:00:00,36000000,16,576000000
PMB,PEOPLE'S MERCHANT,2006-12-29 00:00:00,25000000,23,575000000
PALM,CONFIFI HOTEL,2006-12-11 00:00:00,7200000,79.75,574200000
MPRH,MET. RES. HOL.,2006-10-30 00:00:00,17264802,32.97,569220521.94
KAHA,KAHAWATTE,2006-12-28 00:00:00,59917354,9.5,569214863
AGAL,AGALAWATTE,2006-12-29 00:00:00,25000000,20.5,512500000
EBCR,E B CREASY,2006-12-29 00:00:00,2535458,200,507091600
ASCO,ASCOT,2006-12-29 00:00:00,7985505,63,503086815
CHOU,CEYLINCO HOUSING,2006-12-29 00:00:00,13379850,36.25,485019562.5
PEG,PEGASUS HOTELS,2006-12-29 00:00:00,27352385,17.5,478666737.5
ATL,AMANA,2006-12-29 00:00:00,12500009,38.25,478125344.25
BHR,RIVERINA HOTELS,2006-12-29 00:00:00,14181699,32.5,460905217.5
HOPL,HORANA,2006-12-29 00:00:00,25000000,18.25,456250000
ONAL,ON'ALLY,2006-12-20 00:00:00,14000616,32.5,455020020
DPL,DANKOTUWA PORCEL,2006-12-29 00:00:00,45235740,10,452357400
LAND,LAND & BUILDING,2005-01-20 00:00:00,2120479,206,436818674
MAL,MALWATTE,2006-12-29 00:00:00,22459016,18.75,421106550
HARI,HARISCHANDRA,2006-12-28 00:00:00,959800,425,407915000
NAMU,NAMUNUKULA,2006-12-29 00:00:00,23750000,17,403750000
CSF,CEYLINCO SEC.,2006-12-29 00:00:00,19986050,20,399721000
SHOT,SERENDIB HOTELS,2006-12-07 00:00:00,9642272,41.25,397743720
LALU,LANKA ALUMINIUM,2006-12-29 00:00:00,13702823,29,397381867
ETWO,EQUITY TWO LTD,2006-12-29 00:00:00,31000000,12.75,395250000
BALA,BALANGODA,2006-12-29 00:00:00,23636363,16.5,389999989.5
LAMB,KOTMALE HOLDINGS,2006-12-29 00:00:00,31400000,12.25,384650000
TANG,TANGERINE,2006-12-29 00:00:00,10000000,38,380000000
MARA,MARAWILA RESORTS,2006-12-29 00:00:00,56000000,6.75,378000000
SWAD,SWADESHI,2006-08-28 00:00:00,130666,2850,372398100
WAPO,WATAPOTA,2006-12-28 00:00:00,671008,550,369054400
UDPL,UDAPUSSELLAWA,2006-12-28 00:00:00,19398850,19,368578150
AAIC,ASIAN ALLIANCE,2006-12-29 00:00:00,25000000,14.25,356250000
KDL,KELSEY,2006-12-29 00:00:00,11619516,30,348585480
STAF,STAFFORD,2006-12-29 00:00:00,31621477,11,347836247
SMLL,S M LEASING,2006-12-29 00:00:00,22713639,14.75,335026175.25
SEMB,SEYLAN MERCHANT,2006-12-29 00:00:00,44503120,7.5,333773400
COLO,COLONIAL MTR ,2006-12-26 00:00:00,8110505,40.5,328475452.5
CSEC,KSHATRIYA HOLD.,2006-12-29 00:00:00,4919882,65.25,321022300.5
ALLI,ALLIANCE,2006-12-18 00:00:00,1620000,187.25,303345000
HEXP,HAYLEYS EXPORTS,2006-12-29 00:00:00,8000000,36.75,294000000
CIND,CENTRAL IND.,2006-12-27 00:00:00,3294738,88,289936944
MORI,MORISONS,2006-12-27 00:00:00,580829,490,284606210
ECL,E - CHANNELLING,2006-12-29 00:00:00,17447345,15.5,270433847.5
BBH,BROWNS BEACH,2006-12-29 00:00:00,9600000,28,268800000
REXP,RICH PIERIS EXP,2006-12-29 00:00:00,11163745,24,267929880
UCAR,UNION CHEMICALS,2006-12-29 00:00:00,1500000,175.25,262875000
PHAR,COL PHARMACY ,2006-12-12 00:00:00,1272857,200,254571400
MADU,MADULSIMA,2006-12-28 00:00:00,29000000,8.25,239250000
MSL,MERC. SHIPPING,2006-12-29 00:00:00,2492482,95.75,238655151.5
SINI,SINGER IND.,2006-12-29 00:00:00,3846300,61.25,235585875
TAFL,THREE ACRE FARMS,2006-12-29 00:00:00,23545000,10,235450000
HSIG,HOTEL SIGIRIYA,2006-12-13 00:00:00,5859000,40,234360000
ABAN,ABANS,2006-12-29 00:00:00,2129400,108,229975200
KFP,KEELLS FOOD,2006-12-28 00:00:00,5000000,45,225000000
CLPL,CEYLON LEATHER,2006-12-29 00:00:00,12500000,17.75,221875000
EAST,EAST WEST,2006-12-29 00:00:00,17280000,12.75,220320000
BLUE,BLUE DIAMONDS,2006-12-29 00:00:00,59033947,3.7,218425603.9
CFVF,V CAPITAL LTD.,2006-12-29 00:00:00,15000000,14.5,217500000
CABO,CARGO BOAT,2006-12-29 00:00:00,10200036,21,214200756
SOY,SOY FOODS,2006-12-29 00:00:00,2750000,77.25,212437500
AUTO,AUTODROME ,2006-12-19 00:00:00,120000,1750,210000000
IDL,INFRASTRUCTURE,2004-09-13 00:00:00,4857487,41.5,201585710.5
APDL,ASSOCIATED PROP.,2006-12-29 00:00:00,3158314,63,198973782
TESS,TESS AGRO ,2006-12-29 00:00:00,180000000,1.1,198000000
APLA,ACL PLASTICS,2006-12-29 00:00:00,4212500,46.5,195881250
HUNA,HUNAS FALLS,2006-12-29 00:00:00,5625000,34.5,194062500
SIL,SAMSON INTERNAT.,2006-12-29 00:00:00,3847974,50,192398700
ACME,ACME,2006-12-29 00:00:00,8944320,21.25,190066800
EMER,EASTERN MERCHANT,2006-12-12 00:00:00,1677800,110,184558000
REG,REGNIS,2006-12-14 00:00:00,4829084,38,183505192
VANI,VANIK INCORP LTD,2006-12-29 00:00:00,65481650,2.8,183348620
REEF,REEFCOMBER ,2006-12-29 00:00:00,157306510,1.1,173037161
BFL,BAIRAHA FARMS,2006-12-29 00:00:00,16000000,10.25,164000000
ARPI,ARPICO,2006-12-29 00:00:00,1575000,95,149625000
COCO,COCO LANKA,2006-12-29 00:00:00,6300000,23.25,146475000
CFT,CFT,2006-12-29 00:00:00,1401960,100,140196000
YORK,YORK ARCADE ,2006-12-29 00:00:00,12000000,11.25,135000000
GREG,WALK & GREIG ,2006-12-29 00:00:00,17386080,7.5,130395600
PARQ,PARQUET,2006-12-27 00:00:00,6624000,19.5,129168000
SIGV,SIGIRIYA VILLAGE,2006-12-15 00:00:00,3478950,36,125242200
GEST,GESTETNER,2006-12-29 00:00:00,2278125,50,113906250
LDEV,LANKEM DEV.,2006-12-29 00:00:00,6000000,18.75,112500000
ALUF,ALUFAB,2006-12-29 00:00:00,4019400,25,100485000
ASPH,INDUSTRIAL ASPH.,2006-12-20 00:00:00,666562,150,99984300
FERN,FERNTEA LTD,2006-12-29 00:00:00,6000000,16.5,99000000
HUEJ,HUEJAY,2006-12-26 00:00:00,1800000,53,95400000
SLND,SEREND LND ,2006-12-20 00:00:00,360000,250,90000000
CFI,CFI,2006-12-29 00:00:00,5000000,17.25,86250000
LPRT,LAKE HOUSE PRIN.,2006-12-22 00:00:00,2937245,27.25,80039926.25
MIRA,MIRAMAR,2006-12-20 00:00:00,2750000,27.25,74937500
CIT,CIT,2006-12-29 00:00:00,4133333,17.5,72333327.5
MULL,MULLERS ,2006-12-29 00:00:00,54000000,1.3,70200000
LITE,LAXAPANA,2006-12-29 00:00:00,9000000,7.25,65250000
KAPI,KAPILA HEAVY,2006-12-28 00:00:00,5717857,10,57178570
BINN,BERUWELA WALKINN,2006-12-22 00:00:00,900000,63,56700000
SING,SINGALANKA,2006-12-28 00:00:00,1385207,35.5,49174848.5
KZOO,KALAMAZOO,2006-12-13 00:00:00,50000,700,35000000
RGEM,RADIANT GEMS,2006-12-22 00:00:00,2400000,14,33600000
SAMS,SAMUELS,2006-03-16 00:00:00,4601885,2.3,10584335.5
PARA,PARAGON,2006-10-27 00:00:00,100028,75,7502100
OFEQ,OFFICE EQUIPMENT,2006-10-20 00:00:00,83356,60,5001360
CPRT,CEYLON PRINTERS,2006-10-13 00:00:00,35010,80,2800800
