Date,Automobiles & Components,Banks,Capital Goods,Commercial & Professional Services,Consumer Durables & Apparel,Consumer Services,Diversified Financials,Energy,Food & Staples Retailing,"Food, Beverage & Tobacco",Health Care Equipment & Services,Household & Personal Products,Insurance,Materials,"Pharmaceuticals, Biotechnology & Life Sciences",Real Estate Management & Development,Retailing,Software & Services,Telecommunication Services,Transportation,Utilities
2022-06-15 00:00:00,644.7721179624665,381.80472988475697,1088.544340791573,798.3589929661895,1578.5224524061728,264.62221876192297,1734.0142588583633,1471.7867886317767,1088.1354784021426,827.7621093554375,1221.7008307595922,1348.253443452489,1327.3390522124103,1034.9367521423915,,564.4526732572008,673.3040285222714,723.0657876217149,826.6279509932937,29217.90416649893,774.941481311972
2022-06-16 00:00:00,643.4316353887399,381.544970640384,1079.8281175773973,793.6996961998072,1585.1079053953517,261.08219802065526,1703.308629231305,1421.0087443470995,1086.7351717642503,818.0294424057677,1209.0047142114715,1359.8743305257995,1323.3058337451941,1019.7254786531887,,568.3827475874925,660.9138151065391,715.5099683426818,815.3587202296118,29011.46101321397,779.5255626815947
2022-06-17 00:00:00,638.0697050938338,377.69304149114043,1042.597447665463,773.6871616639181,1542.720243501294,255.02870282149905,1607.4463655220425,1317.1874684092948,1038.4602668154762,801.0030725533486,1188.0088372965026,1365.6847740624548,1303.4847885827746,975.5090515958053,,562.0194233252121,656.5775278991881,698.1681168415307,807.1806755045525,26760.292007322085,768.175686123163
2022-06-20 00:00:00,601.8766756032171,376.76971980332564,1038.7913389854357,772.7741373405012,1530.1532932788978,248.89332464201598,1584.6806969333993,1373.4263086053377,1039.8605734533685,795.9083638823648,1191.9509435365642,1284.3385645492801,1299.2494839848232,945.6376909122364,,559.8420286242915,645.2106167587748,679.0454580768437,801.5786191450121,26919.84794506815,743.9178490827877
2022-06-21 00:00:00,597.8552278820375,379.96052860652594,1046.4925295123194,770.3740084614427,1534.022653873676,247.90578818469498,1595.9896942474097,1403.8898970544803,1028.7270555824464,802.8990482390137,1188.201194703226,1371.4952175991102,1305.8355560064451,974.7632312229813,,558.494048575406,647.4824484926521,687.9326789398639,832.1648893082328,28046.649531684074,762.7065243838623
2022-06-22 00:00:00,576.4075067024129,379.3353867670446,1067.211364353366,771.7455322303484,1528.141634141271,248.19453865473724,1600.5055363728222,1373.1712051025083,1040.0772644382491,801.9698759871197,1242.5219091426645,1342.4429999158335,1304.0398370868531,967.8848687174756,,566.2812158057259,645.9502228901597,695.0559079940077,747.9386897813237,28712.460512521193,760.7203597902205
2022-06-23 00:00:00,580.4289544235925,380.37778632872266,1061.2591092982216,790.751018159629,1527.6533752897894,250.05828705531664,1606.8536320884753,1406.476859989236,1041.4775710761412,804.6119378041881,1212.6174973347465,1354.063886989144,1307.9463752637942,966.3333714973847,,567.4588917426923,655.5506524299876,694.6065023144588,752.0602711661539,30964.03521296974,758.9103669160854
2022-06-24 00:00:00,639.4101876675603,380.58449629438707,1074.3699802100707,777.6467814105681,1551.661752872857,254.59693953482227,1644.9756125411288,1462.7345523476608,1040.6942070443404,817.0860784059328,1264.4280658969467,1354.063886989144,1310.6731265902772,973.927948658048,,563.5837679583167,660.6267083909736,695.0559079940077,738.215052036953,32039.892638480167,759.563647461338
2022-06-27 00:00:00,596.514745308311,375.57797781550465,1058.7360692059713,769.9806763847362,1534.1824058134596,251.8250300004257,1572.1772047843556,1428.6519388116847,1039.0540711697097,787.673158738597,1213.5850226440384,1354.063886989144,1302.622462754741,947.9372347473039,,557.7197323464709,645.7151651574924,691.044887787387,719.8632899390207,29543.101460340957,761.1891927460653
2022-06-28 00:00:00,604.5576407506702,369.5857530864721,1052.6441331869798,773.1347857840216,1499.8383120085,248.3366122240614,1536.6856244078149,1409.2822609072223,1037.6537645318176,767.229101798778,1192.6297606850649,1342.4429999158335,1292.850844485222,926.035144956321,,553.2750139297879,638.7156053312444,678.5960523972949,715.2265108810865,28294.705871271355,737.8626189804905
2022-06-29 00:00:00,609.9195710455764,369.79907259261864,1049.301102069853,780.6425470253952,1500.0540752961147,248.6992036725295,1564.088210820877,1416.5768122470504,1039.0540711697097,773.33159943216,1233.4817009683964,1348.253443452489,1297.9849963052097,933.0933884684734,,545.3365529498267,647.0318732948598,698.1681168415307,724.9501486254571,29210.1959699224,752.668894477252
2022-06-30 00:00:00,608.5790884718499,372.1823280441429,1048.2961169544499,848.6019910580287,1484.3086279728147,245.02062988720925,1546.1413644939742,1453.082257501635,1037.5607509171368,771.5115357519044,1212.0753238808575,1348.253443452489,1298.5726230469566,919.195453800348,,548.1810440718109,656.1714582596973,704.3925345365768,718.3176969197093,28796.498274239155,755.7707556649416
2022-07-01 00:00:00,613.941018766756,375.32013107067,1056.79680782262,847.367604579403,1513.71104828366,245.57753556667,1563.0826628911,1550.68863672206,1036.16044427924,783.251352344541,1204.75564603212,1388.92654820907,1359.52151000694,929.944646977964,,555.903485599818,656.417710504377,713.729161079145,731.582600331205,29422.7245415572,754.964137578212
2022-07-04 00:00:00,604.55764075067,368.929925182292,1040.57646381219,790.191341868867,1511.24668902873,245.075642066942,1546.26226809047,1677.22376668624,1034.52030840461,771.405479803752,1199.75441617715,1371.49521759911,1340.32194148396,912.348752141224,,547.018347721636,643.208815624342,731.537233714505,718.317696919709,28583.9697026042,755.644689772606
2022-07-05 00:00:00,561.66219839142,364.996887147248,1027.2467288291,756.908159988775,1490.21016386475,241.191527717826,1520.35502068456,1595.55943859848,1027.4700321184,761.51339051719,1193.57154646896,1348.25344345248,1338.89986614549,888.462491117998,,535.77873433101,635.098796712687,702.162321593491,715.74170855419,27045.4988930884,753.973765102571
2022-07-06 00:00:00,545.576407506702,359.739048800521,1022.57648345612,762.159269789471,1487.7666983144,238.789909793857,1462.27561670215,1501.69234613981,1026.06972548051,750.29029847223,1190.85683592071,1284.33856454928,1322.85690981637,865.632262404047,,515.034911199471,622.505639628242,715.95937402223,717.802499246605,26378.0651340246,747.615915387209
2022-07-07 00:00:00,548.257372654155,354.996617164538,1016.35436688606,755.399062172212,1456.07695955454,241.050125080709,1454.88057829199,1500.11017825823,1033.90336579852,733.663698953953,1225.83017180366,1272.71767747596,1322.91410563049,855.482430614926,,509.417018506894,615.472651686035,680.80944988572,716.256906227294,26626.9328627252,743.886958026937
2022-07-08 00:00:00,537.533512064343,356.150697553349,1019.25748705294,764.833236491713,1461.81288262565,241.585118191561,1471.71478575334,1493.61979734557,1029.036760182,733.480487433844,1224.41399973994,1319.20122576921,1320.65336166562,856.481032880272,,521.009374643473,614.953380491771,700.830920009504,722.889357933042,27166.6872009854,749.949475241657
2022-07-11 00:00:00,579.088471849865,370.114979729609,1041.59498810146,761.70415728806,1487.59640835917,245.898024667927,1544.13541265972,1495.88201380397,1029.036760182,752.914436198642,1214.60725235848,1319.20122576921,1343.17441509368,884.988595919907,,517.64921282372,620.585517801173,720.852390133289,722.374160259938,29040.9033628164,764.939158252656
2022-07-12 00:00:00,583.109919571045,373.944142095811,1041.94250207708,754.190055898585,1498.87658125686,245.315829200611,1564.27853581786,1439.50752040558,1046.10434745591,762.095297957671,1216.35539136785,1348.25344345248,1350.39472044954,899.607616309184,,534.685960803049,626.18537158919,711.49894813606,733.64339102362,29831.5539025605,758.529738097671
2022-07-14 00:00:00,576.407506702412,371.726171313669,1035.53668602431,797.562251711231,1500.4507460031,245.62692717696,1543.47150176216,1440.61026433635,1030.67689605663,762.609932719217,1191.70467440697,1348.25344345248,1345.57109866285,887.373827465252,,527.325947271143,624.50437699618,715.509968342681,728.556532337183,28916.0638039095,751.896349417773
2022-07-15 00:00:00,601.876675603217,380.305061312374,1052.47204473929,760.348723389351,1537.6449155977,247.315677530175,1583.03928243733,1479.06978201531,1022.05989170682,792.281000589545,1202.54385028491,1359.87433052579,1294.69906342171,927.848849845427,,535.081391991859,651.773974487597,743.519847970388,745.362701415804,29706.7143436536,799.604710015888
2022-07-18 00:00:00,600.53619302949,382.324083637516,1061.14918914553,760.301786680808,1555.9790053667,249.230942791668,1607.42452304286,1531.55970959817,1025.19334783403,795.005214734287,1244.20035461647,1365.68477406245,1300.99420422297,949.209035908602,,544.434781016977,654.06616794928,732.402414164283,738.215052036953,29789.9407162582,808.476874222186
2022-07-19 00:00:00,630.026809651474,388.12815271691,1072.84748331622,754.78665591444,1567.87497345033,254.9094745799,1616.69149529976,1548.95404108608,1038.58394418567,810.883554166199,1219.48572592434,1406.35787881904,1305.0820837083,984.493287771643,,544.759958711978,662.909936251755,741.755856161512,736.219379389139,30000.4408151098,809.8629176377
2022-07-20 00:00:00,632.707774798927,394.419769912091,1073.72829915498,806.552154767692,1571.68048037561,259.612297611308,1620.39268345587,1558.30655151361,1046.34417669265,820.564237396244,1239.11453751545,1417.97876589235,1314.32375328969,991.41396664115,,549.967163279075,663.997450323947,748.412864081447,741.88655379328,30042.0540014121,808.865221825383
2022-07-21 00:00:00,638.069705093833,395.579731786388,1070.00771373694,805.866317450186,1579.85804743556,264.143946717537,1609.34514242667,1602.58233931415,1039.29390040644,827.617935266942,1204.94397628906,1447.03098357562,1316.06188365805,1000.86545299999,,547.849158645945,669.859806929743,759.080892208004,755.151457204776,29956.7991560242,813.642026379888
2022-07-22 00:00:00,650.134048257372,389.900956909998,1069.98525712358,757.373898744356,1594.71532953018,278.506448317722,1595.83519530919,1645.92176412013,1037.89359376855,826.60041794996,1226.02680659625,1470.27275772225,1305.0436477209,1008.20882229081,,556.702832831658,684.751117386376,788.422173419698,756.181852550984,29583.4975629732,815.503234860612
2022-07-25 00:00:00,632.707774798927,386.284387059091,1058.38892273531,760.762494806087,1633.9006616051,270.724537535416,1565.70413052672,1643.09630012486,1045.85343121757,813.402507285042,1246.00260803565,1522.56674955214,1298.62091566237,1012.09263575585,,552.595277023476,696.399143174389,760.412293791991,749.999480473738,28833.2431258615,807.386723411119
2022-07-26 00:00:00,630.026809651474,385.069235460048,1059.50914361828,761.51682533568,1669.9427177544,267.374805227261,1563.0927349135,1625.2981254454,1044.52653239071,813.23678118156,1306.4208022841,1539.99808016211,1291.98555245019,1010.58469606317,,550.181201747496,681.53136601524,763.973908319063,748.453887454427,28374.6866874227,805.335673769112
2022-07-27 00:00:00,631.367292225201,384.264064407255,1060.64442273501,780.590955343154,1694.35847297024,264.679431161613,1541.83361985663,1604.45258815248,1045.68700979186,818.704951625122,1283.75989298873,1586.48162845535,1288.51928898809,1010.90802827982,,553.925952620251,679.26894164595,823.555282101549,754.636259531672,28041.7811970041,802.906045272155
2022-07-28 00:00:00,628.686327077747,383.332093038693,1063.54319165531,773.167054535416,1703.12186335,267.185756905868,1548.08636386414,1669.17007005438,1060.57092639608,826.87421669678,1240.39351153766,1603.91295906532,1293.66121425619,1022.76921868636,,552.324963046244,691.486409633784,797.309394282718,752.575468839257,29039.6862791465,801.430497488033
2022-07-29 00:00:00,636.729222520107,384.099923689264,1072.88190108853,764.736278617092,1725.52449374984,268.658720224203,1532.11001784896,1750.68686936831,1043.162447534,827.785829837788,1259.51202673865,1522.56674955214,1293.65526005855,1054.4290974216,,549.725243837347,676.957492058394,804.000033111972,757.14712985259,29207.3561080257,813.658314396144
2022-08-01 00:00:00,631.367292225201,383.721157397392,1078.64695052411,761.71895649872,1744.05280167473,279.761807112432,1522.29162045028,1738.93752808519,1045.68700979186,834.349160430414,1279.7947386549,1499.32497540552,1286.18576837459,1083.55883576688,,543.412475488107,686.66615571989,825.352904819744,747.423492108219,28002.6021780417,816.422561420451
2022-08-02 00:00:00,682.305630026809,384.320632726362,1100.93004506639,799.665258846649,1834.22345298245,300.703416490688,1549.76018455019,1903.5354812374,1045.9268390286,839.01971271959,1264.19855931464,1574.86074138204,1282.61204932465,1107.27223317975,,548.080216361023,688.352978290658,844.026157904882,761.783908910524,29130.215153771,839.963955989108
2022-08-03 00:00:00,693.029490616621,386.366813959508,1124.5971571912,803.205749921141,1830.61955039175,294.373573575783,1635.26215162474,1905.98068107434,1048.276931124,847.272403979574,1306.125592381,1510.94586247883,1298.99940026505,1128.12009149506,,568.114762643843,705.037801698129,820.010483029136,782.326697790074,32043.9495840467,841.867468635518
2022-08-04 00:00:00,702.412868632707,386.547511823833,1145.24735148949,812.166381935732,1809.9221027459,297.346353931884,1743.63784489013,2043.92870238354,1062.8280048768,846.305814741805,1321.61859072302,1534.18763662545,1316.2068257503,1152.40345307425,,575.380384489136,711.572405519437,809.808676036789,792.115453579046,34876.0804199444,868.087333664919
2022-08-05 00:00:00,703.753351206434,393.756106798772,1151.36978111883,807.226296944667,1842.31748795889,307.607351901247,1811.08200424336,2120.60450981011,1061.42769823891,862.201911563365,1320.33978239912,1522.56674955214,1315.13949715023,1160.91228904123,,578.677629248421,724.028859220979,802.702262437305,778.785432122949,34085.0241856437,851.658775261697
2022-08-08 00:00:00,715.817694369973,390.819096905545,1155.01142847849,816.960086824538,1808.1645759813,300.23649741324,1921.3070656708,2441.82103093267,1066.7448250358,867.36147266469,1297.68934345733,1499.32497540552,1312.84435601292,1216.28502409972,,578.985672812995,737.34131057371,801.370860853318,768.481478660873,33838.5906242831,848.671843752508
2022-08-09 00:00:00,729.222520107238,394.12954741853,1162.92537190999,822.075369607084,1772.99174989141,308.859168996783,1925.57671214714,2561.198645784,1071.16695695192,868.605159407632,1254.99842852154,1481.89364479556,1320.6314577321,1280.11284732312,,600.92934909844,762.12014205567,809.3760858119,774.598732693517,32548.5818489111,847.417157165818
2022-08-10 00:00:00,773.458445040214,396.739908955672,1216.01731157473,820.454951462618,1822.0926852659,309.094653875168,1946.79314451394,2655.80724228722,1069.76665031403,874.677862314839,1241.12277409254,1627.15473321194,1322.91676465645,1322.2165683793,,595.329641612172,759.548346860862,808.078315137232,770.542269353288,36465.0896960091,860.320151631854
2022-08-12 00:00:00,833.780160857908,393.136606848401,1298.28343161483,983.153792326565,1820.49145036423,317.743576955787,2012.58455090355,3107.73517289093,1080.3274960968,919.871133081054,1247.0519646169,1638.77562028525,1362.60646362168,1359.74644352699,,599.760683826176,768.662742304317,802.303303121735,764.940212993748,37881.9665030713,876.814686476304
2022-08-15 00:00:00,820.375335120643,396.192945905023,1335.42017366756,1044.16045117505,1835.12735062841,325.620285871501,2032.11044999867,3000.02071230125,1090.75105774695,951.058390225755,1254.57501937297,1638.77562028525,1450.94636546026,1378.59982494153,,611.368939517491,786.970221166661,802.303303121735,754.701377576274,37509.8819936904,884.34382823392
2022-08-16 00:00:00,798.927613941018,389.100264175808,1329.09964221661,1049.88772608791,1813.41553064756,327.378296321621,2005.34911725598,3185.88689810032,1115.04790775805,935.489787436168,1255.4221392078,1685.25916857849,1430.59409600338,1352.51128838418,,598.483360534616,774.025524550313,792.517270899617,739.955999190068,36642.4961942482,862.52054344478
2022-08-17 00:00:00,789.544235924932,382.233523241574,1288.95127753928,1152.50715532892,1795.55869555873,329.270722346346,1930.06120782621,3304.35305362058,1106.59732483395,919.054087908289,1297.77183827303,1731.74271687174,1418.84227608258,1320.25188499016,,599.118161502148,748.207008378935,805.864917648807,737.895208497653,35186.4403682237,846.448540922226
2022-08-18 00:00:00,789.544235924932,374.985209690938,1289.88766399574,1209.10697222669,1804.56601504089,335.019778032934,1961.52859173825,3341.37914310668,1095.2365474806,929.812688377638,1256.05593530475,1754.98449101836,1359.59587891409,1352.51767496951,,597.097937386386,747.64527456552,802.303303121735,787.804264744119,35306.0058978941,845.340920690256
2022-08-19 00:00:00,776.139410187667,376.799022167277,1289.58825860769,1349.96707904181,1778.94075999316,366.008893986619,1967.15862370574,3225.3216940135,1138.39497704068,939.671597007105,1266.47488884526,1760.79493455501,1359.03959316184,1363.7066313481,,610.615384353808,747.311760918726,809.426532175879,841.900020420016,36137.4582348272,858.129970393302
2022-08-22 00:00:00,840.482573726541,381.953620847178,1286.3435023989,1423.01338569995,1803.40627478021,376.867028746625,2017.56706385442,3176.63129774522,1118.34074926162,941.228546600399,1265.19117320316,1877.00380528812,1374.94952731722,1389.96901339101,,645.36110270437,762.080691549233,826.33579345214,868.240219792911,38552.2401240317,856.737968088009
2022-08-23 00:00:00,810.991957104557,385.568379520949,1274.62833407572,1453.21850827609,1778.23938197815,374.166183893716,1989.76416985937,3195.20631735857,1110.43370113258,947.298128143053,1232.49206112602,1981.59178894791,1373.31223377989,1390.90272740847,,666.29166810641,785.406967972816,814.768953966486,833.206778021853,38176.9100581975,838.251485392885
2022-08-24 00:00:00,777.479892761394,385.213564353862,1267.26871824699,1484.62846718669,1762.11545456351,363.936760545103,1963.13443393676,3194.58057554883,1139.41817030921,946.88924002814,1226.31459379392,1929.29779711802,1370.69610156391,1371.01267346332,,656.827909123879,782.099127225238,822.324773245519,822.387626886674,36804.0806047776,834.468196591331
2022-08-25 00:00:00,765.415549597855,379.530514207106,1233.72807847888,1413.8790389077,1734.25059002333,364.460352250256,1929.08176594669,3034.04786654962,1136.37772779669,929.920013822038,1220.95048956751,1900.24557943474,1356.07275902083,1335.10714428116,,637.85951472448,761.739548694032,814.752138511827,794.247108999769,35347.6190841964,853.142078054856
2022-08-26 00:00:00,845.844504021447,382.698467175674,1228.59353935359,1420.41529559702,1728.00375376279,366.527154334473,1899.1816381797,2991.72972552378,1137.77803443458,924.494331173746,1237.79504352831,1813.08892638491,1341.99793809518,1327.62638617807,,624.768521283298,749.648863168493,811.639929664304,798.238454295397,36137.8639293838,829.436069499118
2022-08-29 00:00:00,823.056300268096,380.23064108668,1215.90214805298,1401.79966503504,1706.60896958111,382.585692589736,1872.41303975625,2938.9209892503,1141.93468383033,919.018867854683,1222.81757187498,1911.86646650805,1337.50061391585,1316.08875369442,,608.844353140264,756.373359729795,805.415511969258,769.517620690788,35680.1188800583,838.750833166306
2022-08-30 00:00:00,864.611260053619,379.646273234057,1244.45783273813,1418.79487745256,1726.05345743984,390.77413117187,1878.77591644129,2998.81171827174,1175.54288639285,934.785953717415,1245.02235049165,2022.2648937045,1358.35644022191,1329.67300840191,,609.556674713508,772.989761694861,793.399266804055,808.672643846675,36469.9580306891,839.797393301819
2022-08-31 00:00:00,916.890080428954,379.886829866855,1286.81941665737,1654.94726313467,1767.10696531058,402.041287677854,1919.50448366283,3178.58185421365,1174.14257975495,959.716912386431,1253.26819945727,2103.61110321768,1358.97599090257,1368.58766638415,,621.851333712059,796.672068180516,853.43004626609,815.239977507822,36136.6468457138,847.028066965414
2022-09-01 00:00:00,919.571045576407,390.477444818892,1305.08713314347,1745.33406116931,1792.66406952088,409.524285059043,1938.77773214306,3395.10187425639,1176.08642118791,971.117053745664,1251.53194231951,2109.42154675433,1378.92824861726,1427.27400006956,,641.917395662394,812.250696554315,876.996315462287,835.137332625066,36884.4671154856,850.033772791927
2022-09-02 00:00:00,977.211796246648,389.321818846569,1299.92058957561,1828.94725090484,1768.86757794463,403.118646485973,2009.37424615352,3485.50231098825,1202.98828204627,986.172245276827,1267.88926417319,2045.50666785112,1378.4372814549,1443.02937127235,,645.304765729696,810.859884278778,851.216648777665,818.781243174947,36635.599386785,855.027056781264
2022-09-05 00:00:00,873.994638069705,392.090374348999,1288.79566177132,1861.27648452163,1749.8620103004,397.255875488213,2070.55264429793,3571.75725433138,1241.44652741554,990.585741606659,1240.55324363828,2155.90509504757,1408.58808793202,1438.29443672196,,639.332169283236,809.189805560956,847.671849705253,861.732257492659,36842.8539291833,860.160236369594
2022-09-06 00:00:00,867.292225201072,385.754787988157,1278.33254003115,1819.37772630409,1769.33518942184,397.692579480326,2014.21828514487,3912.01530464147,1240.57014976906,985.907060851009,1268.98028532964,2161.71553858423,1394.70282011936,1470.8440770497,,626.5688886432,814.886670516936,867.260729604148,838.678598292191,36094.2222702982,852.138144810202
2022-09-07 00:00:00,839.142091152815,385.488703310909,1303.0472924099,1814.77161964634,1786.6262850944,396.594889549686,2006.4806421494,3999.98939369878,1257.24101786997,994.149363633764,1296.48589725596,2074.5588855344,1428.19371789562,1501.08117593582,,627.92406863081,829.544290001783,875.715360242279,829.470158220924,36801.6464374376,866.180745250036
2022-09-08 00:00:00,873.994638069705,384.829043545145,1333.61074732713,1732.34942201706,1773.88164119917,397.249978177442,2048.29582397113,3978.77310438359,1286.98119180898,1010.11176041753,1307.39931541245,2045.50666785112,1428.92478492059,1550.14655970585,,640.555371898192,837.081168789158,865.479922340612,849.947829055873,38006.8060619783,857.278075007799
2022-09-09 00:00:00,876.675603217158,384.610664606186,1376.4755208079,1722.28826098498,1749.28658003811,400.739882364105,2031.90515255058,4098.2853336321,1307.27524882477,1015.38666334155,1291.65668278019,2039.69622431447,1432.53928059532,1605.27261373417,,645.124770852696,821.576204349548,870.372938451671,831.981028541842,39591.3526979197,874.791988075978
2022-09-12 00:00:00,869.973190348525,389.582142423128,1411.45403230457,1693.63604246225,1762.37957149413,399.391725436783,2014.1592737797,4321.21427443688,1318.00251603325,1017.84525541978,1312.48607872535,2039.69622431447,1448.10514642061,1647.35881063135,,637.209909654075,852.583597330887,869.041536867684,825.863774509198,38342.9571088501,873.901158478113
2022-09-13 00:00:00,872.654155495978,395.533928115121,1390.42924990528,1674.09577993866,1750.70929759183,401.290449740251,1978.31453388409,4508.35212064808,1321.4431569992,1012.73093658587,1290.17902624303,1993.21267602123,1418.72138266625,1640.67388136088,,634.722674610257,854.136649682835,873.934552978743,819.681402431952,37637.561414494,872.126015379056
2022-09-14 00:00:00,906.166219839142,423.469586741794,1410.18344174008,1718.27171719358,1735.6310170363,430.82057751177,2002.31941049207,4547.23197024556,1345.56102055932,1015.07042497478,1254.76112495182,1958.35001480129,1420.34216182918,1640.37734928643,,650.263404974826,906.291310987433,873.035741619645,827.924565201613,37845.6273460056,872.540285774302
2022-09-15 00:00:00,936.997319034852,451.778585782177,1466.54747004789,1634.05268613888,1736.73684270165,442.39417793683,2021.9328696724,4465.27362341531,1355.631120867,1012.5789518751,1263.80008387554,1935.10824065467,1421.86015578723,1627.2701106333,,644.816743351971,920.481296361003,873.485147299194,830.950633195634,37720.382092542,885.529537703513
2022-09-16 00:00:00,943.699731903485,440.997295831645,1465.41931308997,1714.87417778909,1715.89091652295,440.740487748762,2014.77441347294,4541.05446023777,1353.28303002836,1011.048063587,1287.55041223749,1888.62469236143,1428.53152453133,1644.0574315806,,649.161381074916,919.596953949789,888.147380177711,822.707470425974,37802.3913814766,885.991069014353
2022-09-19 00:00:00,970.509383378016,432.092051095626,1460.45582758743,1766.74334655001,1734.19080224353,437.091910051169,1987.478072419,4633.54006783525,1350.93293793295,1001.69246949277,1260.85756913298,1865.38291821481,1418.53634776639,1669.62868320399,,648.05272084971,908.839237456297,915.27526390098,821.677075079766,37225.892191594,911.194918848206
2022-09-20 00:00:00,966.487935656836,422.272889712648,1441.58241772101,1771.92538966638,1707.0936372719,430.794041124001,1956.83256219275,4820.32837762198,1366.36038933223,994.685881033217,1251.12057323593,1830.52025699488,1410.99453310198,1645.42015073487,,638.726096665034,901.299701710359,898.382818079378,810.923041989188,37471.1086692847,909.422194629539
2022-09-21 00:00:00,935.656836461126,424.051356373687,1454.53918786687,1986.86689899244,1695.18123469039,428.743372481457,1945.34490852924,4993.11700523866,1378.27727123496,992.694826589909,1237.4804516401,1807.27848284825,1403.57680331646,1620.56598254568,,636.832336430781,885.144404286515,917.072886619176,819.616284387351,37762.8066679576,894.491080631711
2022-09-22 00:00:00,938.337801608579,430.633620637439,1472.46195468964,2097.09177980439,1685.62163083194,425.303368632445,1985.02462278435,4991.19244963325,1376.17757687384,1003.32455037006,1219.02717206195,1801.4680393116,1396.03962067686,1603.76637863621,,644.750029227378,894.227761725288,897.50082217494,808.862251296773,37388.6936857934,897.591976218689
2022-09-23 00:00:00,938.337801608579,434.47697058598,1468.1578766557,2054.98831664804,1674.72990785834,415.451669475401,1969.75269843505,4958.17723913869,1376.10416906281,1000.28753274141,1230.85905349586,1807.27848284825,1392.53649517499,1583.24488332216,,644.852610398607,890.518627936752,903.292649645097,816.009900675624,36846.0994856366,881.452189872168
2022-09-26 00:00:00,935.656836461126,426.15441066699,1436.87253805253,2019.99803273068,1671.22914502046,416.008485909094,1941.31681236731,4891.6615148074,1373.5876555417,1000.14401599646,1242.51367365244,1789.84715223829,1380.83411529968,1552.9605108749,,638.957906078442,871.93044086775,908.185665756156,817.490375650334,37303.8445349621,865.539649925673
2022-09-27 00:00:00,919.571045576407,434.453578985077,1431.84547753545,2023.88144246392,1674.81829979521,414.583056109932,1939.50669858556,4937.72130603043,1344.76960779078,1000.66737154481,1254.13921029763,1778.22626516498,1367.68117922651,1557.7636310037,,642.123580287648,873.879749650018,898.849039213587,801.64948387332,37469.0801965014,881.768657630928
2022-09-28 00:00:00,904.825737265415,441.992683369576,1441.82223486222,1998.53063749763,1663.77308470802,417.613148343338,1949.79864242217,4927.63201842919,1366.77720849223,1006.42298687477,1252.9540686939,1865.38291821481,1377.8059363485,1559.64166829265,,635.313325132341,871.720399116275,892.624621518541,803.710274565735,37094.5615197805,902.243726532683
2022-09-29 00:00:00,914.209115281501,437.763505139361,1446.59478726791,1997.10164204001,1669.14205076265,416.171534171988,1956.94726248422,4906.87970314302,1346.16991442867,1007.99058713049,1250.64461751273,1818.89936992157,1377.16716128112,1577.46626457812,,633.478060520535,877.813067270465,900.197256252233,802.679879219527,36555.6185706337,894.288004877152
2022-09-30 00:00:00,910.187667560321,435.408791606096,1438.07527589168,2006.63462131804,1661.70392341379,414.545034294956,1951.58277006953,4984.66655572151,1346.16991442867,1003.21514446523,1216.57432392122,1830.52025699488,1374.79642614313,1614.25923386594,,635.552350676577,928.232400947862,929.122762693698,798.623415879298,36263.1091828474,886.149635044586
2022-10-03 00:00:00,891.4209115281501,427.6494544895653,1399.5901200918959,1911.0947409980154,1620.1201842729326,409.3386448450337,1884.47421931018,4728.273766599597,1295.7465188542642,975.380530328879,1317.9387246569083,1731.7427168717404,1359.112126086164,1566.12762493653,,622.3243713086941,921.2681299205323,882.405999071534,798.6234158792987,32892.44109235956,871.5597059384507
2022-10-04 00:00:00,875.3351206434317,415.5760007575911,1331.0160326278635,1757.2117125601392,1579.9604521241163,389.2055820485806,1833.2794379047932,4112.089118046981,1284.47875511559,954.426389142092,1288.8619421987435,1656.206950895221,1335.7244238805372,1499.879263445296,,605.9581192904162,899.3274216751232,857.0421071571413,785.2933944232016,29141.16890680085,837.4197307543358
2022-10-05 00:00:00,884.7184986595174,417.0741126979638,1343.8201702322156,1866.530121978326,1648.9961217356963,393.3132418077176,1835.4411289130146,4204.915902453399,1286.1188909902214,948.9190460088755,1275.0591405090065,1737.5531604083958,1344.6965245830418,1549.8934203861975,,610.3774967456648,898.451723290206,923.3477506782014,792.5061618466545,29432.05551636043,858.1845057424882
2022-10-06 00:00:00,887.3994638069705,411.75076024539163,1319.3148328601671,1785.6002243260386,1598.347150165612,384.09825823021305,1789.5865969458873,4037.211380940069,1284.4787551155907,942.6261024949978,1278.4294116891328,1743.3636039450512,1337.3468003532714,1566.9749461768279,,601.0439018767879,890.1459602193409,860.1543160046643,825.478812925297,28186.094094630782,859.5282328530755
2022-10-07 00:00:00,900.8042895442359,404.32538244189936,1304.5664402730524,1840.8032990236302,1588.3895101816393,380.90281479826416,1745.9091349836274,3996.8544610392382,1284.2389258788523,927.1344554261384,1280.9362151349733,1754.9844910183617,1327.4291168707189,1543.1001328303262,,600.8316559222361,881.7388499070761,821.8921830206307,814.7247798347188,27473.801592811426,859.3166642220076
2022-10-11 00:00:00,884.7184986595174,404.8521320103707,1258.848855736845,1737.288106397376,1520.5038585062728,375.0352341108415,1670.2072050290687,3717.9289275589745,1283.318277714437,900.3029958062438,1288.9100363616258,1696.8800556518086,1317.537025546175,1484.7574545563837,,581.8511905827804,843.5712528771928,791.6352749951791,800.9446787501191,24188.388347711432,850.0699206761813
